study_id,source_title,source_url,doi,source_file,source_file_sha256,source_figure,source_panel,setup,theta_pi,purity,observable,alpha_deg,value,extraction_method,extracted_by,extraction_date,point_id,pixel_x,pixel_y,pixel_count,component_width,component_height,notes
CORMANN_2016_VISIBILITY_PHASE,Revealing geometric phases in modular and weak values with a quantum eraser,https://arxiv.org/abs/1508.01353,https://doi.org/10.1103/PhysRevA.93.042124,VisibilityPhaseMeasurement.eps,d9807edf7e9e2c13a2905223df3d80d403d7bf6ee8e169c6323183c85e64820a,Fig.2a,visibility_vs_postselected_angle,setup_1,0.499,0.882,visibility,67.18558771621537,0.6567435520012654,calibrated_component_scout_v1,Codex,2026-04-28,Fig.2a_setup_1_43,2972.2687458526875,460.6556071665561,1507,61.0,41.0,connected colored marker component
CORMANN_2016_VISIBILITY_PHASE,Revealing geometric phases in modular and weak values with a quantum eraser,https://arxiv.org/abs/1508.01353,https://doi.org/10.1103/PhysRevA.93.042124,VisibilityPhaseMeasurement.eps,d9807edf7e9e2c13a2905223df3d80d403d7bf6ee8e169c6323183c85e64820a,Fig.2a,visibility_vs_postselected_angle,setup_1,0.499,0.882,visibility,69.12356444325363,0.6157365591697974,calibrated_component_scout_v1,Codex,2026-04-28,Fig.2a_setup_1_44,3006.0541401273886,507.4445859872611,1570,63.0,41.0,connected colored marker component
CORMANN_2016_VISIBILITY_PHASE,Revealing geometric phases in modular and weak values with a quantum eraser,https://arxiv.org/abs/1508.01353,https://doi.org/10.1103/PhysRevA.93.042124,VisibilityPhaseMeasurement.eps,d9807edf7e9e2c13a2905223df3d80d403d7bf6ee8e169c6323183c85e64820a,Fig.2a,visibility_vs_postselected_angle,setup_1,0.499,0.882,visibility,71.15490962779012,0.569431209070811,calibrated_component_scout_v1,Codex,2026-04-28,Fig.2a_setup_1_45,3041.4672578444747,560.2789904502047,1466,62.0,39.0,connected colored marker component
CORMANN_2016_VISIBILITY_PHASE,Revealing geometric phases in modular and weak values with a quantum eraser,https://arxiv.org/abs/1508.01353,https://doi.org/10.1103/PhysRevA.93.042124,VisibilityPhaseMeasurement.eps,d9807edf7e9e2c13a2905223df3d80d403d7bf6ee8e169c6323183c85e64820a,Fig.2a,visibility_vs_postselected_angle,setup_1,0.499,0.882,visibility,73.16721031157405,0.5190480494929822,calibrated_component_scout_v1,Codex,2026-04-28,Fig.2a_setup_1_46,3076.5483664317744,617.7661755285073,1561,62.0,41.0,connected colored marker component
CORMANN_2016_VISIBILITY_PHASE,Revealing geometric phases in modular and weak values with a quantum eraser,https://arxiv.org/abs/1508.01353,https://doi.org/10.1103/PhysRevA.93.042124,VisibilityPhaseMeasurement.eps,d9807edf7e9e2c13a2905223df3d80d403d7bf6ee8e169c6323183c85e64820a,Fig.2a,visibility_vs_postselected_angle,setup_1,0.499,0.882,visibility,75.16148516337029,0.46585325567192226,calibrated_component_scout_v1,Codex,2026-04-28,Fig.2a_setup_1_47,3111.315224681422,678.4614352783367,1491,63.0,40.0,connected colored marker component
CORMANN_2016_VISIBILITY_PHASE,Revealing geometric phases in modular and weak values with a quantum eraser,https://arxiv.org/abs/1508.01353,https://doi.org/10.1103/PhysRevA.93.042124,VisibilityPhaseMeasurement.eps,d9807edf7e9e2c13a2905223df3d80d403d7bf6ee8e169c6323183c85e64820a,Fig.2a,visibility_vs_postselected_angle,setup_1,0.499,0.882,visibility,77.1084001427725,0.40941954938245423,calibrated_component_scout_v1,Codex,2026-04-28,Fig.2a_setup_1_48,3145.2564424890006,742.8522941546197,1591,63.0,42.0,connected colored marker component
CORMANN_2016_VISIBILITY_PHASE,Revealing geometric phases in modular and weak values with a quantum eraser,https://arxiv.org/abs/1508.01353,https://doi.org/10.1103/PhysRevA.93.042124,VisibilityPhaseMeasurement.eps,d9807edf7e9e2c13a2905223df3d80d403d7bf6ee8e169c6323183c85e64820a,Fig.2a,visibility_vs_postselected_angle,setup_1,0.499,0.882,visibility,79.1279934876853,0.3599326628543661,calibrated_component_scout_v1,Codex,2026-04-28,Fig.2a_setup_1_49,3180.464686468647,799.3168316831683,1515,62.0,42.0,connected colored marker component
CORMANN_2016_VISIBILITY_PHASE,Revealing geometric phases in modular and weak values with a quantum eraser,https://arxiv.org/abs/1508.01353,https://doi.org/10.1103/PhysRevA.93.042124,VisibilityPhaseMeasurement.eps,d9807edf7e9e2c13a2905223df3d80d403d7bf6ee8e169c6323183c85e64820a,Fig.2a,visibility_vs_postselected_angle,setup_1,0.499,0.882,visibility,81.11906655418389,0.2945322653737102,calibrated_component_scout_v1,Codex,2026-04-28,Fig.2a_setup_1_50,3215.175726927939,873.9386852085967,1582,63.0,42.0,connected colored marker component
CORMANN_2016_VISIBILITY_PHASE,Revealing geometric phases in modular and weak values with a quantum eraser,https://arxiv.org/abs/1508.01353,https://doi.org/10.1103/PhysRevA.93.042124,VisibilityPhaseMeasurement.eps,d9807edf7e9e2c13a2905223df3d80d403d7bf6ee8e169c6323183c85e64820a,Fig.2a,visibility_vs_postselected_angle,setup_1,0.499,0.882,visibility,83.09261969576048,0.23880182977035033,calibrated_component_scout_v1,Codex,2026-04-28,Fig.2a_setup_1_51,3249.5813366960906,937.5271122320303,1586,64.0,41.0,connected colored marker component
CORMANN_2016_VISIBILITY_PHASE,Revealing geometric phases in modular and weak values with a quantum eraser,https://arxiv.org/abs/1508.01353,https://doi.org/10.1103/PhysRevA.93.042124,VisibilityPhaseMeasurement.eps,d9807edf7e9e2c13a2905223df3d80d403d7bf6ee8e169c6323183c85e64820a,Fig.2a,visibility_vs_postselected_angle,setup_1,0.499,0.882,visibility,85.1089374312186,0.17382901555864297,calibrated_component_scout_v1,Codex,2026-04-28,Fig.2a_setup_1_52,3284.732475884244,1011.6610932475884,1555,64.0,41.0,connected colored marker component
CORMANN_2016_VISIBILITY_PHASE,Revealing geometric phases in modular and weak values with a quantum eraser,https://arxiv.org/abs/1508.01353,https://doi.org/10.1103/PhysRevA.93.042124,VisibilityPhaseMeasurement.eps,d9807edf7e9e2c13a2905223df3d80d403d7bf6ee8e169c6323183c85e64820a,Fig.2a,visibility_vs_postselected_angle,setup_1,0.499,0.882,visibility,87.06704565987161,0.11230900071572573,calibrated_component_scout_v1,Codex,2026-04-28,Fig.2a_setup_1_53,3318.8688293370947,1081.855430183357,1418,62.0,40.0,connected colored marker component
CORMANN_2016_VISIBILITY_PHASE,Revealing geometric phases in modular and weak values with a quantum eraser,https://arxiv.org/abs/1508.01353,https://doi.org/10.1103/PhysRevA.93.042124,VisibilityPhaseMeasurement.eps,d9807edf7e9e2c13a2905223df3d80d403d7bf6ee8e169c6323183c85e64820a,Fig.2a,visibility_vs_postselected_angle,setup_1,0.499,0.882,visibility,88.85109976636593,0.050452985390021174,calibrated_component_scout_v1,Codex,2026-04-28,Fig.2a_setup_1_54,3349.970839260313,1152.4331436699858,1406,49.0,44.0,connected colored marker component
CORMANN_2016_VISIBILITY_PHASE,Revealing geometric phases in modular and weak values with a quantum eraser,https://arxiv.org/abs/1508.01353,https://doi.org/10.1103/PhysRevA.93.042124,VisibilityPhaseMeasurement.eps,d9807edf7e9e2c13a2905223df3d80d403d7bf6ee8e169c6323183c85e64820a,Fig.2a,visibility_vs_postselected_angle,setup_2,0.297,0.836,visibility,-87.8516193036083,0.02718566784106211,calibrated_component_scout_v1,Codex,2026-04-28,Fig.2a_setup_2_98,269.45343680709533,1178.9811529933481,902,59.0,34.0,connected colored marker component
CORMANN_2016_VISIBILITY_PHASE,Revealing geometric phases in modular and weak values with a quantum eraser,https://arxiv.org/abs/1508.01353,https://doi.org/10.1103/PhysRevA.93.042124,VisibilityPhaseMeasurement.eps,d9807edf7e9e2c13a2905223df3d80d403d7bf6ee8e169c6323183c85e64820a,Fig.2a,visibility_vs_postselected_angle,setup_2,0.297,0.836,visibility,-86.02152883724959,0.08068599278705947,calibrated_component_scout_v1,Codex,2026-04-28,Fig.2a_setup_2_99,301.35801393728224,1117.9372822299651,1148,64.0,37.0,connected colored marker component
CORMANN_2016_VISIBILITY_PHASE,Revealing geometric phases in modular and weak values with a quantum eraser,https://arxiv.org/abs/1508.01353,https://doi.org/10.1103/PhysRevA.93.042124,VisibilityPhaseMeasurement.eps,d9807edf7e9e2c13a2905223df3d80d403d7bf6ee8e169c6323183c85e64820a,Fig.2a,visibility_vs_postselected_angle,setup_2,0.297,0.836,visibility,-83.85708130234562,0.18572992145099634,calibrated_component_scout_v1,Codex,2026-04-28,Fig.2a_setup_2_100,339.09154929577466,998.0821596244132,426,63.0,23.0,connected colored marker component
CORMANN_2016_VISIBILITY_PHASE,Revealing geometric phases in modular and weak values with a quantum eraser,https://arxiv.org/abs/1508.01353,https://doi.org/10.1103/PhysRevA.93.042124,VisibilityPhaseMeasurement.eps,d9807edf7e9e2c13a2905223df3d80d403d7bf6ee8e169c6323183c85e64820a,Fig.2a,visibility_vs_postselected_angle,setup_2,0.297,0.836,visibility,-81.96729580405635,0.2594968357322981,calibrated_component_scout_v1,Codex,2026-04-28,Fig.2a_setup_2_101,372.0368098159509,913.9141104294479,1467,65.0,43.0,connected colored marker component
CORMANN_2016_VISIBILITY_PHASE,Revealing geometric phases in modular and weak values with a quantum eraser,https://arxiv.org/abs/1508.01353,https://doi.org/10.1103/PhysRevA.93.042124,VisibilityPhaseMeasurement.eps,d9807edf7e9e2c13a2905223df3d80d403d7bf6ee8e169c6323183c85e64820a,Fig.2a,visibility_vs_postselected_angle,setup_2,0.297,0.836,visibility,-80.39991210387613,0.3408366808354078,calibrated_component_scout_v1,Codex,2026-04-28,Fig.2a_setup_2_102,399.36153232242617,821.1053471667997,1253,48.0,50.0,connected colored marker component
CORMANN_2016_VISIBILITY_PHASE,Revealing geometric phases in modular and weak values with a quantum eraser,https://arxiv.org/abs/1508.01353,https://doi.org/10.1103/PhysRevA.93.042124,VisibilityPhaseMeasurement.eps,d9807edf7e9e2c13a2905223df3d80d403d7bf6ee8e169c6323183c85e64820a,Fig.2a,visibility_vs_postselected_angle,setup_2,0.297,0.836,visibility,-78.24989498498883,0.41845616687734766,calibrated_component_scout_v1,Codex,2026-04-28,Fig.2a_setup_2_103,436.8434974283615,732.5415135929463,1361,63.0,49.0,connected colored marker component
CORMANN_2016_VISIBILITY_PHASE,Revealing geometric phases in modular and weak values with a quantum eraser,https://arxiv.org/abs/1508.01353,https://doi.org/10.1103/PhysRevA.93.042124,VisibilityPhaseMeasurement.eps,d9807edf7e9e2c13a2905223df3d80d403d7bf6ee8e169c6323183c85e64820a,Fig.2a,visibility_vs_postselected_angle,setup_2,0.297,0.836,visibility,-76.04381335670402,0.4848448034987548,calibrated_component_scout_v1,Codex,2026-04-28,Fig.2a_setup_2_104,475.30285381479325,656.7920792079208,1717,63.0,50.0,connected colored marker component
CORMANN_2016_VISIBILITY_PHASE,Revealing geometric phases in modular and weak values with a quantum eraser,https://arxiv.org/abs/1508.01353,https://doi.org/10.1103/PhysRevA.93.042124,VisibilityPhaseMeasurement.eps,d9807edf7e9e2c13a2905223df3d80d403d7bf6ee8e169c6323183c85e64820a,Fig.2a,visibility_vs_postselected_angle,setup_2,0.297,0.836,visibility,-74.06251408039836,0.5474023687283376,calibrated_component_scout_v1,Codex,2026-04-28,Fig.2a_setup_2_105,509.84350453172203,585.4138972809668,1655,64.0,48.0,connected colored marker component
CORMANN_2016_VISIBILITY_PHASE,Revealing geometric phases in modular and weak values with a quantum eraser,https://arxiv.org/abs/1508.01353,https://doi.org/10.1103/PhysRevA.93.042124,VisibilityPhaseMeasurement.eps,d9807edf7e9e2c13a2905223df3d80d403d7bf6ee8e169c6323183c85e64820a,Fig.2a,visibility_vs_postselected_angle,setup_2,0.297,0.836,visibility,-72.06171169776817,0.6034568003641034,calibrated_component_scout_v1,Codex,2026-04-28,Fig.2a_setup_2_106,544.7241594022416,521.455790784558,1606,63.0,49.0,connected colored marker component
CORMANN_2016_VISIBILITY_PHASE,Revealing geometric phases in modular and weak values with a quantum eraser,https://arxiv.org/abs/1508.01353,https://doi.org/10.1103/PhysRevA.93.042124,VisibilityPhaseMeasurement.eps,d9807edf7e9e2c13a2905223df3d80d403d7bf6ee8e169c6323183c85e64820a,Fig.2a,visibility_vs_postselected_angle,setup_2,0.297,0.836,visibility,-70.05698829454835,0.6525277356191616,calibrated_component_scout_v1,Codex,2026-04-28,Fig.2a_setup_2_107,579.6731707317073,465.46585365853656,1640,63.0,50.0,connected colored marker component
CORMANN_2016_VISIBILITY_PHASE,Revealing geometric phases in modular and weak values with a quantum eraser,https://arxiv.org/abs/1508.01353,https://doi.org/10.1103/PhysRevA.93.042124,VisibilityPhaseMeasurement.eps,d9807edf7e9e2c13a2905223df3d80d403d7bf6ee8e169c6323183c85e64820a,Fig.2a,visibility_vs_postselected_angle,setup_2,0.297,0.836,visibility,-68.06761628634227,0.6893967007134256,calibrated_component_scout_v1,Codex,2026-04-28,Fig.2a_setup_2_108,614.3545560747664,423.3983644859813,1712,63.0,50.0,connected colored marker component
CORMANN_2016_VISIBILITY_PHASE,Revealing geometric phases in modular and weak values with a quantum eraser,https://arxiv.org/abs/1508.01353,https://doi.org/10.1103/PhysRevA.93.042124,VisibilityPhaseMeasurement.eps,d9807edf7e9e2c13a2905223df3d80d403d7bf6ee8e169c6323183c85e64820a,Fig.2a,visibility_vs_postselected_angle,setup_2,0.297,0.836,visibility,3.6023397105909254,0.04996136473248325,calibrated_component_scout_v1,Codex,2026-04-28,Fig.2a_setup_2_109,1863.8007889546352,1152.9940828402366,507,64.0,26.0,connected colored marker component
CORMANN_2016_VISIBILITY_PHASE,Revealing geometric phases in modular and weak values with a quantum eraser,https://arxiv.org/abs/1508.01353,https://doi.org/10.1103/PhysRevA.93.042124,VisibilityPhaseMeasurement.eps,d9807edf7e9e2c13a2905223df3d80d403d7bf6ee8e169c6323183c85e64820a,Fig.2a,visibility_vs_postselected_angle,setup_2,0.297,0.836,visibility,73.13710622625916,0.6681889260372741,calibrated_component_scout_v1,Codex,2026-04-28,Fig.2a_setup_2_110,3076.023551877785,447.5964353914704,1571,62.0,47.0,connected colored marker component
CORMANN_2016_VISIBILITY_PHASE,Revealing geometric phases in modular and weak values with a quantum eraser,https://arxiv.org/abs/1508.01353,https://doi.org/10.1103/PhysRevA.93.042124,VisibilityPhaseMeasurement.eps,d9807edf7e9e2c13a2905223df3d80d403d7bf6ee8e169c6323183c85e64820a,Fig.2a,visibility_vs_postselected_angle,setup_2,0.297,0.836,visibility,75.11198024512956,0.6250232232216061,calibrated_component_scout_v1,Codex,2026-04-28,Fig.2a_setup_2_111,3110.452188940092,496.8485023041475,1736,63.0,50.0,connected colored marker component
CORMANN_2016_VISIBILITY_PHASE,Revealing geometric phases in modular and weak values with a quantum eraser,https://arxiv.org/abs/1508.01353,https://doi.org/10.1103/PhysRevA.93.042124,VisibilityPhaseMeasurement.eps,d9807edf7e9e2c13a2905223df3d80d403d7bf6ee8e169c6323183c85e64820a,Fig.2a,visibility_vs_postselected_angle,setup_2,0.297,0.836,visibility,77.10921588311368,0.5742215996220867,calibrated_component_scout_v1,Codex,2026-04-28,Fig.2a_setup_2_112,3145.2706635622817,554.8131548311991,1718,64.0,49.0,connected colored marker component
CORMANN_2016_VISIBILITY_PHASE,Revealing geometric phases in modular and weak values with a quantum eraser,https://arxiv.org/abs/1508.01353,https://doi.org/10.1103/PhysRevA.93.042124,VisibilityPhaseMeasurement.eps,d9807edf7e9e2c13a2905223df3d80d403d7bf6ee8e169c6323183c85e64820a,Fig.2a,visibility_vs_postselected_angle,setup_2,0.297,0.836,visibility,79.10085927981126,0.5157447827660282,calibrated_component_scout_v1,Codex,2026-04-28,Fig.2a_setup_2_113,3179.991646778043,621.5352028639618,1676,62.0,49.0,connected colored marker component
CORMANN_2016_VISIBILITY_PHASE,Revealing geometric phases in modular and weak values with a quantum eraser,https://arxiv.org/abs/1508.01353,https://doi.org/10.1103/PhysRevA.93.042124,VisibilityPhaseMeasurement.eps,d9807edf7e9e2c13a2905223df3d80d403d7bf6ee8e169c6323183c85e64820a,Fig.2a,visibility_vs_postselected_angle,setup_2,0.297,0.836,visibility,81.07173546282758,0.45060782595246685,calibrated_component_scout_v1,Codex,2026-04-28,Fig.2a_setup_2_114,3214.3505882352943,695.8564705882353,1700,63.0,49.0,connected colored marker component
CORMANN_2016_VISIBILITY_PHASE,Revealing geometric phases in modular and weak values with a quantum eraser,https://arxiv.org/abs/1508.01353,https://doi.org/10.1103/PhysRevA.93.042124,VisibilityPhaseMeasurement.eps,d9807edf7e9e2c13a2905223df3d80d403d7bf6ee8e169c6323183c85e64820a,Fig.2a,visibility_vs_postselected_angle,setup_2,0.297,0.836,visibility,83.07504780114724,0.37312977338174536,calibrated_component_scout_v1,Codex,2026-04-28,Fig.2a_setup_2_115,3249.275,784.2589285714286,1680,64.0,50.0,connected colored marker component
CORMANN_2016_VISIBILITY_PHASE,Revealing geometric phases in modular and weak values with a quantum eraser,https://arxiv.org/abs/1508.01353,https://doi.org/10.1103/PhysRevA.93.042124,VisibilityPhaseMeasurement.eps,d9807edf7e9e2c13a2905223df3d80d403d7bf6ee8e169c6323183c85e64820a,Fig.2a,visibility_vs_postselected_angle,setup_2,0.297,0.836,visibility,85.03749483817012,0.2995917973482469,calibrated_component_scout_v1,Codex,2026-04-28,Fig.2a_setup_2_116,3283.4869933454324,868.1657592256503,1653,63.0,48.0,connected colored marker component
CORMANN_2016_VISIBILITY_PHASE,Revealing geometric phases in modular and weak values with a quantum eraser,https://arxiv.org/abs/1508.01353,https://doi.org/10.1103/PhysRevA.93.042124,VisibilityPhaseMeasurement.eps,d9807edf7e9e2c13a2905223df3d80d403d7bf6ee8e169c6323183c85e64820a,Fig.2a,visibility_vs_postselected_angle,setup_2,0.297,0.836,visibility,87.03432290501112,0.21460912490984632,calibrated_component_scout_v1,Codex,2026-04-28,Fig.2a_setup_2_117,3318.298362644027,965.1309884778653,1649,64.0,50.0,connected colored marker component
CORMANN_2016_VISIBILITY_PHASE,Revealing geometric phases in modular and weak values with a quantum eraser,https://arxiv.org/abs/1508.01353,https://doi.org/10.1103/PhysRevA.93.042124,VisibilityPhaseMeasurement.eps,d9807edf7e9e2c13a2905223df3d80d403d7bf6ee8e169c6323183c85e64820a,Fig.2a,visibility_vs_postselected_angle,setup_2,0.297,0.836,visibility,88.97043559297524,0.1296400768896515,calibrated_component_scout_v1,Codex,2026-04-28,Fig.2a_setup_2_118,3352.0512605042018,1062.0806722689076,1190,50.0,51.0,connected colored marker component
CORMANN_2016_VISIBILITY_PHASE,Revealing geometric phases in modular and weak values with a quantum eraser,https://arxiv.org/abs/1508.01353,https://doi.org/10.1103/PhysRevA.93.042124,VisibilityPhaseMeasurement.eps,d9807edf7e9e2c13a2905223df3d80d403d7bf6ee8e169c6323183c85e64820a,Fig.2a,visibility_vs_postselected_angle,setup_2,0.297,0.836,visibility,89.73231357552581,0.02881974875839916,calibrated_component_scout_v1,Codex,2026-04-28,Fig.2a_setup_2_119,3365.3333333333335,1177.1166666666666,60,13.0,11.0,connected colored marker component
CORMANN_2016_VISIBILITY_PHASE,Revealing geometric phases in modular and weak values with a quantum eraser,https://arxiv.org/abs/1508.01353,https://doi.org/10.1103/PhysRevA.93.042124,VisibilityPhaseMeasurement.eps,d9807edf7e9e2c13a2905223df3d80d403d7bf6ee8e169c6323183c85e64820a,Fig.2a,visibility_vs_postselected_angle,setup_3,0.092,0.956,visibility,-88.66694056855712,0.21345274914711615,calibrated_component_scout_v1,Codex,2026-04-28,Fig.2a_setup_3_162,255.2396694214876,966.4504132231405,242,21.0,12.0,connected colored marker component
CORMANN_2016_VISIBILITY_PHASE,Revealing geometric phases in modular and weak values with a quantum eraser,https://arxiv.org/abs/1508.01353,https://doi.org/10.1103/PhysRevA.93.042124,VisibilityPhaseMeasurement.eps,d9807edf7e9e2c13a2905223df3d80d403d7bf6ee8e169c6323183c85e64820a,Fig.2a,visibility_vs_postselected_angle,setup_3,0.092,0.956,visibility,-86.08959052043046,0.1933891815474805,calibrated_component_scout_v1,Codex,2026-04-28,Fig.2a_setup_3_163,300.1714719271624,989.3429438543247,1318,64.0,47.0,connected colored marker component
CORMANN_2016_VISIBILITY_PHASE,Revealing geometric phases in modular and weak values with a quantum eraser,https://arxiv.org/abs/1508.01353,https://doi.org/10.1103/PhysRevA.93.042124,VisibilityPhaseMeasurement.eps,d9807edf7e9e2c13a2905223df3d80d403d7bf6ee8e169c6323183c85e64820a,Fig.2a,visibility_vs_postselected_angle,setup_3,0.092,0.956,visibility,-83.99346800212669,0.37600010494889546,calibrated_component_scout_v1,Codex,2026-04-28,Fig.2a_setup_3_164,336.7138744962579,780.9838802533103,1737,62.0,51.0,connected colored marker component
CORMANN_2016_VISIBILITY_PHASE,Revealing geometric phases in modular and weak values with a quantum eraser,https://arxiv.org/abs/1508.01353,https://doi.org/10.1103/PhysRevA.93.042124,VisibilityPhaseMeasurement.eps,d9807edf7e9e2c13a2905223df3d80d403d7bf6ee8e169c6323183c85e64820a,Fig.2a,visibility_vs_postselected_angle,setup_3,0.092,0.956,visibility,-82.00781053885724,0.5264166615623019,calibrated_component_scout_v1,Codex,2026-04-28,Fig.2a_setup_3_165,371.3305029392554,609.3585891574135,1531,62.0,47.0,connected colored marker component
CORMANN_2016_VISIBILITY_PHASE,Revealing geometric phases in modular and weak values with a quantum eraser,https://arxiv.org/abs/1508.01353,https://doi.org/10.1103/PhysRevA.93.042124,VisibilityPhaseMeasurement.eps,d9807edf7e9e2c13a2905223df3d80d403d7bf6ee8e169c6323183c85e64820a,Fig.2a,visibility_vs_postselected_angle,setup_3,0.092,0.956,visibility,-80.02926028105976,0.6168544145883519,calibrated_component_scout_v1,Codex,2026-04-28,Fig.2a_setup_3_166,405.82322910019144,506.1691129546905,1567,65.0,47.0,connected colored marker component
CORMANN_2016_VISIBILITY_PHASE,Revealing geometric phases in modular and weak values with a quantum eraser,https://arxiv.org/abs/1508.01353,https://doi.org/10.1103/PhysRevA.93.042124,VisibilityPhaseMeasurement.eps,d9807edf7e9e2c13a2905223df3d80d403d7bf6ee8e169c6323183c85e64820a,Fig.2a,visibility_vs_postselected_angle,setup_3,0.092,0.956,visibility,-76.18516005674459,0.42172966554522073,calibrated_component_scout_v1,Codex,2026-04-28,Fig.2a_setup_3_167,472.83870967741933,728.8064516129032,31,13.0,11.0,connected colored marker component
CORMANN_2016_VISIBILITY_PHASE,Revealing geometric phases in modular and weak values with a quantum eraser,https://arxiv.org/abs/1508.01353,https://doi.org/10.1103/PhysRevA.93.042124,VisibilityPhaseMeasurement.eps,d9807edf7e9e2c13a2905223df3d80d403d7bf6ee8e169c6323183c85e64820a,Fig.2a,visibility_vs_postselected_angle,setup_3,0.092,0.956,visibility,-70.11979082678707,0.6000549085034265,calibrated_component_scout_v1,Codex,2026-04-28,Fig.2a_setup_3_168,578.5783132530121,525.3373493975904,83,13.0,13.0,connected colored marker component
CORMANN_2016_VISIBILITY_PHASE,Revealing geometric phases in modular and weak values with a quantum eraser,https://arxiv.org/abs/1508.01353,https://doi.org/10.1103/PhysRevA.93.042124,VisibilityPhaseMeasurement.eps,d9807edf7e9e2c13a2905223df3d80d403d7bf6ee8e169c6323183c85e64820a,Fig.2a,visibility_vs_postselected_angle,setup_3,0.092,0.956,visibility,-66.57135407613418,0.5870315778291239,calibrated_component_scout_v1,Codex,2026-04-28,Fig.2a_setup_3_169,640.439393939394,540.1969696969697,66,11.0,9.0,connected colored marker component
CORMANN_2016_VISIBILITY_PHASE,Revealing geometric phases in modular and weak values with a quantum eraser,https://arxiv.org/abs/1508.01353,https://doi.org/10.1103/PhysRevA.93.042124,VisibilityPhaseMeasurement.eps,d9807edf7e9e2c13a2905223df3d80d403d7bf6ee8e169c6323183c85e64820a,Fig.2a,visibility_vs_postselected_angle,setup_3,0.092,0.956,visibility,-57.84232975437564,0.8169846513404796,calibrated_component_scout_v1,Codex,2026-04-28,Fig.2a_setup_3_170,792.6153846153846,277.8205128205128,39,8.0,12.0,connected colored marker component
CORMANN_2016_VISIBILITY_PHASE,Revealing geometric phases in modular and weak values with a quantum eraser,https://arxiv.org/abs/1508.01353,https://doi.org/10.1103/PhysRevA.93.042124,VisibilityPhaseMeasurement.eps,d9807edf7e9e2c13a2905223df3d80d403d7bf6ee8e169c6323183c85e64820a,Fig.2a,visibility_vs_postselected_angle,setup_3,0.092,0.956,visibility,-43.283938814531545,0.7131536663745252,calibrated_component_scout_v1,Codex,2026-04-28,Fig.2a_setup_3_171,1046.4166666666667,396.2916666666667,24,16.0,15.0,connected colored marker component
CORMANN_2016_VISIBILITY_PHASE,Revealing geometric phases in modular and weak values with a quantum eraser,https://arxiv.org/abs/1508.01353,https://doi.org/10.1103/PhysRevA.93.042124,VisibilityPhaseMeasurement.eps,d9807edf7e9e2c13a2905223df3d80d403d7bf6ee8e169c6323183c85e64820a,Fig.2a,visibility_vs_postselected_angle,setup_3,0.092,0.956,visibility,-43.2772466539197,0.659918200408998,calibrated_component_scout_v1,Codex,2026-04-28,Fig.2a_setup_3_172,1046.5333333333333,457.03333333333336,30,15.0,15.0,connected colored marker component
CORMANN_2016_VISIBILITY_PHASE,Revealing geometric phases in modular and weak values with a quantum eraser,https://arxiv.org/abs/1508.01353,https://doi.org/10.1103/PhysRevA.93.042124,VisibilityPhaseMeasurement.eps,d9807edf7e9e2c13a2905223df3d80d403d7bf6ee8e169c6323183c85e64820a,Fig.2a,visibility_vs_postselected_angle,setup_3,0.092,0.956,visibility,-0.7341203711824846,0.02716914986853637,calibrated_component_scout_v1,Codex,2026-04-28,Fig.2a_setup_3_173,1788.2018348623853,1179.0,109,17.0,11.0,connected colored marker component
CORMANN_2016_VISIBILITY_PHASE,Revealing geometric phases in modular and weak values with a quantum eraser,https://arxiv.org/abs/1508.01353,https://doi.org/10.1103/PhysRevA.93.042124,VisibilityPhaseMeasurement.eps,d9807edf7e9e2c13a2905223df3d80d403d7bf6ee8e169c6323183c85e64820a,Fig.2a,visibility_vs_postselected_angle,setup_3,0.092,0.956,visibility,46.324526334086556,0.7138475021910605,calibrated_component_scout_v1,Codex,2026-04-28,Fig.2a_setup_3_174,2608.590909090909,395.5,22,14.0,13.0,connected colored marker component
CORMANN_2016_VISIBILITY_PHASE,Revealing geometric phases in modular and weak values with a quantum eraser,https://arxiv.org/abs/1508.01353,https://doi.org/10.1103/PhysRevA.93.042124,VisibilityPhaseMeasurement.eps,d9807edf7e9e2c13a2905223df3d80d403d7bf6ee8e169c6323183c85e64820a,Fig.2a,visibility_vs_postselected_angle,setup_3,0.092,0.956,visibility,46.42925430210326,0.6618098159509203,calibrated_component_scout_v1,Codex,2026-04-28,Fig.2a_setup_3_175,2610.4166666666665,454.875,24,13.0,14.0,connected colored marker component
CORMANN_2016_VISIBILITY_PHASE,Revealing geometric phases in modular and weak values with a quantum eraser,https://arxiv.org/abs/1508.01353,https://doi.org/10.1103/PhysRevA.93.042124,VisibilityPhaseMeasurement.eps,d9807edf7e9e2c13a2905223df3d80d403d7bf6ee8e169c6323183c85e64820a,Fig.2a,visibility_vs_postselected_angle,setup_3,0.092,0.956,visibility,79.38177182919057,0.29404031551270815,calibrated_component_scout_v1,Codex,2026-04-28,Fig.2a_setup_3_176,3184.8888888888887,874.5,36,9.0,20.0,connected colored marker component
