study_id,panel,source_file,source_sha256,point_index,ps_x,ps_y,intensity_arb_units,marker_width_ps,marker_height_ps,source_url,doi,extraction_method
MIR_2007_FIG4_ERASER_PHASE_CONTROL,plus_45,Figure4a.ps,7cb540fbddd8e0db232c34237622064f0f7a35bb80b0267548c2d69b2cf54c33,71,322.92,477.24,25.349236714369837,6.0,6.0,https://arxiv.org/abs/0706.3966,https://doi.org/10.1088/1367-2630/9/8/287,postscript_diamond_marker_digitization_v1
MIR_2007_FIG4_ERASER_PHASE_CONTROL,plus_45,Figure4a.ps,7cb540fbddd8e0db232c34237622064f0f7a35bb80b0267548c2d69b2cf54c33,72,309.96,480.42,27.607210183181586,6.0,6.0,https://arxiv.org/abs/0706.3966,https://doi.org/10.1088/1367-2630/9/8/287,postscript_diamond_marker_digitization_v1
MIR_2007_FIG4_ERASER_PHASE_CONTROL,plus_45,Figure4a.ps,7cb540fbddd8e0db232c34237622064f0f7a35bb80b0267548c2d69b2cf54c33,73,303.48,483.54,28.73619691758745,6.0,6.0,https://arxiv.org/abs/0706.3966,https://doi.org/10.1088/1367-2630/9/8/287,postscript_diamond_marker_digitization_v1
MIR_2007_FIG4_ERASER_PHASE_CONTROL,plus_45,Figure4a.ps,7cb540fbddd8e0db232c34237622064f0f7a35bb80b0267548c2d69b2cf54c33,74,294.96,486.72,30.22060540171369,6.0,6.0,https://arxiv.org/abs/0706.3966,https://doi.org/10.1088/1367-2630/9/8/287,postscript_diamond_marker_digitization_v1
MIR_2007_FIG4_ERASER_PHASE_CONTROL,plus_45,Figure4a.ps,7cb540fbddd8e0db232c34237622064f0f7a35bb80b0267548c2d69b2cf54c33,75,297.12,489.78,29.844276490245065,6.0,6.0,https://arxiv.org/abs/0706.3966,https://doi.org/10.1088/1367-2630/9/8/287,postscript_diamond_marker_digitization_v1
MIR_2007_FIG4_ERASER_PHASE_CONTROL,plus_45,Figure4a.ps,7cb540fbddd8e0db232c34237622064f0f7a35bb80b0267548c2d69b2cf54c33,76,298.5,492.96,29.60384413014011,6.0,6.0,https://arxiv.org/abs/0706.3966,https://doi.org/10.1088/1367-2630/9/8/287,postscript_diamond_marker_digitization_v1
MIR_2007_FIG4_ERASER_PHASE_CONTROL,plus_45,Figure4a.ps,7cb540fbddd8e0db232c34237622064f0f7a35bb80b0267548c2d69b2cf54c33,77,301.74,496.08,29.039350762937175,6.0,6.0,https://arxiv.org/abs/0706.3966,https://doi.org/10.1088/1367-2630/9/8/287,postscript_diamond_marker_digitization_v1
MIR_2007_FIG4_ERASER_PHASE_CONTROL,plus_45,Figure4a.ps,7cb540fbddd8e0db232c34237622064f0f7a35bb80b0267548c2d69b2cf54c33,78,298.56,499.26,29.593390549265987,6.0,6.0,https://arxiv.org/abs/0706.3966,https://doi.org/10.1088/1367-2630/9/8/287,postscript_diamond_marker_digitization_v1
MIR_2007_FIG4_ERASER_PHASE_CONTROL,plus_45,Figure4a.ps,7cb540fbddd8e0db232c34237622064f0f7a35bb80b0267548c2d69b2cf54c33,79,305.88,502.32,28.318053682622313,6.0,6.0,https://arxiv.org/abs/0706.3966,https://doi.org/10.1088/1367-2630/9/8/287,postscript_diamond_marker_digitization_v1
MIR_2007_FIG4_ERASER_PHASE_CONTROL,plus_45,Figure4a.ps,7cb540fbddd8e0db232c34237622064f0f7a35bb80b0267548c2d69b2cf54c33,80,310.02,505.5,27.596756602307455,6.0,6.0,https://arxiv.org/abs/0706.3966,https://doi.org/10.1088/1367-2630/9/8/287,postscript_diamond_marker_digitization_v1
MIR_2007_FIG4_ERASER_PHASE_CONTROL,plus_45,Figure4a.ps,7cb540fbddd8e0db232c34237622064f0f7a35bb80b0267548c2d69b2cf54c33,81,324.42,508.68,25.08789719251663,6.0,6.0,https://arxiv.org/abs/0706.3966,https://doi.org/10.1088/1367-2630/9/8/287,postscript_diamond_marker_digitization_v1
MIR_2007_FIG4_ERASER_PHASE_CONTROL,plus_45,Figure4a.ps,7cb540fbddd8e0db232c34237622064f0f7a35bb80b0267548c2d69b2cf54c33,82,334.68,511.8,23.300334863040668,6.0,5.999999999999943,https://arxiv.org/abs/0706.3966,https://doi.org/10.1088/1367-2630/9/8/287,postscript_diamond_marker_digitization_v1
MIR_2007_FIG4_ERASER_PHASE_CONTROL,plus_45,Figure4a.ps,7cb540fbddd8e0db232c34237622064f0f7a35bb80b0267548c2d69b2cf54c33,83,346.86,514.98,21.178257945592595,6.0,6.0,https://arxiv.org/abs/0706.3966,https://doi.org/10.1088/1367-2630/9/8/287,postscript_diamond_marker_digitization_v1
MIR_2007_FIG4_ERASER_PHASE_CONTROL,plus_45,Figure4a.ps,7cb540fbddd8e0db232c34237622064f0f7a35bb80b0267548c2d69b2cf54c33,84,357.06,518.04,19.40114919699076,6.0,6.0,https://arxiv.org/abs/0706.3966,https://doi.org/10.1088/1367-2630/9/8/287,postscript_diamond_marker_digitization_v1
MIR_2007_FIG4_ERASER_PHASE_CONTROL,plus_45,Figure4a.ps,7cb540fbddd8e0db232c34237622064f0f7a35bb80b0267548c2d69b2cf54c33,85,372.96,521.22,16.63095026534673,6.0,6.0,https://arxiv.org/abs/0706.3966,https://doi.org/10.1088/1367-2630/9/8/287,postscript_diamond_marker_digitization_v1
MIR_2007_FIG4_ERASER_PHASE_CONTROL,plus_45,Figure4a.ps,7cb540fbddd8e0db232c34237622064f0f7a35bb80b0267548c2d69b2cf54c33,86,388.38,524.34,13.94437998069572,6.0,6.0,https://arxiv.org/abs/0706.3966,https://doi.org/10.1088/1367-2630/9/8/287,postscript_diamond_marker_digitization_v1
MIR_2007_FIG4_ERASER_PHASE_CONTROL,plus_45,Figure4a.ps,7cb540fbddd8e0db232c34237622064f0f7a35bb80b0267548c2d69b2cf54c33,87,413.88,527.52,9.501608109191137,6.0,6.0,https://arxiv.org/abs/0706.3966,https://doi.org/10.1088/1367-2630/9/8/287,postscript_diamond_marker_digitization_v1
MIR_2007_FIG4_ERASER_PHASE_CONTROL,plus_45,Figure4a.ps,7cb540fbddd8e0db232c34237622064f0f7a35bb80b0267548c2d69b2cf54c33,88,425.34,530.58,7.504974162232609,6.0,6.0,https://arxiv.org/abs/0706.3966,https://doi.org/10.1088/1367-2630/9/8/287,postscript_diamond_marker_digitization_v1
MIR_2007_FIG4_ERASER_PHASE_CONTROL,plus_45,Figure4a.ps,7cb540fbddd8e0db232c34237622064f0f7a35bb80b0267548c2d69b2cf54c33,89,430.38,533.76,6.626873368805818,6.0,6.0,https://arxiv.org/abs/0706.3966,https://doi.org/10.1088/1367-2630/9/8/287,postscript_diamond_marker_digitization_v1
MIR_2007_FIG4_ERASER_PHASE_CONTROL,plus_45,Figure4a.ps,7cb540fbddd8e0db232c34237622064f0f7a35bb80b0267548c2d69b2cf54c33,90,443.22,536.76,4.389807061742328,6.0,6.0,https://arxiv.org/abs/0706.3966,https://doi.org/10.1088/1367-2630/9/8/287,postscript_diamond_marker_digitization_v1
MIR_2007_FIG4_ERASER_PHASE_CONTROL,plus_45,Figure4a.ps,7cb540fbddd8e0db232c34237622064f0f7a35bb80b0267548c2d69b2cf54c33,91,441.6,540.0,4.672053745343796,6.0,6.0,https://arxiv.org/abs/0706.3966,https://doi.org/10.1088/1367-2630/9/8/287,postscript_diamond_marker_digitization_v1
MIR_2007_FIG4_ERASER_PHASE_CONTROL,plus_45,Figure4a.ps,7cb540fbddd8e0db232c34237622064f0f7a35bb80b0267548c2d69b2cf54c33,92,447.12,543.18,3.7103243049239834,6.0,6.0,https://arxiv.org/abs/0706.3966,https://doi.org/10.1088/1367-2630/9/8/287,postscript_diamond_marker_digitization_v1
MIR_2007_FIG4_ERASER_PHASE_CONTROL,plus_45,Figure4a.ps,7cb540fbddd8e0db232c34237622064f0f7a35bb80b0267548c2d69b2cf54c33,93,439.74,546.24,4.9961147524417795,6.0,6.0,https://arxiv.org/abs/0706.3966,https://doi.org/10.1088/1367-2630/9/8/287,postscript_diamond_marker_digitization_v1
MIR_2007_FIG4_ERASER_PHASE_CONTROL,plus_45,Figure4a.ps,7cb540fbddd8e0db232c34237622064f0f7a35bb80b0267548c2d69b2cf54c33,94,440.58,549.42,4.849764620203986,6.0,6.0,https://arxiv.org/abs/0706.3966,https://doi.org/10.1088/1367-2630/9/8/287,postscript_diamond_marker_digitization_v1
MIR_2007_FIG4_ERASER_PHASE_CONTROL,plus_45,Figure4a.ps,7cb540fbddd8e0db232c34237622064f0f7a35bb80b0267548c2d69b2cf54c33,95,438.78,552.54,5.163372046427842,6.0,6.0,https://arxiv.org/abs/0706.3966,https://doi.org/10.1088/1367-2630/9/8/287,postscript_diamond_marker_digitization_v1
MIR_2007_FIG4_ERASER_PHASE_CONTROL,plus_45,Figure4a.ps,7cb540fbddd8e0db232c34237622064f0f7a35bb80b0267548c2d69b2cf54c33,96,434.76,555.72,5.863761964994444,6.0,6.0,https://arxiv.org/abs/0706.3966,https://doi.org/10.1088/1367-2630/9/8/287,postscript_diamond_marker_digitization_v1
MIR_2007_FIG4_ERASER_PHASE_CONTROL,plus_45,Figure4a.ps,7cb540fbddd8e0db232c34237622064f0f7a35bb80b0267548c2d69b2cf54c33,97,429.42,558.78,6.794130662791869,6.0,6.0,https://arxiv.org/abs/0706.3966,https://doi.org/10.1088/1367-2630/9/8/287,postscript_diamond_marker_digitization_v1
MIR_2007_FIG4_ERASER_PHASE_CONTROL,plus_45,Figure4a.ps,7cb540fbddd8e0db232c34237622064f0f7a35bb80b0267548c2d69b2cf54c33,98,433.56,561.96,6.07283358247701,6.0,6.0,https://arxiv.org/abs/0706.3966,https://doi.org/10.1088/1367-2630/9/8/287,postscript_diamond_marker_digitization_v1
MIR_2007_FIG4_ERASER_PHASE_CONTROL,plus_45,Figure4a.ps,7cb540fbddd8e0db232c34237622064f0f7a35bb80b0267548c2d69b2cf54c33,99,423.48,565.08,7.8290351693305835,6.0,6.0,https://arxiv.org/abs/0706.3966,https://doi.org/10.1088/1367-2630/9/8/287,postscript_diamond_marker_digitization_v1
MIR_2007_FIG4_ERASER_PHASE_CONTROL,minus_45,Figure4b.ps,0875b4d8d38c92bbefc3109df32f7bd60b79f7a2835eff5ec79275e13f5af738,0,403.2,254.7,11.362345504786,6.0,6.0,https://arxiv.org/abs/0706.3966,https://doi.org/10.1088/1367-2630/9/8/287,postscript_diamond_marker_digitization_v1
MIR_2007_FIG4_ERASER_PHASE_CONTROL,minus_45,Figure4b.ps,0875b4d8d38c92bbefc3109df32f7bd60b79f7a2835eff5ec79275e13f5af738,1,399.3,257.88,12.041828261604342,6.0,6.0,https://arxiv.org/abs/0706.3966,https://doi.org/10.1088/1367-2630/9/8/287,postscript_diamond_marker_digitization_v1
MIR_2007_FIG4_ERASER_PHASE_CONTROL,minus_45,Figure4b.ps,0875b4d8d38c92bbefc3109df32f7bd60b79f7a2835eff5ec79275e13f5af738,2,388.32,261.0,13.954833561569849,6.0,6.0,https://arxiv.org/abs/0706.3966,https://doi.org/10.1088/1367-2630/9/8/287,postscript_diamond_marker_digitization_v1
MIR_2007_FIG4_ERASER_PHASE_CONTROL,minus_45,Figure4b.ps,0875b4d8d38c92bbefc3109df32f7bd60b79f7a2835eff5ec79275e13f5af738,3,381.42,264.18,15.156995362094616,6.0,6.0,https://arxiv.org/abs/0706.3966,https://doi.org/10.1088/1367-2630/9/8/287,postscript_diamond_marker_digitization_v1
MIR_2007_FIG4_ERASER_PHASE_CONTROL,minus_45,Figure4b.ps,0875b4d8d38c92bbefc3109df32f7bd60b79f7a2835eff5ec79275e13f5af738,4,370.2,267.24,17.111814985556638,6.0,6.0,https://arxiv.org/abs/0706.3966,https://doi.org/10.1088/1367-2630/9/8/287,postscript_diamond_marker_digitization_v1
MIR_2007_FIG4_ERASER_PHASE_CONTROL,minus_45,Figure4b.ps,0875b4d8d38c92bbefc3109df32f7bd60b79f7a2835eff5ec79275e13f5af738,5,366.12,270.42,17.822658484997365,6.0,6.0,https://arxiv.org/abs/0706.3966,https://doi.org/10.1088/1367-2630/9/8/287,postscript_diamond_marker_digitization_v1
MIR_2007_FIG4_ERASER_PHASE_CONTROL,minus_45,Figure4b.ps,0875b4d8d38c92bbefc3109df32f7bd60b79f7a2835eff5ec79275e13f5af738,6,358.86,273.54,19.087541770766904,6.0,6.0,https://arxiv.org/abs/0706.3966,https://doi.org/10.1088/1367-2630/9/8/287,postscript_diamond_marker_digitization_v1
MIR_2007_FIG4_ERASER_PHASE_CONTROL,minus_45,Figure4b.ps,0875b4d8d38c92bbefc3109df32f7bd60b79f7a2835eff5ec79275e13f5af738,7,361.5,276.72,18.627584212305255,6.0,6.0,https://arxiv.org/abs/0706.3966,https://doi.org/10.1088/1367-2630/9/8/287,postscript_diamond_marker_digitization_v1
MIR_2007_FIG4_ERASER_PHASE_CONTROL,minus_45,Figure4b.ps,0875b4d8d38c92bbefc3109df32f7bd60b79f7a2835eff5ec79275e13f5af738,8,352.38,279.78,20.21652850517278,6.0,6.0,https://arxiv.org/abs/0706.3966,https://doi.org/10.1088/1367-2630/9/8/287,postscript_diamond_marker_digitization_v1
MIR_2007_FIG4_ERASER_PHASE_CONTROL,minus_45,Figure4b.ps,0875b4d8d38c92bbefc3109df32f7bd60b79f7a2835eff5ec79275e13f5af738,9,359.22,282.96,19.024820285522136,6.0,6.0,https://arxiv.org/abs/0706.3966,https://doi.org/10.1088/1367-2630/9/8/287,postscript_diamond_marker_digitization_v1
MIR_2007_FIG4_ERASER_PHASE_CONTROL,minus_45,Figure4b.ps,0875b4d8d38c92bbefc3109df32f7bd60b79f7a2835eff5ec79275e13f5af738,10,356.88,286.08,19.432509939613148,6.0,6.0,https://arxiv.org/abs/0706.3966,https://doi.org/10.1088/1367-2630/9/8/287,postscript_diamond_marker_digitization_v1
MIR_2007_FIG4_ERASER_PHASE_CONTROL,minus_45,Figure4b.ps,0875b4d8d38c92bbefc3109df32f7bd60b79f7a2835eff5ec79275e13f5af738,11,368.46,289.14,17.414968830906364,6.0,6.0,https://arxiv.org/abs/0706.3966,https://doi.org/10.1088/1367-2630/9/8/287,postscript_diamond_marker_digitization_v1
MIR_2007_FIG4_ERASER_PHASE_CONTROL,minus_45,Figure4b.ps,0875b4d8d38c92bbefc3109df32f7bd60b79f7a2835eff5ec79275e13f5af738,12,377.22,292.32,15.888746023283604,6.0,6.0,https://arxiv.org/abs/0706.3966,https://doi.org/10.1088/1367-2630/9/8/287,postscript_diamond_marker_digitization_v1
MIR_2007_FIG4_ERASER_PHASE_CONTROL,minus_45,Figure4b.ps,0875b4d8d38c92bbefc3109df32f7bd60b79f7a2835eff5ec79275e13f5af738,13,369.6,295.44,17.216350794297917,6.0,6.0,https://arxiv.org/abs/0706.3966,https://doi.org/10.1088/1367-2630/9/8/287,postscript_diamond_marker_digitization_v1
MIR_2007_FIG4_ERASER_PHASE_CONTROL,minus_45,Figure4b.ps,0875b4d8d38c92bbefc3109df32f7bd60b79f7a2835eff5ec79275e13f5af738,14,388.02,298.62,14.007101465940494,6.0,6.0,https://arxiv.org/abs/0706.3966,https://doi.org/10.1088/1367-2630/9/8/287,postscript_diamond_marker_digitization_v1
MIR_2007_FIG4_ERASER_PHASE_CONTROL,minus_45,Figure4b.ps,0875b4d8d38c92bbefc3109df32f7bd60b79f7a2835eff5ec79275e13f5af738,15,395.22,301.68,12.752671761045073,6.0,6.0,https://arxiv.org/abs/0706.3966,https://doi.org/10.1088/1367-2630/9/8/287,postscript_diamond_marker_digitization_v1
MIR_2007_FIG4_ERASER_PHASE_CONTROL,minus_45,Figure4b.ps,0875b4d8d38c92bbefc3109df32f7bd60b79f7a2835eff5ec79275e13f5af738,16,409.86,304.86,10.201998027757739,6.0,6.0,https://arxiv.org/abs/0706.3966,https://doi.org/10.1088/1367-2630/9/8/287,postscript_diamond_marker_digitization_v1
MIR_2007_FIG4_ERASER_PHASE_CONTROL,minus_45,Figure4b.ps,0875b4d8d38c92bbefc3109df32f7bd60b79f7a2835eff5ec79275e13f5af738,17,424.5,307.98,7.651324294470403,6.0,6.0,https://arxiv.org/abs/0706.3966,https://doi.org/10.1088/1367-2630/9/8/287,postscript_diamond_marker_digitization_v1
MIR_2007_FIG4_ERASER_PHASE_CONTROL,minus_45,Figure4b.ps,0875b4d8d38c92bbefc3109df32f7bd60b79f7a2835eff5ec79275e13f5af738,18,434.34,311.16,5.936937031113345,6.0,6.0,https://arxiv.org/abs/0706.3966,https://doi.org/10.1088/1367-2630/9/8/287,postscript_diamond_marker_digitization_v1
MIR_2007_FIG4_ERASER_PHASE_CONTROL,minus_45,Figure4b.ps,0875b4d8d38c92bbefc3109df32f7bd60b79f7a2835eff5ec79275e13f5af738,19,428.4,314.22,6.97184153765206,6.0,6.0,https://arxiv.org/abs/0706.3966,https://doi.org/10.1088/1367-2630/9/8/287,postscript_diamond_marker_digitization_v1
MIR_2007_FIG4_ERASER_PHASE_CONTROL,minus_45,Figure4b.ps,0875b4d8d38c92bbefc3109df32f7bd60b79f7a2835eff5ec79275e13f5af738,20,436.38,317.4,5.581515281392975,6.0,6.0,https://arxiv.org/abs/0706.3966,https://doi.org/10.1088/1367-2630/9/8/287,postscript_diamond_marker_digitization_v1
MIR_2007_FIG4_ERASER_PHASE_CONTROL,minus_45,Figure4b.ps,0875b4d8d38c92bbefc3109df32f7bd60b79f7a2835eff5ec79275e13f5af738,21,422.22,320.52,8.04856036768728,6.0,6.0,https://arxiv.org/abs/0706.3966,https://doi.org/10.1088/1367-2630/9/8/287,postscript_diamond_marker_digitization_v1
MIR_2007_FIG4_ERASER_PHASE_CONTROL,minus_45,Figure4b.ps,0875b4d8d38c92bbefc3109df32f7bd60b79f7a2835eff5ec79275e13f5af738,22,415.86,323.7,9.156639940344895,6.0,6.0,https://arxiv.org/abs/0706.3966,https://doi.org/10.1088/1367-2630/9/8/287,postscript_diamond_marker_digitization_v1
MIR_2007_FIG4_ERASER_PHASE_CONTROL,minus_45,Figure4b.ps,0875b4d8d38c92bbefc3109df32f7bd60b79f7a2835eff5ec79275e13f5af738,23,389.1,326.76,13.818937010206175,6.0,6.0,https://arxiv.org/abs/0706.3966,https://doi.org/10.1088/1367-2630/9/8/287,postscript_diamond_marker_digitization_v1
MIR_2007_FIG4_ERASER_PHASE_CONTROL,minus_45,Figure4b.ps,0875b4d8d38c92bbefc3109df32f7bd60b79f7a2835eff5ec79275e13f5af738,24,368.58,330.0,17.394061669158106,6.0,6.0,https://arxiv.org/abs/0706.3966,https://doi.org/10.1088/1367-2630/9/8/287,postscript_diamond_marker_digitization_v1
MIR_2007_FIG4_ERASER_PHASE_CONTROL,minus_45,Figure4b.ps,0875b4d8d38c92bbefc3109df32f7bd60b79f7a2835eff5ec79275e13f5af738,25,344.22,333.06,21.63821550405424,6.0,6.0,https://arxiv.org/abs/0706.3966,https://doi.org/10.1088/1367-2630/9/8/287,postscript_diamond_marker_digitization_v1
MIR_2007_FIG4_ERASER_PHASE_CONTROL,minus_45,Figure4b.ps,0875b4d8d38c92bbefc3109df32f7bd60b79f7a2835eff5ec79275e13f5af738,26,334.38,336.24,23.35260276741131,6.0,6.0,https://arxiv.org/abs/0706.3966,https://doi.org/10.1088/1367-2630/9/8/287,postscript_diamond_marker_digitization_v1
MIR_2007_FIG4_ERASER_PHASE_CONTROL,minus_45,Figure4b.ps,0875b4d8d38c92bbefc3109df32f7bd60b79f7a2835eff5ec79275e13f5af738,27,307.92,339.42,27.962631932901942,6.0,6.0,https://arxiv.org/abs/0706.3966,https://doi.org/10.1088/1367-2630/9/8/287,postscript_diamond_marker_digitization_v1
MIR_2007_FIG4_ERASER_PHASE_CONTROL,minus_45,Figure4b.ps,0875b4d8d38c92bbefc3109df32f7bd60b79f7a2835eff5ec79275e13f5af738,28,297.3,342.54,29.812915747622675,6.0,6.0,https://arxiv.org/abs/0706.3966,https://doi.org/10.1088/1367-2630/9/8/287,postscript_diamond_marker_digitization_v1
MIR_2007_FIG4_ERASER_PHASE_CONTROL,minus_45,Figure4b.ps,0875b4d8d38c92bbefc3109df32f7bd60b79f7a2835eff5ec79275e13f5af738,29,280.56,345.72,32.72946481150451,6.0,6.0,https://arxiv.org/abs/0706.3966,https://doi.org/10.1088/1367-2630/9/8/287,postscript_diamond_marker_digitization_v1
MIR_2007_FIG4_ERASER_PHASE_CONTROL,minus_45,Figure4b.ps,0875b4d8d38c92bbefc3109df32f7bd60b79f7a2835eff5ec79275e13f5af738,30,269.4,348.72,34.67383085409241,6.0,6.0,https://arxiv.org/abs/0706.3966,https://doi.org/10.1088/1367-2630/9/8/287,postscript_diamond_marker_digitization_v1
MIR_2007_FIG4_ERASER_PHASE_CONTROL,minus_45,Figure4b.ps,0875b4d8d38c92bbefc3109df32f7bd60b79f7a2835eff5ec79275e13f5af738,31,252.48,351.9,37.62174066059662,6.0,6.0,https://arxiv.org/abs/0706.3966,https://doi.org/10.1088/1367-2630/9/8/287,postscript_diamond_marker_digitization_v1
MIR_2007_FIG4_ERASER_PHASE_CONTROL,minus_45,Figure4b.ps,0875b4d8d38c92bbefc3109df32f7bd60b79f7a2835eff5ec79275e13f5af738,32,240.12,354.96,39.775178320667074,6.0,6.0,https://arxiv.org/abs/0706.3966,https://doi.org/10.1088/1367-2630/9/8/287,postscript_diamond_marker_digitization_v1
MIR_2007_FIG4_ERASER_PHASE_CONTROL,minus_45,Figure4b.ps,0875b4d8d38c92bbefc3109df32f7bd60b79f7a2835eff5ec79275e13f5af738,33,243.6,358.14,39.16887062996763,6.0,6.0,https://arxiv.org/abs/0706.3966,https://doi.org/10.1088/1367-2630/9/8/287,postscript_diamond_marker_digitization_v1
MIR_2007_FIG4_ERASER_PHASE_CONTROL,minus_45,Figure4b.ps,0875b4d8d38c92bbefc3109df32f7bd60b79f7a2835eff5ec79275e13f5af738,34,238.38,361.26,40.0783321660168,6.0,6.0,https://arxiv.org/abs/0706.3966,https://doi.org/10.1088/1367-2630/9/8/287,postscript_diamond_marker_digitization_v1
MIR_2007_FIG4_ERASER_PHASE_CONTROL,minus_45,Figure4b.ps,0875b4d8d38c92bbefc3109df32f7bd60b79f7a2835eff5ec79275e13f5af738,35,227.28,364.44,42.01224462773056,6.0,6.0,https://arxiv.org/abs/0706.3966,https://doi.org/10.1088/1367-2630/9/8/287,postscript_diamond_marker_digitization_v1
MIR_2007_FIG4_ERASER_PHASE_CONTROL,minus_45,Figure4b.ps,0875b4d8d38c92bbefc3109df32f7bd60b79f7a2835eff5ec79275e13f5af738,36,227.4,367.62,41.991337465982305,6.0,6.0,https://arxiv.org/abs/0706.3966,https://doi.org/10.1088/1367-2630/9/8/287,postscript_diamond_marker_digitization_v1
MIR_2007_FIG4_ERASER_PHASE_CONTROL,minus_45,Figure4b.ps,0875b4d8d38c92bbefc3109df32f7bd60b79f7a2835eff5ec79275e13f5af738,37,238.68,370.68,40.02606426164616,6.0,6.0,https://arxiv.org/abs/0706.3966,https://doi.org/10.1088/1367-2630/9/8/287,postscript_diamond_marker_digitization_v1
MIR_2007_FIG4_ERASER_PHASE_CONTROL,minus_45,Figure4b.ps,0875b4d8d38c92bbefc3109df32f7bd60b79f7a2835eff5ec79275e13f5af738,38,248.1,373.86,38.384852064408,6.0,6.0,https://arxiv.org/abs/0706.3966,https://doi.org/10.1088/1367-2630/9/8/287,postscript_diamond_marker_digitization_v1
MIR_2007_FIG4_ERASER_PHASE_CONTROL,minus_45,Figure4b.ps,0875b4d8d38c92bbefc3109df32f7bd60b79f7a2835eff5ec79275e13f5af738,39,268.56,376.98,34.8201809863302,6.0,6.0,https://arxiv.org/abs/0706.3966,https://doi.org/10.1088/1367-2630/9/8/287,postscript_diamond_marker_digitization_v1
MIR_2007_FIG4_ERASER_PHASE_CONTROL,minus_45,Figure4b.ps,0875b4d8d38c92bbefc3109df32f7bd60b79f7a2835eff5ec79275e13f5af738,40,280.68,380.16,32.70855764975625,6.0,6.0,https://arxiv.org/abs/0706.3966,https://doi.org/10.1088/1367-2630/9/8/287,postscript_diamond_marker_digitization_v1
MIR_2007_FIG4_ERASER_PHASE_CONTROL,minus_45,Figure4b.ps,0875b4d8d38c92bbefc3109df32f7bd60b79f7a2835eff5ec79275e13f5af738,41,289.2,383.22,31.22414916563002,6.0,6.0,https://arxiv.org/abs/0706.3966,https://doi.org/10.1088/1367-2630/9/8/287,postscript_diamond_marker_digitization_v1
MIR_2007_FIG4_ERASER_PHASE_CONTROL,minus_45,Figure4b.ps,0875b4d8d38c92bbefc3109df32f7bd60b79f7a2835eff5ec79275e13f5af738,42,296.58,386.4,29.938358718112223,6.0,6.0,https://arxiv.org/abs/0706.3966,https://doi.org/10.1088/1367-2630/9/8/287,postscript_diamond_marker_digitization_v1
MIR_2007_FIG4_ERASER_PHASE_CONTROL,minus_45,Figure4b.ps,0875b4d8d38c92bbefc3109df32f7bd60b79f7a2835eff5ec79275e13f5af738,43,317.1,389.52,26.363234059160295,6.0,6.0,https://arxiv.org/abs/0706.3966,https://doi.org/10.1088/1367-2630/9/8/287,postscript_diamond_marker_digitization_v1
MIR_2007_FIG4_ERASER_PHASE_CONTROL,minus_45,Figure4b.ps,0875b4d8d38c92bbefc3109df32f7bd60b79f7a2835eff5ec79275e13f5af738,44,326.22,392.7,24.77428976629277,6.0,6.0,https://arxiv.org/abs/0706.3966,https://doi.org/10.1088/1367-2630/9/8/287,postscript_diamond_marker_digitization_v1
MIR_2007_FIG4_ERASER_PHASE_CONTROL,minus_45,Figure4b.ps,0875b4d8d38c92bbefc3109df32f7bd60b79f7a2835eff5ec79275e13f5af738,45,352.74,395.76,20.153807019928006,6.0,6.0,https://arxiv.org/abs/0706.3966,https://doi.org/10.1088/1367-2630/9/8/287,postscript_diamond_marker_digitization_v1
MIR_2007_FIG4_ERASER_PHASE_CONTROL,minus_45,Figure4b.ps,0875b4d8d38c92bbefc3109df32f7bd60b79f7a2835eff5ec79275e13f5af738,46,362.4,399.0,18.470780499193335,6.0,6.0,https://arxiv.org/abs/0706.3966,https://doi.org/10.1088/1367-2630/9/8/287,postscript_diamond_marker_digitization_v1
MIR_2007_FIG4_ERASER_PHASE_CONTROL,minus_45,Figure4b.ps,0875b4d8d38c92bbefc3109df32f7bd60b79f7a2835eff5ec79275e13f5af738,47,396.06,402.06,12.60632162880728,6.0,6.0,https://arxiv.org/abs/0706.3966,https://doi.org/10.1088/1367-2630/9/8/287,postscript_diamond_marker_digitization_v1
MIR_2007_FIG4_ERASER_PHASE_CONTROL,minus_45,Figure4b.ps,0875b4d8d38c92bbefc3109df32f7bd60b79f7a2835eff5ec79275e13f5af738,48,421.56,405.24,8.163549757302697,6.0,6.0,https://arxiv.org/abs/0706.3966,https://doi.org/10.1088/1367-2630/9/8/287,postscript_diamond_marker_digitization_v1
MIR_2007_FIG4_ERASER_PHASE_CONTROL,minus_45,Figure4b.ps,0875b4d8d38c92bbefc3109df32f7bd60b79f7a2835eff5ec79275e13f5af738,49,439.5,408.36,5.037929075938295,6.0,6.0,https://arxiv.org/abs/0706.3966,https://doi.org/10.1088/1367-2630/9/8/287,postscript_diamond_marker_digitization_v1
MIR_2007_FIG4_ERASER_PHASE_CONTROL,minus_45,Figure4b.ps,0875b4d8d38c92bbefc3109df32f7bd60b79f7a2835eff5ec79275e13f5af738,50,439.74,411.42,4.9961147524417795,6.0,6.0,https://arxiv.org/abs/0706.3966,https://doi.org/10.1088/1367-2630/9/8/287,postscript_diamond_marker_digitization_v1
MIR_2007_FIG4_ERASER_PHASE_CONTROL,minus_45,Figure4b.ps,0875b4d8d38c92bbefc3109df32f7bd60b79f7a2835eff5ec79275e13f5af738,51,413.52,414.6,9.56432959443591,6.0,6.0,https://arxiv.org/abs/0706.3966,https://doi.org/10.1088/1367-2630/9/8/287,postscript_diamond_marker_digitization_v1
