sample_id,linear_rmse,published_bound_rmse,scaled_loss_rmse,linear_beats_bound,linear_beats_scaled_loss,linear_intercept,linear_slope,loss_momentum_pearson_r,all_points_above_bound,monotone,best_model
68,0.007056228106154167,0.06457355879819708,0.024406410278372898,True,True,0.0438692095169229,0.675560532874628,0.9994322361657079,True,True,linear_bandwidth
69,0.004016286545950712,0.07225746873282357,0.02382204898061019,True,True,0.04430702040664241,0.6897272653437488,0.9998187547591388,True,True,linear_bandwidth
70,0.004684355928678643,0.06970705391820753,0.021839359542618328,True,True,0.040626864081659116,0.6913035378584412,0.999751038035003,True,True,linear_bandwidth
71,0.004392145368578895,0.06881029110553008,0.023454109904570343,True,True,0.043625015675777104,0.6843381864632302,0.9997800494492397,True,True,linear_bandwidth
72,0.010094654377873397,0.06759688795185789,0.026775077835600607,True,True,0.04672003217291318,0.6753393466988907,0.9988250775657675,True,True,linear_bandwidth
73,0.005646162243338938,0.06902819826745435,0.022126862819034452,True,True,0.04080432767719505,0.6896893060507905,0.9996345217105995,True,True,linear_bandwidth
74,0.00495559257916522,0.06887543532911695,0.020852143517127105,True,True,0.03863165779706121,0.6934882873282426,0.9997200150220006,True,True,linear_bandwidth
75,0.006861957624150687,0.06707958237642292,0.023610494044251917,True,True,0.04264732908004447,0.682537361526034,0.9994643608705631,True,True,linear_bandwidth
76,0.005316688156684222,0.0693088244567914,0.022696881574356006,True,True,0.041931269355041,0.6881273097351789,0.9996788111763458,True,True,linear_bandwidth
77,0.004560975141274795,0.07045546390511911,0.024850675848250448,True,True,0.04611691324898454,0.6832269543815522,0.999760131121808,True,True,linear_bandwidth
78,0.003312837290264187,0.06903373148203167,0.024579851418592907,True,True,0.04573061554279835,0.6811860713572383,0.9998756625458891,True,True,linear_bandwidth
79,0.006836612089340905,0.0662267740458666,0.02504109282003491,True,True,0.045389381509570594,0.6759052768940019,0.9994632014557532,True,True,linear_bandwidth
80,0.00560264434966638,0.06577642722295374,0.022466029521220777,True,True,0.04120758080095133,0.6831170208355335,0.9996376709144822,True,True,linear_bandwidth
81,0.00545085627212256,0.06837518146040417,0.017496661372129404,True,True,0.03181388288892514,0.7037190618515289,0.9996745996837706,True,True,linear_bandwidth
82,0.009473172408508132,0.06590328694124244,0.01851621171219365,True,True,0.03034970276613223,0.7010483409729722,0.9990156098665249,True,True,linear_bandwidth
83,0.01014188490774356,0.07209569450424486,0.025354561237785372,True,True,0.04366040564357789,0.6893583623807891,0.9988617680840237,True,True,linear_bandwidth
84,0.0032781138006021952,0.06675164369886435,0.018048041464948882,True,True,0.03391194619849259,0.6975070457662558,0.9998805249703316,True,True,linear_bandwidth
85,0.005625585348520461,0.07045368696240675,0.02662731236086547,True,True,0.04876974983359162,0.6780701959582978,0.9996392283069054,True,True,linear_bandwidth
86,0.008200247113637423,0.07096749443448613,0.026439726373081892,True,True,0.04733788351616298,0.681116314702541,0.9992330515108484,True,True,linear_bandwidth
87,0.0043208254657398255,0.07343384016270965,0.028813958498704877,True,True,0.05368300717645493,0.6747005593715908,0.9997827766425731,True,True,linear_bandwidth
88,0.010286578765949574,0.06180007213369288,0.01787937420206887,True,True,0.027887318855945406,0.6976135881925648,0.998829203597343,True,True,linear_bandwidth
89,0.01025630813208006,0.07125661227704795,0.020095986582128668,True,True,0.03292876109034494,0.7062713024870647,0.9988604145193621,True,True,linear_bandwidth
90,0.008363072641515045,0.07063871975949826,0.021008782520266476,True,True,0.03638505804811482,0.6998394722103762,0.9992407487638109,True,True,linear_bandwidth
91,0.006485071116185518,0.06852782019333017,0.02348352915178783,True,True,0.042455032412713464,0.6858561685026838,0.9995256153995161,True,True,linear_bandwidth
92,0.0023107660091900143,0.0743190178445187,0.025162364874561347,True,True,0.047080650467567924,0.6887460582187106,0.9999402930176845,True,True,linear_bandwidth
93,0.006697325050232018,0.06792878708293447,0.024623049925563165,True,True,0.04501920815510054,0.680023102424705,0.9994739787869101,True,True,linear_bandwidth
94,0.0033247277654415686,0.06964689827633054,0.030216803981358467,True,True,0.055889746373912856,0.6634558063203204,0.9998716118389697,True,True,linear_bandwidth
95,0.012513258673291023,0.06385499895523825,0.023521688751005704,True,True,0.037741240065133706,0.6833526676613388,0.9982414414920077,True,True,linear_bandwidth
96,0.00803320593034284,0.07191265977575224,0.023078568599444516,True,True,0.04128194505809815,0.6936760963534684,0.9992688006847971,True,True,linear_bandwidth
97,0.004233468682977849,0.07129709383214071,0.021155519398610583,True,True,0.03883628856964935,0.6976139344271955,0.999806448486867,True,True,linear_bandwidth
98,0.008127998599647813,0.0750684462277524,0.02419667628040066,True,True,0.04291086858746655,0.6967087185189405,0.9992775210851861,True,True,linear_bandwidth
99,0.01106830479929679,0.06941909403631445,0.026173797564152477,True,True,0.044430295269114586,0.6825101162081172,0.9986423273352644,True,True,linear_bandwidth
100,0.0017813243006440684,0.0691811498164437,0.021867223922125104,True,True,0.04147570002905071,0.688988146032725,0.9999639567606183,True,True,linear_bandwidth
101,0.0028611732882581923,0.06806769601564157,0.020936960068513907,True,True,0.039496756026068024,0.69041737813798,0.9999071607193304,True,True,linear_bandwidth
102,0.007579099797910095,0.06617120946925709,0.025227353214994024,True,True,0.04533325634219232,0.6760155711693306,0.9993318957352071,True,True,linear_bandwidth
103,0.007658091282892672,0.07225871180663442,0.02893682831232578,True,True,0.05280079847131434,0.6735874237828596,0.9993094051478306,True,True,linear_bandwidth
104,0.004334788581172951,0.06737128579773208,0.024352488204342014,True,True,0.04515715607064941,0.6789239133036944,0.9997850053672105,True,True,linear_bandwidth
105,0.0053592961335766475,0.07500820424232678,0.02763153740453408,True,True,0.05084078517518153,0.6828906377892896,0.9996753390863797,True,True,linear_bandwidth
106,0.012886931232423845,0.06835520222613693,0.026658887080070946,True,True,0.04440791813141663,0.6798919173835445,0.9980816459359436,True,True,linear_bandwidth
107,0.0015728569111382966,0.06948024749837642,0.016790037171101366,True,True,0.031669468907204686,0.706365927379976,0.9999736413839146,True,True,linear_bandwidth
108,0.005598510945727344,0.06661663898148938,0.02568299032243461,True,True,0.04722338856792193,0.6734536406456806,0.9996383480534626,True,True,linear_bandwidth
