component,sample_id,calculated_independent_kappa_rmse,refit_kappa_from_digitized_points_rmse,passes_absolute_rmse_lt_005,passes_refit_ratio_lte_15,passes_no_refit_stress_gate
d_axis_only,173,0.02417011186865407,0.019828925609031364,True,True,True
d_axis_only,174,0.02404395845861637,0.019539109568884144,True,True,True
d_axis_only,175,0.0241340737401309,0.01955216817461678,True,True,True
d_axis_only,176,0.022574986263393413,0.01855419392901352,True,True,True
d_axis_only,177,0.023934204092237933,0.019024909463921727,True,True,True
d_axis_only,178,0.024818788454096855,0.01992837606336257,True,True,True
d_axis_only,179,0.024811484959717862,0.018069236381558808,True,True,True
d_axis_only,180,0.024664043500032894,0.02040263593561755,True,True,True
d_axis_only,181,0.02311847094945852,0.019463307082723598,True,True,True
d_axis_only,182,0.022548302653068158,0.019694870962838867,True,True,True
d_axis_only,183,0.026719071568985762,0.01966863606322831,True,True,True
d_axis_only,184,0.0233834704152849,0.019117088750081137,True,True,True
d_axis_only,185,0.025318673057147432,0.021072705112360295,True,True,True
d_axis_only,186,0.023826140663513122,0.02055235305778751,True,True,True
d_axis_only,187,0.024434435615026312,0.019846427293946742,True,True,True
d_axis_only,188,0.024891706841609403,0.019200773367263117,True,True,True
d_axis_only,189,0.025027899845138948,0.02107417740511715,True,True,True
d_axis_only,190,0.024905210721573427,0.0199671159615527,True,True,True
d_axis_only,191,0.025210659019596172,0.0199082568304444,True,True,True
d_axis_only,192,0.023338316886297405,0.019359893940220342,True,True,True
d_axis_only,193,0.02282974474778974,0.01958477925031038,True,True,True
d_axis_only,194,0.02372270314102229,0.020526846371670446,True,True,True
d_axis_only,195,0.024598092113386785,0.020603548826257114,True,True,True
d_axis_only,196,0.02530182837922077,0.019449232580911625,True,True,True
d_axis_only,197,0.023751065437754824,0.02022893188101369,True,True,True
d_axis_only,198,0.025409218220299585,0.020781200881643543,True,True,True
d_axis_only,199,0.024310828593801997,0.019125302186326663,True,True,True
d_axis_only,200,0.025207248826847092,0.019507119723847575,True,True,True
d_axis_only,201,0.025345526548533663,0.019600427763572473,True,True,True
d_axis_only,202,0.02435696499290306,0.020127025517464356,True,True,True
d_axis_only,203,0.023320522084889186,0.01883754970465106,True,True,True
d_axis_only,204,0.025040955834895018,0.020363291662262056,True,True,True
d_axis_only,205,0.024740427395904093,0.01966120172256899,True,True,True
d_axis_only,206,0.02423565195188464,0.020310924782894497,True,True,True
d_axis_only,207,0.02377663878023912,0.019774225340648547,True,True,True
d_axis_only,208,0.02321005432340509,0.020119360532775563,True,True,True
d_axis_only,209,0.02301985584426363,0.019147932118994633,True,True,True
d_axis_only,210,0.02348501903030079,0.01994955628591625,True,True,True
d_axis_only,211,0.023846402318635745,0.018804774794562717,True,True,True
d_axis_only,212,0.025743274391298723,0.019874312839191284,True,True,True
d_axis_only,213,0.02569648672824852,0.01928080436641493,True,True,True
d_axis_only,214,0.02263931821472492,0.018391078209973256,True,True,True
d_axis_only,215,0.025804356085985896,0.01972597162532272,True,True,True
d_axis_only,216,0.02549149054795769,0.019646223659709583,True,True,True
