sample_id,best_model,thermal_delta_T4_rmse,exp_power_rmse,exp_power2_rmse,thermal_delta_T4_delta_aicc,exp_power_delta_aicc,thermal_delta_T4_beats_exp_power,thermal_delta_T4_beats_exp_power2,thermal_delta_T4_best_model
54,thermal_delta_T4,0.07751317398314533,0.09915140249125443,0.08410655624913393,0.0,15.26440565561441,True,True,True
55,exp_power2,0.08417851109622686,0.09196640224844874,0.08176599952771044,1.8028466972829165,7.28883246136121,True,False,False
56,thermal_delta_T4,0.07443307333688136,0.08880680439674378,0.07662779984452603,0.0,10.946899551445028,True,True,True
57,thermal_delta_T4,0.08613012642261592,0.09650938916072957,0.08694271983093785,0.0,7.0544251001633995,True,True,True
58,exp_power2,0.07039643988196295,0.08499662654965047,0.06981712716490282,0.5123269251633644,12.197397238698017,True,False,False
59,exp_power2,0.08118237683418744,0.09369644259143439,0.08097353987365044,0.1596969012880436,9.04814294934539,True,False,False
60,thermal_delta_T4,0.08633431812076375,0.10442140503368899,0.08795331322275984,0.0,11.792865230682963,True,True,True
61,thermal_delta_T4,0.08258102773937899,0.10104264095565745,0.08650557290802377,0.0,12.509284279268456,True,True,True
62,thermal_delta_T4,0.0743558720848556,0.08593762343920021,0.07548520537089394,0.0,8.975062681422997,True,True,True
63,thermal_delta_T4,0.08827141855437354,0.10453332239105806,0.0951157562740693,0.0,10.483550587156373,True,True,True
64,thermal_delta_T4,0.08797474690723943,0.0946308918961677,0.08938927975069628,0.0,4.521918492418649,True,True,True
65,thermal_delta_T4,0.07984547699342502,0.09717701462749558,0.0846884648409941,0.0,12.179340710932593,True,True,True
66,thermal_delta_T4,0.07134698076294378,0.09442651527759147,0.07865974525292413,0.0,17.376547101139295,True,True,True
67,exp_power2,0.07946180372214538,0.09542812235199769,0.0792447959891713,0.16955171182462436,11.52155757116708,True,False,False
68,thermal_delta_T4,0.08511463747619422,0.09501426256621898,0.08533856028320538,0.0,6.821735291576601,True,True,True
69,thermal_delta_T4,0.07927245397506949,0.10644580057221686,0.0909560244298032,0.0,18.274204709565026,True,True,True
70,thermal_delta_T4,0.07288542230836398,0.08074377464352973,0.0744546351782191,0.0,6.34831728350008,True,True,True
71,exp_power2,0.08090043751422606,0.08617585600818153,0.07692884186252465,3.120978891108507,7.037569333513346,True,False,False
72,thermal_delta_T4,0.08364078320291388,0.10186772242264494,0.0869760811367199,0.0,12.222921438854144,True,True,True
73,thermal_delta_T4,0.07677377716521595,0.09858819294486434,0.08584708198391926,0.0,15.505478861970971,True,True,True
74,exp_power2,0.09349504535788136,0.0992908427661696,0.08798659708171126,3.764884718770162,7.493868820689784,True,False,False
75,exp_power2,0.08742241492804785,0.09741165291029126,0.08438464354797541,2.192709169310433,8.900745213211565,True,False,False
76,thermal_delta_T4,0.08364735243214708,0.10366178693594547,0.09380474826099093,0.0,13.300474028673534,True,True,True
77,thermal_delta_T4,0.08019019979681856,0.1000367091143635,0.0841455715602756,0.0,13.710425763519567,True,True,True
78,exp_power2,0.08635982394095443,0.09504776243157136,0.08178523385553342,3.3744030025554537,9.317534566896427,True,False,False
79,thermal_delta_T4,0.08548973644196191,0.09562224231597,0.08756713806950438,0.0,6.944565817108469,True,True,True
80,thermal_delta_T4,0.07452033508935384,0.08816432048765338,0.07837183962096056,0.0,10.42407916979991,True,True,True
81,exp_power2,0.08697114767123347,0.09199341451110317,0.08014443430282865,5.068251507515583,8.548966562162661,True,False,False
82,thermal_delta_T4,0.08441661915616547,0.10344833943746065,0.0904800550417607,0.0,12.605099755629567,True,True,True
83,thermal_delta_T4,0.08520616703386234,0.09777722825126793,0.08576965463882663,0.0,8.532309534668144,True,True,True
84,thermal_delta_T4,0.0851044153657562,0.10424005783665526,0.08922467165405852,0.0,12.574689277093057,True,True,True
85,thermal_delta_T4,0.08526427128933914,0.09883333593543137,0.08787944604088617,0.0,9.156125825062276,True,True,True
86,thermal_delta_T4,0.08493051655799176,0.09393427879254908,0.08787982444790969,0.0,6.247238173607371,True,True,True
87,thermal_delta_T4,0.08007263735925156,0.09973737188273482,0.08441678949870078,0.0,13.615588143383548,True,True,True
88,thermal_delta_T4,0.08811283630472622,0.10199563407257646,0.09004273506322767,0.0,9.071330688613273,True,True,True
89,exp_power2,0.08648728715103864,0.09787652250451151,0.08541897073012536,0.7706115136720655,8.440586626106324,True,False,False
90,thermal_delta_T4,0.09018972910674745,0.10853896359262723,0.0996732593860437,0.0,11.48200737751273,True,True,True
91,thermal_delta_T4,0.08317475541403202,0.10074356335376851,0.08786446464968616,0.0,11.881334672212631,True,True,True
92,exp_power2,0.08526324501693994,0.09204532687301624,0.07977471344310762,4.125287227681866,8.870622659782583,True,False,False
93,thermal_delta_T4,0.07878020811277285,0.09240795156266163,0.08374980502354482,0.0,9.892176358159531,True,True,True
94,exp_power2,0.06599691614212914,0.0811276906390355,0.06330837487248737,2.5786042391588353,15.37641640413861,True,False,False
95,thermal_delta_T4,0.0793492734365176,0.09554757864988617,0.08017763388802192,0.0,11.517432398809433,True,True,True
96,thermal_delta_T4,0.08905359200203668,0.10962988936639564,0.09523085581380475,0.0,12.888045691217258,True,True,True
97,thermal_delta_T4,0.08503330145252173,0.10287649607627745,0.09103775832001627,0.0,11.810146879659754,True,True,True
98,thermal_delta_T4,0.08342465448954912,0.09711274392156155,0.08581235677788811,0.0,9.419581195295422,True,True,True
99,exp_power2,0.10611492110375557,0.11017944540451854,0.10128223742080006,2.8899203532190256,5.220357151926947,True,False,False
100,thermal_delta_T4,0.08094889624301754,0.10045033322385137,0.08804658684434975,0.0,13.382412542051696,True,True,True
101,thermal_delta_T4,0.08050074670334345,0.1027532172719245,0.08647401979748565,0.0,15.131949668808204,True,True,True
102,thermal_delta_T4,0.07596388280584104,0.09673774966482628,0.08492728659527354,0.0,14.988233669704329,True,True,True
103,exp_power2,0.08434904590214364,0.09200924164902696,0.0815722283933682,2.0754271855396382,7.464809857104342,True,False,False
104,thermal_delta_T4,0.08047556706760947,0.09012288812448818,0.08259316632385685,0.0,7.0196734134142105,True,True,True
105,exp_power2,0.08391666429358642,0.0940024039312261,0.08297900653366326,0.6966674749951949,7.733428218724811,True,False,False
106,thermal_delta_T4,0.07756095071071985,0.08925978836664113,0.08146711747239996,0.0,8.710194010992552,True,True,True
107,thermal_delta_T4,0.07619317402334098,0.09505101085069641,0.08340066105825415,0.0,13.710793142577643,True,True,True
108,thermal_delta_T4,0.0755803972733986,0.101319249498492,0.08317305392526732,0.0,18.170926745016317,True,True,True
109,thermal_delta_T4,0.0866641877223393,0.09810715734733616,0.08937391008001058,0.0,7.689214262754433,True,True,True
110,exp_power2,0.08791805972841082,0.09855180532256852,0.08706930955934697,0.6014482458481041,7.680429129784926,True,False,False
111,exp_power2,0.08194614511833097,0.09425075630811192,0.08111095019772058,0.6351460859131066,9.308734426367977,True,False,False
112,thermal_delta_T4,0.08621751736647855,0.09775923373404868,0.08774791734808594,0.0,7.789325510304906,True,True,True
113,exp_power2,0.08844645290073114,0.10018552279011088,0.08577456734228855,1.901835882323354,9.628671327779045,True,False,False
114,exp_power2,0.08950905596299708,0.09721432499083893,0.08748998162604968,1.4145618060009326,6.5344147289226555,True,False,False
115,exp_power2,0.07848495575877323,0.08458184039448544,0.07159903495995867,5.693172591181394,10.331555712361478,True,False,False
116,thermal_delta_T4,0.08395168214535043,0.0994106628642719,0.08905118535915811,0.0,10.479113482545444,True,True,True
117,thermal_delta_T4,0.08211860362052242,0.09394611043438998,0.0834746440375148,0.0,8.34251767857333,True,True,True
118,thermal_delta_T4,0.08099620477289035,0.09875109727072212,0.08459836753997661,0.0,12.288413416967188,True,True,True
119,thermal_delta_T4,0.08875324891807064,0.10616473344473507,0.09307400553445658,0.0,11.106180382518005,True,True,True
120,thermal_delta_T4,0.08729456336210104,0.10145208999729265,0.08850393631605208,0.0,9.318505868884387,True,True,True
121,exp_power2,0.08600003624377348,0.09575973086500081,0.0835294227521913,1.8072243360212212,8.471885384331216,True,False,False
122,thermal_delta_T4,0.0820914634220773,0.10034019971797864,0.08526635552306205,0.0,12.445407325689928,True,True,True
123,exp_power2,0.08018851983404375,0.09780762332395898,0.07948257131783497,0.5482406725509748,12.862814697224138,True,False,False
124,thermal_delta_T4,0.06983757603536807,0.0912897114902176,0.07789460230146464,0.0,16.60768509782858,True,True,True
125,thermal_delta_T4,0.08310888609184532,0.09998551062294499,0.0851466929411596,0.0,11.462166489826359,True,True,True
126,thermal_delta_T4,0.0765556620726264,0.0952650702989489,0.07859272275739616,0.0,13.555998358048043,True,True,True
127,exp_power2,0.07517069412330857,0.08389115970298001,0.07281253573518408,1.9761455083088038,8.781190591216387,True,False,False
128,exp_power2,0.08503377028104066,0.0967026617368599,0.08463003720349056,0.2950717471978521,8.267803819873535,True,False,False
129,thermal_delta_T4,0.07824612498707509,0.09067717385103025,0.07935378057699599,0.0,9.141673806274525,True,True,True
130,thermal_delta_T4,0.07321606535718955,0.08805209595315269,0.07675287044851883,0.0,11.439853727832514,True,True,True
131,thermal_delta_T4,0.08125299555077338,0.09552484707588174,0.08495495096537617,0.0,10.032759623426614,True,True,True
132,thermal_delta_T4,0.07880478005861086,0.0996527259561023,0.07925587696621013,0.0,14.552500247221161,True,True,True
133,exp_power2,0.09509807183507307,0.09850979860622501,0.09106062844693912,2.68975609808885,4.875090387655149,True,False,False
134,thermal_delta_T4,0.08887090623574577,0.10131022199157316,0.09056048768934068,0.0,8.122154333908753,True,True,True
135,thermal_delta_T4,0.07939203820545813,0.09384146056245356,0.0846119316338416,0.0,10.366938152578797,True,True,True
136,thermal_delta_T4,0.07551608567511027,0.08805239794927777,0.07879551831093416,0.0,9.522355538905032,True,True,True
137,exp_power2,0.0845498338379556,0.09245583833801883,0.08156596029418839,2.227603481473409,7.769783298696325,True,False,False
138,thermal_delta_T4,0.08197941070996809,0.09559992138947022,0.08478477431319416,0.0,9.529639998144376,True,True,True
139,exp_power2,0.0965671451056941,0.09502425691954204,0.08754613253630716,6.080506604908521,5.081911318546929,False,False,False
140,exp_power2,0.08186563780689908,0.09128055888096488,0.0811017811089392,0.5812138697841078,7.330440139698908,True,False,False
141,exp_power2,0.09500370155932863,0.09982358449606925,0.0910455669454605,2.638455741671521,5.706750080662289,True,False,False
142,exp_power2,0.08261110426168101,0.09394646990536694,0.08047577309748705,1.6236511537450724,9.595675963386498,True,False,False
143,thermal_delta_T4,0.06603862606636048,0.09432866994182078,0.08092548068956484,0.0,22.105812210847006,True,True,True
144,thermal_delta_T4,0.0840206142128356,0.10161832463775217,0.08917970044666067,0.0,11.79002561437298,True,True,True
145,thermal_delta_T4,0.07142871811835565,0.10233764121347425,0.08655112827984761,0.0,22.293808196714565,True,True,True
146,thermal_delta_T4,0.07305075518975745,0.09440911556480241,0.07877627559985756,0.0,15.901955643998662,True,True,True
147,exp_power2,0.09624936623116952,0.1003062675535611,0.08698765104533708,6.272925761690232,8.832644899914158,True,False,False
148,thermal_delta_T4,0.07765725717087131,0.09351119460849448,0.08211745116648214,0.0,11.518121443169207,True,True,True
149,thermal_delta_T4,0.08093060330187214,0.09738295064179198,0.0872040024723533,0.0,11.47366497422891,True,True,True
150,exp_power2,0.08224141327702367,0.09124211339215413,0.08045803347306722,1.3592421928855742,7.798411768509936,True,False,False
