distribution,branch,model,q,density,acceptance,effective_density,weight_zero_photon,weight_one_photon,weight_two_photon,velocity_sigma
raw_one_photon_density,raw,complex_mixture_with_smear,0.9125,0.5389336116066091,1.0,0.5389336116066091,0.06,0.8999999999999999,0.04,0.5
raw_one_photon_density,raw,complex_mixture_with_smear,0.915,0.5395471809464796,1.0,0.5395471809464796,0.06,0.8999999999999999,0.04,0.5
raw_one_photon_density,raw,complex_mixture_with_smear,0.9175,0.5401591458574775,1.0,0.5401591458574775,0.06,0.8999999999999999,0.04,0.5
raw_one_photon_density,raw,complex_mixture_with_smear,0.92,0.5407695089559038,1.0,0.5407695089559038,0.06,0.8999999999999999,0.04,0.5
raw_one_photon_density,raw,complex_mixture_with_smear,0.9225,0.5413782728154258,1.0,0.5413782728154258,0.06,0.8999999999999999,0.04,0.5
raw_one_photon_density,raw,complex_mixture_with_smear,0.925,0.541985439967254,1.0,0.541985439967254,0.06,0.8999999999999999,0.04,0.5
raw_one_photon_density,raw,complex_mixture_with_smear,0.9275,0.5425910129003148,1.0,0.5425910129003148,0.06,0.8999999999999999,0.04,0.5
raw_one_photon_density,raw,complex_mixture_with_smear,0.93,0.5431949940614179,1.0,0.5431949940614179,0.06,0.8999999999999999,0.04,0.5
raw_one_photon_density,raw,complex_mixture_with_smear,0.9325,0.5437973858554193,1.0,0.5437973858554193,0.06,0.8999999999999999,0.04,0.5
raw_one_photon_density,raw,complex_mixture_with_smear,0.935,0.5443981906453795,1.0,0.5443981906453795,0.06,0.8999999999999999,0.04,0.5
raw_one_photon_density,raw,complex_mixture_with_smear,0.9375,0.5449974107527182,1.0,0.5449974107527182,0.06,0.8999999999999999,0.04,0.5
raw_one_photon_density,raw,complex_mixture_with_smear,0.9400000000000001,0.5455950484573625,1.0,0.5455950484573625,0.06,0.8999999999999999,0.04,0.5
raw_one_photon_density,raw,complex_mixture_with_smear,0.9425,0.5461911059978926,1.0,0.5461911059978926,0.06,0.8999999999999999,0.04,0.5
raw_one_photon_density,raw,complex_mixture_with_smear,0.9450000000000001,0.5467855855716818,1.0,0.5467855855716818,0.06,0.8999999999999999,0.04,0.5
raw_one_photon_density,raw,complex_mixture_with_smear,0.9475,0.5473784893350321,1.0,0.5473784893350321,0.06,0.8999999999999999,0.04,0.5
raw_one_photon_density,raw,complex_mixture_with_smear,0.9500000000000001,0.5479698194033064,1.0,0.5479698194033064,0.06,0.8999999999999999,0.04,0.5
raw_one_photon_density,raw,complex_mixture_with_smear,0.9525,0.5485595778510546,1.0,0.5485595778510546,0.06,0.8999999999999999,0.04,0.5
raw_one_photon_density,raw,complex_mixture_with_smear,0.9550000000000001,0.5491477667121373,1.0,0.5491477667121373,0.06,0.8999999999999999,0.04,0.5
raw_one_photon_density,raw,complex_mixture_with_smear,0.9575,0.5497343879798432,1.0,0.5497343879798432,0.06,0.8999999999999999,0.04,0.5
raw_one_photon_density,raw,complex_mixture_with_smear,0.96,0.550319443607004,1.0,0.550319443607004,0.06,0.8999999999999999,0.04,0.5
raw_one_photon_density,raw,complex_mixture_with_smear,0.9625,0.5509029355061035,1.0,0.5509029355061035,0.06,0.8999999999999999,0.04,0.5
raw_one_photon_density,raw,complex_mixture_with_smear,0.965,0.5514848655493827,1.0,0.5514848655493827,0.06,0.8999999999999999,0.04,0.5
raw_one_photon_density,raw,complex_mixture_with_smear,0.9675,0.5520652355689416,1.0,0.5520652355689416,0.06,0.8999999999999999,0.04,0.5
raw_one_photon_density,raw,complex_mixture_with_smear,0.97,0.5526440473568357,1.0,0.5526440473568357,0.06,0.8999999999999999,0.04,0.5
raw_one_photon_density,raw,complex_mixture_with_smear,0.9725,0.5532213026651692,1.0,0.5532213026651692,0.06,0.8999999999999999,0.04,0.5
raw_one_photon_density,raw,complex_mixture_with_smear,0.975,0.5537970032061819,1.0,0.5537970032061819,0.06,0.8999999999999999,0.04,0.5
raw_one_photon_density,raw,complex_mixture_with_smear,0.9775,0.554371150652335,1.0,0.554371150652335,0.06,0.8999999999999999,0.04,0.5
raw_one_photon_density,raw,complex_mixture_with_smear,0.98,0.55494374663639,1.0,0.55494374663639,0.06,0.8999999999999999,0.04,0.5
raw_one_photon_density,raw,complex_mixture_with_smear,0.9825,0.5555147927514853,1.0,0.5555147927514853,0.06,0.8999999999999999,0.04,0.5
raw_one_photon_density,raw,complex_mixture_with_smear,0.985,0.5560842905512068,1.0,0.5560842905512068,0.06,0.8999999999999999,0.04,0.5
raw_one_photon_density,raw,complex_mixture_with_smear,0.9875,0.5566522415496562,1.0,0.5566522415496562,0.06,0.8999999999999999,0.04,0.5
raw_one_photon_density,raw,complex_mixture_with_smear,0.99,0.5572186472215142,1.0,0.5572186472215142,0.06,0.8999999999999999,0.04,0.5
raw_one_photon_density,raw,complex_mixture_with_smear,0.9925,0.5577835090020986,1.0,0.5577835090020986,0.06,0.8999999999999999,0.04,0.5
raw_one_photon_density,raw,complex_mixture_with_smear,0.995,0.5583468282874211,1.0,0.5583468282874211,0.06,0.8999999999999999,0.04,0.5
raw_one_photon_density,raw,complex_mixture_with_smear,0.9975,0.5589086064342362,1.0,0.5589086064342362,0.06,0.8999999999999999,0.04,0.5
raw_one_photon_density,raw,complex_mixture_with_smear,1.0,0.5594688447600894,1.0,0.5594688447600894,0.06,0.8999999999999999,0.04,0.5
raw_one_photon_density,raw,complex_mixture_with_smear,1.0025,0.5600275445433586,1.0,0.5600275445433586,0.06,0.8999999999999999,0.04,0.5
raw_one_photon_density,raw,complex_mixture_with_smear,1.0050000000000001,0.560584707023294,1.0,0.560584707023294,0.06,0.8999999999999999,0.04,0.5
raw_one_photon_density,raw,complex_mixture_with_smear,1.0075,0.5611403334000509,1.0,0.5611403334000509,0.06,0.8999999999999999,0.04,0.5
raw_one_photon_density,raw,complex_mixture_with_smear,1.01,0.5616944248347207,1.0,0.5616944248347207,0.06,0.8999999999999999,0.04,0.5
raw_one_photon_density,raw,complex_mixture_with_smear,1.0125,0.5622469824493573,1.0,0.5622469824493573,0.06,0.8999999999999999,0.04,0.5
raw_one_photon_density,raw,complex_mixture_with_smear,1.0150000000000001,0.5627980073269985,1.0,0.5627980073269985,0.06,0.8999999999999999,0.04,0.5
raw_one_photon_density,raw,complex_mixture_with_smear,1.0175,0.5633475005116839,1.0,0.5633475005116839,0.06,0.8999999999999999,0.04,0.5
raw_one_photon_density,raw,complex_mixture_with_smear,1.02,0.5638954630084689,1.0,0.5638954630084689,0.06,0.8999999999999999,0.04,0.5
raw_one_photon_density,raw,complex_mixture_with_smear,1.0225,0.5644418957834346,1.0,0.5644418957834346,0.06,0.8999999999999999,0.04,0.5
raw_one_photon_density,raw,complex_mixture_with_smear,1.025,0.5649867997636921,1.0,0.5649867997636921,0.06,0.8999999999999999,0.04,0.5
raw_one_photon_density,raw,complex_mixture_with_smear,1.0275,0.5655301758373854,1.0,0.5655301758373854,0.06,0.8999999999999999,0.04,0.5
raw_one_photon_density,raw,complex_mixture_with_smear,1.03,0.5660720248536875,1.0,0.5660720248536875,0.06,0.8999999999999999,0.04,0.5
raw_one_photon_density,raw,complex_mixture_with_smear,1.0325,0.5666123476227937,1.0,0.5666123476227937,0.06,0.8999999999999999,0.04,0.5
raw_one_photon_density,raw,complex_mixture_with_smear,1.035,0.5671511449159102,1.0,0.5671511449159102,0.06,0.8999999999999999,0.04,0.5
raw_one_photon_density,raw,complex_mixture_with_smear,1.0375,0.5676884174652402,1.0,0.5676884174652402,0.06,0.8999999999999999,0.04,0.5
raw_one_photon_density,raw,complex_mixture_with_smear,1.04,0.5682241659639626,1.0,0.5682241659639626,0.06,0.8999999999999999,0.04,0.5
raw_one_photon_density,raw,complex_mixture_with_smear,1.0425,0.5687583910662091,1.0,0.5687583910662091,0.06,0.8999999999999999,0.04,0.5
raw_one_photon_density,raw,complex_mixture_with_smear,1.045,0.5692910933870368,1.0,0.5692910933870368,0.06,0.8999999999999999,0.04,0.5
raw_one_photon_density,raw,complex_mixture_with_smear,1.0475,0.5698222735023956,1.0,0.5698222735023956,0.06,0.8999999999999999,0.04,0.5
raw_one_photon_density,raw,complex_mixture_with_smear,1.05,0.5703519319490918,1.0,0.5703519319490918,0.06,0.8999999999999999,0.04,0.5
raw_one_photon_density,raw,complex_mixture_with_smear,1.0525,0.5708800692247481,1.0,0.5708800692247481,0.06,0.8999999999999999,0.04,0.5
raw_one_photon_density,raw,complex_mixture_with_smear,1.055,0.5714066857877582,1.0,0.5714066857877582,0.06,0.8999999999999999,0.04,0.5
raw_one_photon_density,raw,complex_mixture_with_smear,1.0575,0.5719317820572378,1.0,0.5719317820572378,0.06,0.8999999999999999,0.04,0.5
raw_one_photon_density,raw,complex_mixture_with_smear,1.06,0.5724553584129721,1.0,0.5724553584129721,0.06,0.8999999999999999,0.04,0.5
raw_one_photon_density,raw,complex_mixture_with_smear,1.0625,0.5729774151953563,1.0,0.5729774151953563,0.06,0.8999999999999999,0.04,0.5
raw_one_photon_density,raw,complex_mixture_with_smear,1.065,0.5734979527053352,1.0,0.5734979527053352,0.06,0.8999999999999999,0.04,0.5
raw_one_photon_density,raw,complex_mixture_with_smear,1.0675000000000001,0.5740169712043363,1.0,0.5740169712043363,0.06,0.8999999999999999,0.04,0.5
raw_one_photon_density,raw,complex_mixture_with_smear,1.07,0.5745344709141983,1.0,0.5745344709141983,0.06,0.8999999999999999,0.04,0.5
raw_one_photon_density,raw,complex_mixture_with_smear,1.0725,0.5750504520170968,1.0,0.5750504520170968,0.06,0.8999999999999999,0.04,0.5
raw_one_photon_density,raw,complex_mixture_with_smear,1.075,0.5755649146554644,1.0,0.5755649146554644,0.06,0.8999999999999999,0.04,0.5
raw_one_photon_density,raw,complex_mixture_with_smear,1.0775000000000001,0.5760778589319063,1.0,0.5760778589319063,0.06,0.8999999999999999,0.04,0.5
raw_one_photon_density,raw,complex_mixture_with_smear,1.08,0.5765892849091118,1.0,0.5765892849091118,0.06,0.8999999999999999,0.04,0.5
raw_one_photon_density,raw,complex_mixture_with_smear,1.0825,0.5770991926097613,1.0,0.5770991926097613,0.06,0.8999999999999999,0.04,0.5
raw_one_photon_density,raw,complex_mixture_with_smear,1.085,0.5776075820164289,1.0,0.5776075820164289,0.06,0.8999999999999999,0.04,0.5
raw_one_photon_density,raw,complex_mixture_with_smear,1.0875000000000001,0.5781144530714795,1.0,0.5781144530714795,0.06,0.8999999999999999,0.04,0.5
raw_one_photon_density,raw,complex_mixture_with_smear,1.09,0.5786198056769627,1.0,0.5786198056769627,0.06,0.8999999999999999,0.04,0.5
raw_one_photon_density,raw,complex_mixture_with_smear,1.0925,0.5791236396945002,1.0,0.5791236396945002,0.06,0.8999999999999999,0.04,0.5
raw_one_photon_density,raw,complex_mixture_with_smear,1.095,0.5796259549451711,1.0,0.5796259549451711,0.06,0.8999999999999999,0.04,0.5
raw_one_photon_density,raw,complex_mixture_with_smear,1.0975,0.58012675120939,1.0,0.58012675120939,0.06,0.8999999999999999,0.04,0.5
raw_one_photon_density,raw,complex_mixture_with_smear,1.1,0.5806260282267813,1.0,0.5806260282267813,0.06,0.8999999999999999,0.04,0.5
raw_one_photon_density,raw,complex_mixture_with_smear,1.1025,0.5811237856960494,1.0,0.5811237856960494,0.06,0.8999999999999999,0.04,0.5
raw_one_photon_density,raw,complex_mixture_with_smear,1.105,0.581620023274843,1.0,0.581620023274843,0.06,0.8999999999999999,0.04,0.5
raw_one_photon_density,raw,complex_mixture_with_smear,1.1075,0.5821147405796149,1.0,0.5821147405796149,0.06,0.8999999999999999,0.04,0.5
raw_one_photon_density,raw,complex_mixture_with_smear,1.11,0.5826079371854773,1.0,0.5826079371854773,0.06,0.8999999999999999,0.04,0.5
raw_one_photon_density,raw,complex_mixture_with_smear,1.1125,0.5830996126260514,1.0,0.5830996126260514,0.06,0.8999999999999999,0.04,0.5
raw_one_photon_density,raw,complex_mixture_with_smear,1.115,0.5835897663933127,1.0,0.5835897663933127,0.06,0.8999999999999999,0.04,0.5
raw_one_photon_density,raw,complex_mixture_with_smear,1.1175,0.5840783979374307,1.0,0.5840783979374307,0.06,0.8999999999999999,0.04,0.5
raw_one_photon_density,raw,complex_mixture_with_smear,1.12,0.5845655066666039,1.0,0.5845655066666039,0.06,0.8999999999999999,0.04,0.5
raw_one_photon_density,raw,complex_mixture_with_smear,1.1225,0.5850510919468892,1.0,0.5850510919468892,0.06,0.8999999999999999,0.04,0.5
raw_one_photon_density,raw,complex_mixture_with_smear,1.125,0.5855351531020269,1.0,0.5855351531020269,0.06,0.8999999999999999,0.04,0.5
raw_one_photon_density,raw,complex_mixture_with_smear,1.1275,0.5860176894132593,1.0,0.5860176894132593,0.06,0.8999999999999999,0.04,0.5
raw_one_photon_density,raw,complex_mixture_with_smear,1.1300000000000001,0.5864987001191452,1.0,0.5864987001191452,0.06,0.8999999999999999,0.04,0.5
raw_one_photon_density,raw,complex_mixture_with_smear,1.1325,0.5869781844153679,1.0,0.5869781844153679,0.06,0.8999999999999999,0.04,0.5
raw_one_photon_density,raw,complex_mixture_with_smear,1.135,0.5874561414545391,1.0,0.5874561414545391,0.06,0.8999999999999999,0.04,0.5
raw_one_photon_density,raw,complex_mixture_with_smear,1.1375,0.5879325703459956,1.0,0.5879325703459956,0.06,0.8999999999999999,0.04,0.5
raw_one_photon_density,raw,complex_mixture_with_smear,1.1400000000000001,0.5884074701555921,1.0,0.5884074701555921,0.06,0.8999999999999999,0.04,0.5
raw_one_photon_density,raw,complex_mixture_with_smear,1.1425,0.5888808399054878,1.0,0.5888808399054878,0.06,0.8999999999999999,0.04,0.5
raw_one_photon_density,raw,complex_mixture_with_smear,1.145,0.5893526785739266,1.0,0.5893526785739266,0.06,0.8999999999999999,0.04,0.5
raw_one_photon_density,raw,complex_mixture_with_smear,1.1475,0.589822985095013,1.0,0.589822985095013,0.06,0.8999999999999999,0.04,0.5
raw_one_photon_density,raw,complex_mixture_with_smear,1.1500000000000001,0.5902917583584808,1.0,0.5902917583584808,0.06,0.8999999999999999,0.04,0.5
raw_one_photon_density,raw,complex_mixture_with_smear,1.1525,0.5907589972094568,1.0,0.5907589972094568,0.06,0.8999999999999999,0.04,0.5
raw_one_photon_density,raw,complex_mixture_with_smear,1.155,0.5912247004482184,1.0,0.5912247004482184,0.06,0.8999999999999999,0.04,0.5
raw_one_photon_density,raw,complex_mixture_with_smear,1.1575,0.5916888668299454,1.0,0.5916888668299454,0.06,0.8999999999999999,0.04,0.5
raw_one_photon_density,raw,complex_mixture_with_smear,1.16,0.5921514950644644,1.0,0.5921514950644644,0.06,0.8999999999999999,0.04,0.5
raw_one_photon_density,raw,complex_mixture_with_smear,1.1625,0.5926125838159894,1.0,0.5926125838159894,0.06,0.8999999999999999,0.04,0.5
raw_one_photon_density,raw,complex_mixture_with_smear,1.165,0.5930721317028534,1.0,0.5930721317028534,0.06,0.8999999999999999,0.04,0.5
raw_one_photon_density,raw,complex_mixture_with_smear,1.1675,0.5935301372972367,1.0,0.5935301372972367,0.06,0.8999999999999999,0.04,0.5
raw_one_photon_density,raw,complex_mixture_with_smear,1.17,0.5939865991248856,1.0,0.5939865991248856,0.06,0.8999999999999999,0.04,0.5
raw_one_photon_density,raw,complex_mixture_with_smear,1.1725,0.5944415156648274,1.0,0.5944415156648274,0.06,0.8999999999999999,0.04,0.5
raw_one_photon_density,raw,complex_mixture_with_smear,1.175,0.5948948853490771,1.0,0.5948948853490771,0.06,0.8999999999999999,0.04,0.5
raw_one_photon_density,raw,complex_mixture_with_smear,1.1775,0.5953467065623375,1.0,0.5953467065623375,0.06,0.8999999999999999,0.04,0.5
raw_one_photon_density,raw,complex_mixture_with_smear,1.18,0.5957969776416944,1.0,0.5957969776416944,0.06,0.8999999999999999,0.04,0.5
raw_one_photon_density,raw,complex_mixture_with_smear,1.1825,0.5962456968763017,1.0,0.5962456968763017,0.06,0.8999999999999999,0.04,0.5
raw_one_photon_density,raw,complex_mixture_with_smear,1.185,0.5966928625070631,1.0,0.5966928625070631,0.06,0.8999999999999999,0.04,0.5
raw_one_photon_density,raw,complex_mixture_with_smear,1.1875,0.5971384727263037,1.0,0.5971384727263037,0.06,0.8999999999999999,0.04,0.5
raw_one_photon_density,raw,complex_mixture_with_smear,1.19,0.5975825256774369,1.0,0.5975825256774369,0.06,0.8999999999999999,0.04,0.5
raw_one_photon_density,raw,complex_mixture_with_smear,1.1925000000000001,0.5980250194546223,1.0,0.5980250194546223,0.06,0.8999999999999999,0.04,0.5
raw_one_photon_density,raw,complex_mixture_with_smear,1.195,0.5984659521024165,1.0,0.5984659521024165,0.06,0.8999999999999999,0.04,0.5
raw_one_photon_density,raw,complex_mixture_with_smear,1.1975,0.5989053216154179,1.0,0.5989053216154179,0.06,0.8999999999999999,0.04,0.5
raw_one_photon_density,raw,complex_mixture_with_smear,1.2,0.5993431259379025,1.0,0.5993431259379025,0.06,0.8999999999999999,0.04,0.5
raw_one_photon_density,raw,complex_mixture_with_smear,1.2025000000000001,0.5997793629634512,1.0,0.5997793629634512,0.06,0.8999999999999999,0.04,0.5
raw_one_photon_density,raw,complex_mixture_with_smear,1.205,0.6002140305345725,1.0,0.6002140305345725,0.06,0.8999999999999999,0.04,0.5
raw_one_photon_density,raw,complex_mixture_with_smear,1.2075,0.600647126442313,1.0,0.600647126442313,0.06,0.8999999999999999,0.04,0.5
raw_one_photon_density,raw,complex_mixture_with_smear,1.21,0.601078648425864,1.0,0.601078648425864,0.06,0.8999999999999999,0.04,0.5
raw_one_photon_density,raw,complex_mixture_with_smear,1.2125000000000001,0.6015085941721569,1.0,0.6015085941721569,0.06,0.8999999999999999,0.04,0.5
raw_one_photon_density,raw,complex_mixture_with_smear,1.215,0.6019369613154512,1.0,0.6019369613154512,0.06,0.8999999999999999,0.04,0.5
raw_one_photon_density,raw,complex_mixture_with_smear,1.2175,0.6023637474369153,1.0,0.6023637474369153,0.06,0.8999999999999999,0.04,0.5
raw_one_photon_density,raw,complex_mixture_with_smear,1.22,0.6027889500641966,1.0,0.6027889500641966,0.06,0.8999999999999999,0.04,0.5
raw_one_photon_density,raw,complex_mixture_with_smear,1.2225,0.6032125666709846,1.0,0.6032125666709846,0.06,0.8999999999999999,0.04,0.5
raw_one_photon_density,raw,complex_mixture_with_smear,1.225,0.6036345946765641,1.0,0.6036345946765641,0.06,0.8999999999999999,0.04,0.5
raw_one_photon_density,raw,complex_mixture_with_smear,1.2275,0.6040550314453599,1.0,0.6040550314453599,0.06,0.8999999999999999,0.04,0.5
raw_one_photon_density,raw,complex_mixture_with_smear,1.23,0.6044738742864726,1.0,0.6044738742864726,0.06,0.8999999999999999,0.04,0.5
raw_one_photon_density,raw,complex_mixture_with_smear,1.2325,0.6048911204532044,1.0,0.6048911204532044,0.06,0.8999999999999999,0.04,0.5
raw_one_photon_density,raw,complex_mixture_with_smear,1.235,0.6053067671425759,1.0,0.6053067671425759,0.06,0.8999999999999999,0.04,0.5
raw_one_photon_density,raw,complex_mixture_with_smear,1.2375,0.6057208114948329,1.0,0.6057208114948329,0.06,0.8999999999999999,0.04,0.5
raw_one_photon_density,raw,complex_mixture_with_smear,1.24,0.6061332505929445,1.0,0.6061332505929445,0.06,0.8999999999999999,0.04,0.5
raw_one_photon_density,raw,complex_mixture_with_smear,1.2425,0.6065440814620896,1.0,0.6065440814620896,0.06,0.8999999999999999,0.04,0.5
raw_one_photon_density,raw,complex_mixture_with_smear,1.245,0.6069533010691346,1.0,0.6069533010691346,0.06,0.8999999999999999,0.04,0.5
raw_one_photon_density,raw,complex_mixture_with_smear,1.2475,0.6073609063221002,1.0,0.6073609063221002,0.06,0.8999999999999999,0.04,0.5
raw_one_photon_density,raw,complex_mixture_with_smear,1.25,0.6077668940696178,1.0,0.6077668940696178,0.06,0.8999999999999999,0.04,0.5
raw_one_photon_density,raw,complex_mixture_with_smear,1.2525,0.6081712611003756,1.0,0.6081712611003756,0.06,0.8999999999999999,0.04,0.5
raw_one_photon_density,raw,complex_mixture_with_smear,1.2550000000000001,0.6085740041425535,1.0,0.6085740041425535,0.06,0.8999999999999999,0.04,0.5
raw_one_photon_density,raw,complex_mixture_with_smear,1.2575,0.6089751198632465,1.0,0.6089751198632465,0.06,0.8999999999999999,0.04,0.5
raw_one_photon_density,raw,complex_mixture_with_smear,1.26,0.6093746048678782,1.0,0.6093746048678782,0.06,0.8999999999999999,0.04,0.5
raw_one_photon_density,raw,complex_mixture_with_smear,1.2625,0.6097724556996014,1.0,0.6097724556996014,0.06,0.8999999999999999,0.04,0.5
raw_one_photon_density,raw,complex_mixture_with_smear,1.2650000000000001,0.6101686688386881,1.0,0.6101686688386881,0.06,0.8999999999999999,0.04,0.5
raw_one_photon_density,raw,complex_mixture_with_smear,1.2675,0.6105632407019067,1.0,0.6105632407019067,0.06,0.8999999999999999,0.04,0.5
raw_one_photon_density,raw,complex_mixture_with_smear,1.27,0.6109561676418884,1.0,0.6109561676418884,0.06,0.8999999999999999,0.04,0.5
raw_one_photon_density,raw,complex_mixture_with_smear,1.2725,0.6113474459464799,1.0,0.6113474459464799,0.06,0.8999999999999999,0.04,0.5
raw_one_photon_density,raw,complex_mixture_with_smear,1.2750000000000001,0.6117370718380843,1.0,0.6117370718380843,0.06,0.8999999999999999,0.04,0.5
raw_one_photon_density,raw,complex_mixture_with_smear,1.2775,0.6121250414729893,1.0,0.6121250414729893,0.06,0.8999999999999999,0.04,0.5
raw_one_photon_density,raw,complex_mixture_with_smear,1.28,0.612511350940682,1.0,0.612511350940682,0.06,0.8999999999999999,0.04,0.5
raw_one_photon_density,raw,complex_mixture_with_smear,1.2825,0.6128959962631509,1.0,0.6128959962631509,0.06,0.8999999999999999,0.04,0.5
raw_one_photon_density,raw,complex_mixture_with_smear,1.285,0.6132789733941739,1.0,0.6132789733941739,0.06,0.8999999999999999,0.04,0.5
raw_one_photon_density,raw,complex_mixture_with_smear,1.2875,0.6136602782185929,1.0,0.6136602782185929,0.06,0.8999999999999999,0.04,0.5
raw_one_photon_density,raw,complex_mixture_with_smear,1.29,0.6140399065515737,1.0,0.6140399065515737,0.06,0.8999999999999999,0.04,0.5
raw_one_photon_density,raw,complex_mixture_with_smear,1.2925,0.614417854137853,1.0,0.614417854137853,0.06,0.8999999999999999,0.04,0.5
raw_one_photon_density,raw,complex_mixture_with_smear,1.295,0.614794116650969,1.0,0.614794116650969,0.06,0.8999999999999999,0.04,0.5
raw_one_photon_density,raw,complex_mixture_with_smear,1.2975,0.6151686896924785,1.0,0.6151686896924785,0.06,0.8999999999999999,0.04,0.5
raw_one_photon_density,raw,complex_mixture_with_smear,1.3,0.6155415687911585,1.0,0.6155415687911585,0.06,0.8999999999999999,0.04,0.5
raw_one_photon_density,raw,complex_mixture_with_smear,1.3025,0.6159127494021915,1.0,0.6159127494021915,0.06,0.8999999999999999,0.04,0.5
raw_one_photon_density,raw,complex_mixture_with_smear,1.305,0.6162822269063366,1.0,0.6162822269063366,0.06,0.8999999999999999,0.04,0.5
raw_one_photon_density,raw,complex_mixture_with_smear,1.3075,0.6166499966090823,1.0,0.6166499966090823,0.06,0.8999999999999999,0.04,0.5
raw_one_photon_density,raw,complex_mixture_with_smear,1.31,0.6170160537397853,1.0,0.6170160537397853,0.06,0.8999999999999999,0.04,0.5
raw_one_photon_density,raw,complex_mixture_with_smear,1.3125,0.6173803934507914,1.0,0.6173803934507914,0.06,0.8999999999999999,0.04,0.5
raw_one_photon_density,raw,complex_mixture_with_smear,1.315,0.6177430108165383,1.0,0.6177430108165383,0.06,0.8999999999999999,0.04,0.5
raw_one_photon_density,raw,complex_mixture_with_smear,1.3175000000000001,0.6181039008326427,1.0,0.6181039008326427,0.06,0.8999999999999999,0.04,0.5
raw_one_photon_density,raw,complex_mixture_with_smear,1.32,0.6184630584149683,1.0,0.6184630584149683,0.06,0.8999999999999999,0.04,0.5
raw_one_photon_density,raw,complex_mixture_with_smear,1.3225,0.6188204783986769,1.0,0.6188204783986769,0.06,0.8999999999999999,0.04,0.5
raw_one_photon_density,raw,complex_mixture_with_smear,1.325,0.6191761555372599,1.0,0.6191761555372599,0.06,0.8999999999999999,0.04,0.5
raw_one_photon_density,raw,complex_mixture_with_smear,1.3275000000000001,0.6195300845015502,1.0,0.6195300845015502,0.06,0.8999999999999999,0.04,0.5
raw_one_photon_density,raw,complex_mixture_with_smear,1.33,0.6198822598787173,1.0,0.6198822598787173,0.06,0.8999999999999999,0.04,0.5
raw_one_photon_density,raw,complex_mixture_with_smear,1.3325,0.6202326761712392,1.0,0.6202326761712392,0.06,0.8999999999999999,0.04,0.5
raw_one_photon_density,raw,complex_mixture_with_smear,1.335,0.6205813277958578,1.0,0.6205813277958578,0.06,0.8999999999999999,0.04,0.5
raw_one_photon_density,raw,complex_mixture_with_smear,1.3375000000000001,0.6209282090825106,1.0,0.6209282090825106,0.06,0.8999999999999999,0.04,0.5
raw_one_photon_density,raw,complex_mixture_with_smear,1.34,0.6212733142732427,1.0,0.6212733142732427,0.06,0.8999999999999999,0.04,0.5
raw_one_photon_density,raw,complex_mixture_with_smear,1.3425,0.621616637521098,1.0,0.621616637521098,0.06,0.8999999999999999,0.04,0.5
raw_one_photon_density,raw,complex_mixture_with_smear,1.345,0.6219581728889865,1.0,0.6219581728889865,0.06,0.8999999999999999,0.04,0.5
raw_one_photon_density,raw,complex_mixture_with_smear,1.3475,0.6222979143485313,1.0,0.6222979143485313,0.06,0.8999999999999999,0.04,0.5
raw_one_photon_density,raw,complex_mixture_with_smear,1.35,0.6226358557788908,1.0,0.6226358557788908,0.06,0.8999999999999999,0.04,0.5
raw_one_photon_density,raw,complex_mixture_with_smear,1.3525,0.6229719909655589,1.0,0.6229719909655589,0.06,0.8999999999999999,0.04,0.5
raw_one_photon_density,raw,complex_mixture_with_smear,1.355,0.6233063135991403,1.0,0.6233063135991403,0.06,0.8999999999999999,0.04,0.5
raw_one_photon_density,raw,complex_mixture_with_smear,1.3575,0.6236388172741019,1.0,0.6236388172741019,0.06,0.8999999999999999,0.04,0.5
raw_one_photon_density,raw,complex_mixture_with_smear,1.36,0.6239694954874988,1.0,0.6239694954874988,0.06,0.8999999999999999,0.04,0.5
raw_one_photon_density,raw,complex_mixture_with_smear,1.3625,0.6242983416376746,1.0,0.6242983416376746,0.06,0.8999999999999999,0.04,0.5
raw_one_photon_density,raw,complex_mixture_with_smear,1.365,0.624625349022936,1.0,0.624625349022936,0.06,0.8999999999999999,0.04,0.5
raw_one_photon_density,raw,complex_mixture_with_smear,1.3675,0.6249505108402005,1.0,0.6249505108402005,0.06,0.8999999999999999,0.04,0.5
raw_one_photon_density,raw,complex_mixture_with_smear,1.37,0.625273820183616,1.0,0.625273820183616,0.06,0.8999999999999999,0.04,0.5
raw_one_photon_density,raw,complex_mixture_with_smear,1.3725,0.625595270043154,1.0,0.625595270043154,0.06,0.8999999999999999,0.04,0.5
raw_one_photon_density,raw,complex_mixture_with_smear,1.375,0.6259148533031718,1.0,0.6259148533031718,0.06,0.8999999999999999,0.04,0.5
raw_one_photon_density,raw,complex_mixture_with_smear,1.3775,0.6262325627409482,1.0,0.6262325627409482,0.06,0.8999999999999999,0.04,0.5
raw_one_photon_density,raw,complex_mixture_with_smear,1.3800000000000001,0.6265483910251869,1.0,0.6265483910251869,0.06,0.8999999999999999,0.04,0.5
raw_one_photon_density,raw,complex_mixture_with_smear,1.3825,0.6268623307144898,1.0,0.6268623307144898,0.06,0.8999999999999999,0.04,0.5
raw_one_photon_density,raw,complex_mixture_with_smear,1.385,0.6271743742558006,1.0,0.6271743742558006,0.06,0.8999999999999999,0.04,0.5
raw_one_photon_density,raw,complex_mixture_with_smear,1.3875,0.6274845139828128,1.0,0.6274845139828128,0.06,0.8999999999999999,0.04,0.5
