analysis_scope,distribution,branch,model,q,density,acceptance,effective_density,weight_zero_photon,weight_one_photon,weight_two_photon,velocity_sigma
all_phase_points,accepted_one_photon_density,case_III_backward,accepted_complex_mixture,1.3275000000000001,0.6388158063361044,0.7492263556222928,0.7520757818149759,0.08,0.68,0.24,0.8
all_phase_points,accepted_one_photon_density,case_III_backward,accepted_complex_mixture,1.33,0.6392515972493834,0.7508333566383711,0.7542030501841014,0.08,0.68,0.24,0.8
all_phase_points,accepted_one_photon_density,case_III_backward,accepted_complex_mixture,1.3325,0.6396852605757214,0.7524378001321982,0.7563274331483115,0.08,0.68,0.24,0.8
all_phase_points,accepted_one_photon_density,case_III_backward,accepted_complex_mixture,1.335,0.640116788643964,0.7540396550050268,0.7584488690175485,0.08,0.68,0.24,0.8
all_phase_points,accepted_one_photon_density,case_III_backward,accepted_complex_mixture,1.3375000000000001,0.6405461736768029,0.7556388901538164,0.7605672958616452,0.08,0.68,0.24,0.8
all_phase_points,accepted_one_photon_density,case_III_backward,accepted_complex_mixture,1.34,0.6409734077894013,0.7572354744722163,0.7626826515096942,0.08,0.68,0.24,0.8
all_phase_points,accepted_one_photon_density,case_III_backward,accepted_complex_mixture,1.3425,0.6413984829879936,0.7588293768515544,0.7647948735493874,0.08,0.68,0.24,0.8
all_phase_points,accepted_one_photon_density,case_III_backward,accepted_complex_mixture,1.345,0.6418213911684599,0.760420566181825,0.7669038993263233,0.08,0.68,0.24,0.8
all_phase_points,accepted_one_photon_density,case_III_backward,accepted_complex_mixture,1.3475,0.6422421241148701,0.7620090113526806,0.7690096659432796,0.08,0.68,0.24,0.8
all_phase_points,accepted_one_photon_density,case_III_backward,accepted_complex_mixture,1.35,0.6426606734980017,0.7635946812544251,0.7711121102594516,0.08,0.68,0.24,0.8
all_phase_points,accepted_one_photon_density,case_III_backward,accepted_complex_mixture,1.3525,0.643077030873828,0.7651775447790088,0.7732111688896556,0.08,0.68,0.24,0.8
all_phase_points,accepted_one_photon_density,case_III_backward,accepted_complex_mixture,1.355,0.643491187681977,0.7667575708210268,0.7753067782034962,0.08,0.68,0.24,0.8
all_phase_points,accepted_one_photon_density,case_III_backward,accepted_complex_mixture,1.3575,0.6439031352441609,0.7683347282787176,0.7773988743244953,0.08,0.68,0.24,0.8
all_phase_points,accepted_one_photon_density,case_III_backward,accepted_complex_mixture,1.36,0.6443128647625731,0.7699089860549642,0.7794873931291811,0.08,0.68,0.24,0.8
all_phase_points,accepted_one_photon_density,case_III_backward,accepted_complex_mixture,1.3625,0.6447203673182553,0.7714803130582977,0.7815722702461403,0.08,0.68,0.24,0.8
all_phase_points,accepted_one_photon_density,case_III_backward,accepted_complex_mixture,1.365,0.6451256338694318,0.7730486782039026,0.7836534410550272,0.08,0.68,0.24,0.8
all_phase_points,accepted_one_photon_density,case_III_backward,accepted_complex_mixture,1.3675,0.6455286552498111,0.7746140504146227,0.785730840685531,0.08,0.68,0.24,0.8
all_phase_points,accepted_one_photon_density,case_III_backward,accepted_complex_mixture,1.37,0.6459294221668533,0.7761763986219709,0.7878044040163004,0.08,0.68,0.24,0.8
all_phase_points,accepted_one_photon_density,case_III_backward,accepted_complex_mixture,1.3725,0.6463279252000036,0.7777356917671374,0.7898740656738211,0.08,0.68,0.24,0.8
all_phase_points,accepted_one_photon_density,case_III_backward,accepted_complex_mixture,1.375,0.6467241547988903,0.7792918988020041,0.791939760031252,0.08,0.68,0.24,0.8
all_phase_points,accepted_one_photon_density,case_III_backward,accepted_complex_mixture,1.3775,0.647118101281487,0.7808449886901564,0.7940014212072087,0.08,0.68,0.24,0.8
all_phase_points,accepted_one_photon_density,case_III_backward,accepted_complex_mixture,1.3800000000000001,0.6475097548322374,0.7823949304078986,0.7960589830645036,0.08,0.68,0.24,0.8
all_phase_points,accepted_one_photon_density,case_III_backward,accepted_complex_mixture,1.3825,0.6478991055001431,0.7839416929452708,0.7981123792088308,0.08,0.68,0.24,0.8
all_phase_points,accepted_one_photon_density,case_III_backward,accepted_complex_mixture,1.385,0.6482861431968121,0.7854852453070665,0.8001615429874039,0.08,0.68,0.24,0.8
all_phase_points,accepted_one_photon_density,case_III_backward,accepted_complex_mixture,1.3875,0.648670857694468,0.7870255565138528,0.8022064074875389,0.08,0.68,0.24,0.8
all_phase_points,accepted_one_photon_density,case_III_backward,accepted_complex_mixture,1.3900000000000001,0.6490532386239187,0.7885625956029904,0.8042469055351823,0.08,0.68,0.24,0.8
all_phase_points,accepted_one_photon_density,case_III_backward,accepted_complex_mixture,1.3925,0.6494332754724844,0.7900963316296564,0.8062829696933848,0.08,0.68,0.24,0.8
all_phase_points,accepted_one_photon_density,case_III_backward,accepted_complex_mixture,1.395,0.6498109575818816,0.7916267336678677,0.8083145322607153,0.08,0.68,0.24,0.8
all_phase_points,accepted_one_photon_density,case_III_backward,accepted_complex_mixture,1.3975,0.6501862741460651,0.7931537708115054,0.8103415252696183,0.08,0.68,0.24,0.8
all_phase_points,accepted_one_photon_density,case_III_backward,accepted_complex_mixture,1.4000000000000001,0.6505592142090247,0.7946774121753414,0.8123638804847076,0.08,0.68,0.24,0.8
all_phase_points,accepted_one_photon_density,case_III_backward,accepted_complex_mixture,1.4025,0.6509297666625374,0.7961976268960643,0.8143815294009998,0.08,0.68,0.24,0.8
all_phase_points,accepted_one_photon_density,case_III_backward,accepted_complex_mixture,1.405,0.6512979202438711,0.7977143841333093,0.8163944032420815,0.08,0.68,0.24,0.8
all_phase_points,accepted_one_photon_density,case_III_backward,accepted_complex_mixture,1.4075,0.6516636635334427,0.7992276530706857,0.8184024329582117,0.08,0.68,0.24,0.8
all_phase_points,accepted_one_photon_density,case_III_backward,accepted_complex_mixture,1.41,0.6520269849524254,0.8007374029168081,0.8204055492243554,0.08,0.68,0.24,0.8
all_phase_points,accepted_one_photon_density,case_III_backward,accepted_complex_mixture,1.4125,0.6523878727603069,0.8022436029063276,0.8224036824381474,0.08,0.68,0.24,0.8
all_phase_points,accepted_one_photon_density,case_III_backward,accepted_complex_mixture,1.415,0.652746315052396,0.8037462223009634,0.8243967627177828,0.08,0.68,0.24,0.8
all_phase_points,accepted_one_photon_density,case_III_backward,accepted_complex_mixture,1.4175,0.6531022997572763,0.8052452303905364,0.8263847198998366,0.08,0.68,0.24,0.8
all_phase_points,accepted_one_photon_density,case_III_backward,accepted_complex_mixture,1.42,0.653455814634206,0.8067405964940025,0.8283674835370031,0.08,0.68,0.24,0.8
all_phase_points,accepted_one_photon_density,case_III_backward,accepted_complex_mixture,1.4225,0.6538068472704625,0.8082322899604876,0.8303449828957601,0.08,0.68,0.24,0.8
all_phase_points,accepted_one_photon_density,case_III_backward,accepted_complex_mixture,1.425,0.6541553850786298,0.809720280170322,0.83231714695395,0.08,0.68,0.24,0.8
all_phase_points,accepted_one_photon_density,case_III_backward,accepted_complex_mixture,1.4275,0.6545014152938285,0.8112045365360777,0.8342839043982807,0.08,0.68,0.24,0.8
all_phase_points,accepted_one_photon_density,case_III_backward,accepted_complex_mixture,1.43,0.6548449249708861,0.812685028503604,0.8362451836217403,0.08,0.68,0.24,0.8
all_phase_points,accepted_one_photon_density,case_III_backward,accepted_complex_mixture,1.4325,0.6551859009814444,0.8141617255530649,0.838200912720921,0.08,0.68,0.24,0.8
all_phase_points,accepted_one_photon_density,case_III_backward,accepted_complex_mixture,1.435,0.6555243300110069,0.8156345971999766,0.8401510194932585,0.08,0.68,0.24,0.8
all_phase_points,accepted_one_photon_density,case_III_backward,accepted_complex_mixture,1.4375,0.6558601985559198,0.8171036129962461,0.8420954314341741,0.08,0.68,0.24,0.8
all_phase_points,accepted_one_photon_density,case_III_backward,accepted_complex_mixture,1.44,0.6561934929202876,0.8185687425312097,0.8440340757341229,0.08,0.68,0.24,0.8
all_phase_points,accepted_one_photon_density,case_III_backward,accepted_complex_mixture,1.4425000000000001,0.6565241992128217,0.8200299554326717,0.8459668792755455,0.08,0.68,0.24,0.8
all_phase_points,accepted_one_photon_density,case_III_backward,accepted_complex_mixture,1.445,0.6568523033436175,0.8214872213679433,0.8478937686297143,0.08,0.68,0.24,0.8
all_phase_points,accepted_one_photon_density,case_III_backward,accepted_complex_mixture,1.4475,0.657177791020863,0.8229405100448833,0.849814670053482,0.08,0.68,0.24,0.8
all_phase_points,accepted_one_photon_density,case_III_backward,accepted_complex_mixture,1.45,0.6575006477474715,0.8243897912129373,0.8517295094859177,0.08,0.68,0.24,0.8
all_phase_points,accepted_one_photon_density,case_III_backward,accepted_complex_mixture,1.4525000000000001,0.6578208588176407,0.8258350346641776,0.8536382125448365,0.08,0.68,0.24,0.8
all_phase_points,accepted_one_photon_density,case_III_backward,accepted_complex_mixture,1.455,0.6581384093133349,0.8272762102343431,0.855540704523215,0.08,0.68,0.24,0.8
all_phase_points,accepted_one_photon_density,case_III_backward,accepted_complex_mixture,1.4575,0.658453284100686,0.8287132878038801,0.8574369103854891,0.08,0.68,0.24,0.8
all_phase_points,accepted_one_photon_density,case_III_backward,accepted_complex_mixture,1.46,0.6587654678263156,0.8301462372989825,0.8593267547637347,0.08,0.68,0.24,0.8
all_phase_points,accepted_one_photon_density,case_III_backward,accepted_complex_mixture,1.4625000000000001,0.6590749449135723,0.8315750286926317,0.8612101619537229,0.08,0.68,0.24,0.8
all_phase_points,accepted_one_photon_density,case_III_backward,accepted_complex_mixture,1.465,0.6593816995586829,0.8329996320056364,0.8630870559108487,0.08,0.68,0.24,0.8
all_phase_points,accepted_one_photon_density,case_III_backward,accepted_complex_mixture,1.4675,0.6596857157268161,0.8344200173076739,0.8649573602459306,0.08,0.68,0.24,0.8
all_phase_points,accepted_one_photon_density,case_III_backward,accepted_complex_mixture,1.47,0.6599869771480562,0.8358361547183287,0.8668209982208743,0.08,0.68,0.24,0.8
all_phase_points,accepted_one_photon_density,case_III_backward,accepted_complex_mixture,1.4725,0.6602854673132816,0.8372480144081331,0.868677892744198,0.08,0.68,0.24,0.8
all_phase_points,accepted_one_photon_density,case_III_backward,accepted_complex_mixture,1.475,0.6605811694699506,0.8386555665996058,0.8705279663664173,0.08,0.68,0.24,0.8
all_phase_points,accepted_one_photon_density,case_III_backward,accepted_complex_mixture,1.4775,0.6608740666177857,0.8400587815682915,0.8723711412752793,0.08,0.68,0.24,0.8
all_phase_points,accepted_one_photon_density,case_III_backward,accepted_complex_mixture,1.48,0.66116414150436,0.8414576296437996,0.8742073392908517,0.08,0.68,0.24,0.8
all_phase_points,accepted_one_photon_density,case_III_backward,accepted_complex_mixture,1.4825,0.661451376620578,0.8428520812108423,0.8760364818604518,0.08,0.68,0.24,0.8
all_phase_points,accepted_one_photon_density,case_III_backward,accepted_complex_mixture,1.485,0.6617357541960488,0.8442421067102729,0.877858490053416,0.08,0.68,0.24,0.8
all_phase_points,accepted_one_photon_density,case_III_backward,accepted_complex_mixture,1.4875,0.6620172561943518,0.8456276766401221,0.8796732845557064,0.08,0.68,0.24,0.8
all_phase_points,accepted_one_photon_density,case_III_backward,accepted_complex_mixture,1.49,0.6622958643081878,0.8470087615566357,0.8814807856643465,0.08,0.68,0.24,0.8
all_phase_points,accepted_one_photon_density,case_III_backward,accepted_complex_mixture,1.4925,0.6625715599544137,0.8483853320753109,0.8832809132816819,0.08,0.68,0.24,0.8
all_phase_points,accepted_one_photon_density,case_III_backward,accepted_complex_mixture,1.495,0.6628443242689591,0.8497573588719308,0.8850735869094614,0.08,0.68,0.24,0.8
all_phase_points,accepted_one_photon_density,case_III_backward,accepted_complex_mixture,1.4975,0.6631141381016183,0.8511248126835996,0.8868587256427304,0.08,0.68,0.24,0.8
all_phase_points,accepted_one_photon_density,case_III_backward,accepted_complex_mixture,1.5,0.6633809820107169,0.8524876643097768,0.8886362481635366,0.08,0.68,0.24,0.8
all_phase_points,accepted_one_photon_density,case_III_backward,accepted_complex_mixture,1.5025,0.6636448362576469,0.8538458846133105,0.8904060727344363,0.08,0.68,0.24,0.8
all_phase_points,accepted_one_photon_density,case_III_backward,accepted_complex_mixture,1.5050000000000001,0.6639056808012699,0.8551994445214687,0.8921681171917974,0.08,0.68,0.24,0.8
all_phase_points,accepted_one_photon_density,case_III_backward,accepted_complex_mixture,1.5075,0.6641634952921787,0.8565483150269716,0.8939222989388936,0.08,0.68,0.24,0.8
all_phase_points,accepted_one_photon_density,case_III_backward,accepted_complex_mixture,1.51,0.6644182590668208,0.8578924671890218,0.8956685349387838,0.08,0.68,0.24,0.8
all_phase_points,accepted_one_photon_density,case_III_backward,accepted_complex_mixture,1.5125,0.6646699511414723,0.8592318721343332,0.8974067417069672,0.08,0.68,0.24,0.8
all_phase_points,accepted_one_photon_density,case_III_backward,accepted_complex_mixture,1.5150000000000001,0.6649185502060618,0.8605665010581601,0.8991368353038096,0.08,0.68,0.24,0.8
all_phase_points,accepted_one_photon_density,case_III_backward,accepted_complex_mixture,1.5175,0.6651640346178407,0.8618963252253233,0.9008587313267342,0.08,0.68,0.24,0.8
all_phase_points,accepted_one_photon_density,case_III_backward,accepted_complex_mixture,1.52,0.6654063823948906,0.863221315971237,0.9025723449021678,0.08,0.68,0.24,0.8
all_phase_points,accepted_one_photon_density,case_III_backward,accepted_complex_mixture,1.5225,0.6656455712094678,0.8645414447029329,0.9042775906772341,0.08,0.68,0.24,0.8
all_phase_points,accepted_one_photon_density,case_III_backward,accepted_complex_mixture,1.5250000000000001,0.6658815783811769,0.8658566829000843,0.9059743828111894,0.08,0.68,0.24,0.8
all_phase_points,accepted_one_photon_density,case_III_backward,accepted_complex_mixture,1.5275,0.66611438086997,0.8671670021160274,0.9076626349665898,0.08,0.68,0.24,0.8
all_phase_points,accepted_one_photon_density,case_III_backward,accepted_complex_mixture,1.53,0.6663439552689637,0.8684723739787826,0.9093422603001823,0.08,0.68,0.24,0.8
all_phase_points,accepted_one_photon_density,case_III_backward,accepted_complex_mixture,1.5325,0.6665702777970712,0.8697727701920741,0.9110131714535086,0.08,0.68,0.24,0.8
all_phase_points,accepted_one_photon_density,case_III_backward,accepted_complex_mixture,1.5350000000000001,0.6667933242914423,0.871068162536347,0.91267528054322,0.08,0.68,0.24,0.8
all_phase_points,accepted_one_photon_density,case_III_backward,accepted_complex_mixture,1.5375,0.6670130701997035,0.8723585228697839,0.9143284991510813,0.08,0.68,0.24,0.8
all_phase_points,accepted_one_photon_density,case_III_backward,accepted_complex_mixture,1.54,0.6672294905719955,0.8736438231293199,0.9159727383136668,0.08,0.68,0.24,0.8
all_phase_points,accepted_one_photon_density,case_III_backward,accepted_complex_mixture,1.5425,0.6674425600527998,0.8749240353316551,0.9176079085117308,0.08,0.68,0.24,0.8
all_phase_points,accepted_one_photon_density,case_III_backward,accepted_complex_mixture,1.545,0.6676522528725454,0.8761991315742667,0.919233919659242,0.08,0.68,0.24,0.8
all_phase_points,accepted_one_photon_density,case_III_backward,accepted_complex_mixture,1.5475,0.6678585428389934,0.8774690840364179,0.9208506810920749,0.08,0.68,0.24,0.8
all_phase_points,accepted_one_photon_density,case_III_backward,accepted_complex_mixture,1.55,0.6680614033283876,0.8787338649801661,0.922458101556343,0.08,0.68,0.24,0.8
all_phase_points,accepted_one_photon_density,case_III_backward,accepted_complex_mixture,1.5525,0.6682608072763673,0.8799934467513694,0.9240560891963641,0.08,0.68,0.24,0.8
all_phase_points,accepted_one_photon_density,case_III_backward,accepted_complex_mixture,1.555,0.6684567271686309,0.8812478017806896,0.9256445515422435,0.08,0.68,0.24,0.8
all_phase_points,accepted_one_photon_density,case_III_backward,accepted_complex_mixture,1.5575,0.6686491350313453,0.8824969025845955,0.927223395497065,0.08,0.68,0.24,0.8
all_phase_points,accepted_one_photon_density,case_III_backward,accepted_complex_mixture,1.56,0.6688380024212909,0.8837407217663621,0.9287925273236747,0.08,0.68,0.24,0.8
all_phase_points,accepted_one_photon_density,case_III_backward,accepted_complex_mixture,1.5625,0.6690233004157331,0.8849792320170696,0.9303518526310421,0.08,0.68,0.24,0.8
all_phase_points,accepted_one_photon_density,case_III_backward,accepted_complex_mixture,1.565,0.6692049996020136,0.8862124061165992,0.93190127636019,0.08,0.68,0.24,0.8
all_phase_points,accepted_one_photon_density,case_III_backward,accepted_complex_mixture,1.5675000000000001,0.6693830700668484,0.8874402169346266,0.933440702769671,0.08,0.68,0.24,0.8
all_phase_points,accepted_one_photon_density,case_III_backward,accepted_complex_mixture,1.57,0.6695574813853257,0.888662637431614,0.9349700354205799,0.08,0.68,0.24,0.8
all_phase_points,accepted_one_photon_density,case_III_backward,accepted_complex_mixture,1.5725,0.6697282026095911,0.8898796406597996,0.9364891771610854,0.08,0.68,0.24,0.8
all_phase_points,accepted_one_photon_density,case_III_backward,accepted_complex_mixture,1.575,0.6698952022572122,0.8910911997641847,0.9379980301104625,0.08,0.68,0.24,0.8
all_phase_points,accepted_one_photon_density,case_III_backward,accepted_complex_mixture,1.5775000000000001,0.6700584482992087,0.8922972879835188,0.9394964956426112,0.08,0.68,0.24,0.8
all_phase_points,accepted_one_photon_density,case_III_backward,accepted_complex_mixture,1.58,0.6702179081477374,0.8934978786512812,0.940984474369039,0.08,0.68,0.24,0.8
all_phase_points,accepted_one_photon_density,case_III_backward,accepted_complex_mixture,1.5825,0.6703735486434208,0.8946929451966616,0.9424618661212925,0.08,0.68,0.24,0.8
all_phase_points,accepted_one_photon_density,case_III_backward,accepted_complex_mixture,1.585,0.6705253360423056,0.895882461145538,0.9439285699328174,0.08,0.68,0.24,0.8
all_phase_points,accepted_one_photon_density,case_III_backward,accepted_complex_mixture,1.5875000000000001,0.6706732360024401,0.8970664001214504,0.9453844840202251,0.08,0.68,0.24,0.8
all_phase_points,accepted_one_photon_density,case_III_backward,accepted_complex_mixture,1.59,0.6708172135700531,0.8982447358465742,0.9468295057639455,0.08,0.68,0.24,0.8
all_phase_points,accepted_one_photon_density,case_III_backward,accepted_complex_mixture,1.5925,0.6709572331653241,0.899417442142689,0.9482635316882441,0.08,0.68,0.24,0.8
all_phase_points,accepted_one_photon_density,case_III_backward,accepted_complex_mixture,1.595,0.6710932585677291,0.9005844929321467,0.9496864574405816,0.08,0.68,0.24,0.8
all_phase_points,accepted_one_photon_density,case_III_backward,accepted_complex_mixture,1.5975000000000001,0.6712252529009426,0.9017458622388346,0.9510981777702867,0.08,0.68,0.24,0.8
all_phase_points,accepted_one_photon_density,case_III_backward,accepted_complex_mixture,1.6,0.6713531786172875,0.9029015241891373,0.952498586506525,0.08,0.68,0.24,0.8
all_phase_points,accepted_one_photon_density,case_III_backward,accepted_complex_mixture,1.6025,0.6714769974817075,0.9040514530128952,0.9538875765355296,0.08,0.68,0.24,0.8
all_phase_points,accepted_one_photon_density,case_III_backward,accepted_complex_mixture,1.605,0.6715966705552529,0.9051956230443605,0.9552650397770744,0.08,0.68,0.24,0.8
all_phase_points,accepted_one_photon_density,case_III_backward,accepted_complex_mixture,1.6075,0.6717121581780529,0.9063340087231494,0.9566308671601531,0.08,0.68,0.24,0.8
all_phase_points,accepted_one_photon_density,case_III_backward,accepted_complex_mixture,1.61,0.6718234199517639,0.9074665845951922,0.9579849485978402,0.08,0.68,0.24,0.8
all_phase_points,accepted_one_photon_density,case_III_backward,accepted_complex_mixture,1.6125,0.6719304147214675,0.9085933253136796,0.9593271729613011,0.08,0.68,0.24,0.8
all_phase_points,accepted_one_photon_density,case_III_backward,accepted_complex_mixture,1.615,0.6720331005570008,0.9097142056400068,0.9606574280529185,0.08,0.68,0.24,0.8
all_phase_points,accepted_one_photon_density,case_III_backward,accepted_complex_mixture,1.6175,0.6721314347336966,0.9108292004447136,0.9619756005785023,0.08,0.68,0.24,0.8
all_phase_points,accepted_one_photon_density,case_III_backward,accepted_complex_mixture,1.62,0.6722253737125088,0.911938284708422,0.9632815761185438,0.08,0.68,0.24,0.8
all_phase_points,accepted_one_photon_density,case_III_backward,accepted_complex_mixture,1.6225,0.672314873119505,0.9130414335227692,0.964575239098486,0.08,0.68,0.24,0.8
all_phase_points,accepted_one_photon_density,case_III_backward,accepted_complex_mixture,1.625,0.6723998877246938,0.9141386220913399,0.965856472757959,0.08,0.68,0.24,0.8
all_phase_points,accepted_one_photon_density,case_III_backward,accepted_complex_mixture,1.6275,0.6724803714201668,0.9152298257305924,0.9671251591189515,0.08,0.68,0.24,0.8
all_phase_points,accepted_one_photon_density,case_III_backward,accepted_complex_mixture,1.6300000000000001,0.6725562771975261,0.9163150198707833,0.9683811789528683,0.08,0.68,0.24,0.8
all_phase_points,accepted_one_photon_density,case_III_backward,accepted_complex_mixture,1.6325,0.672627557124569,0.9173941800568873,0.9696244117464337,0.08,0.68,0.24,0.8
all_phase_points,accepted_one_photon_density,case_III_backward,accepted_complex_mixture,1.635,0.6726941623212007,0.9184672819495153,0.9708547356663935,0.08,0.68,0.24,0.8
all_phase_points,accepted_one_photon_density,case_III_backward,accepted_complex_mixture,1.6375,0.6727560429345426,0.919534301325827,0.9720720275229645,0.08,0.68,0.24,0.8
all_phase_points,accepted_one_photon_density,case_III_backward,accepted_complex_mixture,1.6400000000000001,0.672813148113206,0.9205952140804415,0.9732761627319855,0.08,0.68,0.24,0.8
all_phase_points,accepted_one_photon_density,case_III_backward,accepted_complex_mixture,1.6425,0.672865425980695,0.921649996226343,0.9744670152757117,0.08,0.68,0.24,0.8
all_phase_points,accepted_one_photon_density,case_III_backward,accepted_complex_mixture,1.645,0.6729128236079035,0.9226986238957843,0.9756444576621999,0.08,0.68,0.24,0.8
all_phase_points,accepted_one_photon_density,case_III_backward,accepted_complex_mixture,1.6475,0.6729552869846698,0.9237410733411848,0.976808360883224,0.08,0.68,0.24,0.8
all_phase_points,accepted_one_photon_density,case_III_backward,accepted_complex_mixture,1.6500000000000001,0.6729927609903475,0.9247773209360265,0.9779585943706609,0.08,0.68,0.24,0.8
all_phase_points,accepted_one_photon_density,case_III_backward,accepted_complex_mixture,1.6525,0.6730251893633545,0.9258073431757444,0.9790950259512816,0.08,0.68,0.24,0.8
all_phase_points,accepted_one_photon_density,case_III_backward,accepted_complex_mixture,1.655,0.6730525146696527,0.9268311166786151,0.9802175217998784,0.08,0.68,0.24,0.8
all_phase_points,accepted_one_photon_density,case_III_backward,accepted_complex_mixture,1.6575,0.673074678270117,0.9278486181866393,0.9813259463906617,0.08,0.68,0.24,0.8
all_phase_points,accepted_one_photon_density,case_III_backward,accepted_complex_mixture,1.6600000000000001,0.6730916202867439,0.9288598245664222,0.9824201624468453,0.08,0.68,0.24,0.8
all_phase_points,accepted_one_photon_density,case_III_backward,accepted_complex_mixture,1.6625,0.6731032795676487,0.9298647128100486,0.9835000308883473,0.08,0.68,0.24,0.8
all_phase_points,accepted_one_photon_density,case_III_backward,accepted_complex_mixture,1.665,0.6731095936508019,0.9308632600359543,0.984565410777523,0.08,0.68,0.24,0.8
all_phase_points,accepted_one_photon_density,case_III_backward,accepted_complex_mixture,1.6675,0.6731104987264448,0.9318554434897945,0.9856161592628403,0.08,0.68,0.24,0.8
all_phase_points,accepted_one_photon_density,case_III_backward,accepted_complex_mixture,1.67,0.6731059295981312,0.9328412405453061,0.986652131520412,0.08,0.68,0.24,0.8
all_phase_points,accepted_one_photon_density,case_III_backward,accepted_complex_mixture,1.6725,0.6730958196423282,0.9338206287051671,0.9876731806932806,0.08,0.68,0.24,0.8
all_phase_points,accepted_one_photon_density,case_III_backward,accepted_complex_mixture,1.675,0.6730801007665181,0.9347935856018517,0.9886791578283667,0.08,0.68,0.24,0.8
all_phase_points,accepted_one_photon_density,case_III_backward,accepted_complex_mixture,1.6775,0.6730587033657273,0.9357600889984806,0.9896699118109635,0.08,0.68,0.24,0.8
all_phase_points,accepted_one_photon_density,case_III_backward,accepted_complex_mixture,1.68,0.6730315562774145,0.9367201167896676,0.9906452892966721,0.08,0.68,0.24,0.8
all_phase_points,accepted_one_photon_density,case_III_backward,accepted_complex_mixture,1.6825,0.6729985867346417,0.9376736470023613,0.9916051346406561,0.08,0.68,0.24,0.8
all_phase_points,accepted_one_photon_density,case_III_backward,accepted_complex_mixture,1.685,0.6729597203174484,0.9386206577966824,0.9925492898240953,0.08,0.68,0.24,0.8
all_phase_points,accepted_one_photon_density,case_III_backward,accepted_complex_mixture,1.6875,0.6729148809023451,0.9395611274667571,0.9934775943777039,0.08,0.68,0.24,0.8
all_phase_points,accepted_one_photon_density,case_III_backward,accepted_complex_mixture,1.69,0.6728639906098383,0.9404950344415457,0.9943898853021748,0.08,0.68,0.24,0.8
all_phase_points,accepted_one_photon_density,case_III_backward,accepted_complex_mixture,1.6925000000000001,0.6728069697498925,0.9414223572856659,0.995285996985408,0.08,0.68,0.24,0.8
all_phase_points,accepted_one_photon_density,case_III_backward,accepted_complex_mixture,1.695,0.672743736765232,0.9423430747002127,0.9961657611163618,0.08,0.68,0.24,0.8
all_phase_points,accepted_one_photon_density,case_III_backward,accepted_complex_mixture,1.6975,0.6726742081723767,0.9432571655235733,0.9970290065953731,0.08,0.68,0.24,0.8
all_phase_points,accepted_one_photon_density,case_III_backward,accepted_complex_mixture,1.7,0.6725982985003038,0.9441646087322366,0.9978755594407657,0.08,0.68,0.24,0.8
all_phase_points,accepted_one_photon_density,case_III_backward,accepted_complex_mixture,1.7025000000000001,0.6725159202266177,0.9450653834415993,0.9987052426915712,0.08,0.68,0.24,0.8
all_phase_points,accepted_one_photon_density,case_III_backward,accepted_complex_mixture,1.705,0.6724269837111038,0.9459594689067655,0.9995178763061643,0.08,0.68,0.24,0.8
all_phase_points,accepted_one_photon_density,case_III_backward,accepted_complex_mixture,1.7075,0.6723313971265397,0.9468468445233432,1.0003132770566148,0.08,0.68,0.24,0.8
all_phase_points,accepted_one_photon_density,case_III_backward,accepted_complex_mixture,1.71,0.6722290663866212,0.9477274898282353,1.0010912584185334,0.08,0.68,0.24,0.8
all_phase_points,accepted_one_photon_density,case_III_backward,accepted_complex_mixture,1.7125000000000001,0.6721198950708605,0.9486013845004247,1.0018516304561904,0.08,0.68,0.24,0.8
all_phase_points,accepted_one_photon_density,case_III_backward,accepted_complex_mixture,1.715,0.6720037843462988,0.9494685083617567,1.0025941997026555,0.08,0.68,0.24,0.8
all_phase_points,accepted_one_photon_density,case_III_backward,accepted_complex_mixture,1.7175,0.6718806328858726,0.9503288413777136,1.0033187690347123,0.08,0.68,0.24,0.8
all_phase_points,accepted_one_photon_density,case_III_backward,accepted_complex_mixture,1.72,0.671750336783254,0.9511823636581872,1.0040251375422635,0.08,0.68,0.24,0.8
all_phase_points,accepted_one_photon_density,case_III_backward,accepted_complex_mixture,1.7225000000000001,0.6716127894639864,0.952029055458244,1.0047131003919472,0.08,0.68,0.24,0.8
all_phase_points,accepted_one_photon_density,case_III_backward,accepted_complex_mixture,1.725,0.6714678815927131,0.9528688971788861,1.0053824486846499,0.08,0.68,0.24,0.8
all_phase_points,accepted_one_photon_density,case_III_backward,accepted_complex_mixture,1.7275,0.6713155009762937,0.9537018693678074,1.0060329693065915,0.08,0.68,0.24,0.8
all_phase_points,accepted_one_photon_density,case_III_backward,accepted_complex_mixture,1.73,0.6711555324625849,0.9545279527201437,1.0066644447736353,0.08,0.68,0.24,0.8
all_phase_points,accepted_one_photon_density,case_III_backward,accepted_complex_mixture,1.7325,0.6709878578346491,0.9553471280792185,1.007276653068453,0.08,0.68,0.24,0.8
all_phase_points,accepted_one_photon_density,case_III_backward,accepted_complex_mixture,1.735,0.670812355700141,0.9561593764372828,1.0078693674701502,0.08,0.68,0.24,0.8
all_phase_points,accepted_one_photon_density,case_III_backward,accepted_complex_mixture,1.7375,0.6706289013756013,0.9569646789362497,1.0084423563759324,0.08,0.68,0.24,0.8
all_phase_points,accepted_one_photon_density,case_III_backward,accepted_complex_mixture,1.74,0.670437366765375,0.9577630168684245,1.0089953831143676,0.08,0.68,0.24,0.8
