analysis_scope,distribution,branch,model,q,density,acceptance,effective_density,weight_zero_photon,weight_one_photon,weight_two_photon,velocity_sigma
all_phase_points,raw_one_photon_density,raw,complex_mixture_with_smear,1.3625,0.6447203673182553,1.0,0.6447203673182553,0.08,0.68,0.24,0.8
all_phase_points,raw_one_photon_density,raw,complex_mixture_with_smear,1.365,0.6451256338694318,1.0,0.6451256338694318,0.08,0.68,0.24,0.8
all_phase_points,raw_one_photon_density,raw,complex_mixture_with_smear,1.3675,0.6455286552498111,1.0,0.6455286552498111,0.08,0.68,0.24,0.8
all_phase_points,raw_one_photon_density,raw,complex_mixture_with_smear,1.37,0.6459294221668533,1.0,0.6459294221668533,0.08,0.68,0.24,0.8
all_phase_points,raw_one_photon_density,raw,complex_mixture_with_smear,1.3725,0.6463279252000036,1.0,0.6463279252000036,0.08,0.68,0.24,0.8
all_phase_points,raw_one_photon_density,raw,complex_mixture_with_smear,1.375,0.6467241547988903,1.0,0.6467241547988903,0.08,0.68,0.24,0.8
all_phase_points,raw_one_photon_density,raw,complex_mixture_with_smear,1.3775,0.647118101281487,1.0,0.647118101281487,0.08,0.68,0.24,0.8
all_phase_points,raw_one_photon_density,raw,complex_mixture_with_smear,1.3800000000000001,0.6475097548322374,1.0,0.6475097548322374,0.08,0.68,0.24,0.8
all_phase_points,raw_one_photon_density,raw,complex_mixture_with_smear,1.3825,0.6478991055001431,1.0,0.6478991055001431,0.08,0.68,0.24,0.8
all_phase_points,raw_one_photon_density,raw,complex_mixture_with_smear,1.385,0.6482861431968121,1.0,0.6482861431968121,0.08,0.68,0.24,0.8
all_phase_points,raw_one_photon_density,raw,complex_mixture_with_smear,1.3875,0.648670857694468,1.0,0.648670857694468,0.08,0.68,0.24,0.8
all_phase_points,raw_one_photon_density,raw,complex_mixture_with_smear,1.3900000000000001,0.6490532386239187,1.0,0.6490532386239187,0.08,0.68,0.24,0.8
all_phase_points,raw_one_photon_density,raw,complex_mixture_with_smear,1.3925,0.6494332754724844,1.0,0.6494332754724844,0.08,0.68,0.24,0.8
all_phase_points,raw_one_photon_density,raw,complex_mixture_with_smear,1.395,0.6498109575818816,1.0,0.6498109575818816,0.08,0.68,0.24,0.8
all_phase_points,raw_one_photon_density,raw,complex_mixture_with_smear,1.3975,0.6501862741460651,1.0,0.6501862741460651,0.08,0.68,0.24,0.8
all_phase_points,raw_one_photon_density,raw,complex_mixture_with_smear,1.4000000000000001,0.6505592142090247,1.0,0.6505592142090247,0.08,0.68,0.24,0.8
all_phase_points,raw_one_photon_density,raw,complex_mixture_with_smear,1.4025,0.6509297666625374,1.0,0.6509297666625374,0.08,0.68,0.24,0.8
all_phase_points,raw_one_photon_density,raw,complex_mixture_with_smear,1.405,0.6512979202438711,1.0,0.6512979202438711,0.08,0.68,0.24,0.8
all_phase_points,raw_one_photon_density,raw,complex_mixture_with_smear,1.4075,0.6516636635334427,1.0,0.6516636635334427,0.08,0.68,0.24,0.8
all_phase_points,raw_one_photon_density,raw,complex_mixture_with_smear,1.41,0.6520269849524254,1.0,0.6520269849524254,0.08,0.68,0.24,0.8
all_phase_points,raw_one_photon_density,raw,complex_mixture_with_smear,1.4125,0.6523878727603069,1.0,0.6523878727603069,0.08,0.68,0.24,0.8
all_phase_points,raw_one_photon_density,raw,complex_mixture_with_smear,1.415,0.652746315052396,1.0,0.652746315052396,0.08,0.68,0.24,0.8
all_phase_points,raw_one_photon_density,raw,complex_mixture_with_smear,1.4175,0.6531022997572763,1.0,0.6531022997572763,0.08,0.68,0.24,0.8
all_phase_points,raw_one_photon_density,raw,complex_mixture_with_smear,1.42,0.653455814634206,1.0,0.653455814634206,0.08,0.68,0.24,0.8
all_phase_points,raw_one_photon_density,raw,complex_mixture_with_smear,1.4225,0.6538068472704625,1.0,0.6538068472704625,0.08,0.68,0.24,0.8
all_phase_points,raw_one_photon_density,raw,complex_mixture_with_smear,1.425,0.6541553850786298,1.0,0.6541553850786298,0.08,0.68,0.24,0.8
all_phase_points,raw_one_photon_density,raw,complex_mixture_with_smear,1.4275,0.6545014152938285,1.0,0.6545014152938285,0.08,0.68,0.24,0.8
all_phase_points,raw_one_photon_density,raw,complex_mixture_with_smear,1.43,0.6548449249708861,1.0,0.6548449249708861,0.08,0.68,0.24,0.8
all_phase_points,raw_one_photon_density,raw,complex_mixture_with_smear,1.4325,0.6551859009814444,1.0,0.6551859009814444,0.08,0.68,0.24,0.8
all_phase_points,raw_one_photon_density,raw,complex_mixture_with_smear,1.435,0.6555243300110069,1.0,0.6555243300110069,0.08,0.68,0.24,0.8
all_phase_points,raw_one_photon_density,raw,complex_mixture_with_smear,1.4375,0.6558601985559198,1.0,0.6558601985559198,0.08,0.68,0.24,0.8
all_phase_points,raw_one_photon_density,raw,complex_mixture_with_smear,1.44,0.6561934929202876,1.0,0.6561934929202876,0.08,0.68,0.24,0.8
all_phase_points,raw_one_photon_density,raw,complex_mixture_with_smear,1.4425000000000001,0.6565241992128217,1.0,0.6565241992128217,0.08,0.68,0.24,0.8
all_phase_points,raw_one_photon_density,raw,complex_mixture_with_smear,1.445,0.6568523033436175,1.0,0.6568523033436175,0.08,0.68,0.24,0.8
all_phase_points,raw_one_photon_density,raw,complex_mixture_with_smear,1.4475,0.657177791020863,1.0,0.657177791020863,0.08,0.68,0.24,0.8
all_phase_points,raw_one_photon_density,raw,complex_mixture_with_smear,1.45,0.6575006477474715,1.0,0.6575006477474715,0.08,0.68,0.24,0.8
all_phase_points,raw_one_photon_density,raw,complex_mixture_with_smear,1.4525000000000001,0.6578208588176407,1.0,0.6578208588176407,0.08,0.68,0.24,0.8
all_phase_points,raw_one_photon_density,raw,complex_mixture_with_smear,1.455,0.6581384093133349,1.0,0.6581384093133349,0.08,0.68,0.24,0.8
all_phase_points,raw_one_photon_density,raw,complex_mixture_with_smear,1.4575,0.658453284100686,1.0,0.658453284100686,0.08,0.68,0.24,0.8
all_phase_points,raw_one_photon_density,raw,complex_mixture_with_smear,1.46,0.6587654678263156,1.0,0.6587654678263156,0.08,0.68,0.24,0.8
all_phase_points,raw_one_photon_density,raw,complex_mixture_with_smear,1.4625000000000001,0.6590749449135723,1.0,0.6590749449135723,0.08,0.68,0.24,0.8
all_phase_points,raw_one_photon_density,raw,complex_mixture_with_smear,1.465,0.6593816995586829,1.0,0.6593816995586829,0.08,0.68,0.24,0.8
all_phase_points,raw_one_photon_density,raw,complex_mixture_with_smear,1.4675,0.6596857157268161,1.0,0.6596857157268161,0.08,0.68,0.24,0.8
all_phase_points,raw_one_photon_density,raw,complex_mixture_with_smear,1.47,0.6599869771480562,1.0,0.6599869771480562,0.08,0.68,0.24,0.8
all_phase_points,raw_one_photon_density,raw,complex_mixture_with_smear,1.4725,0.6602854673132816,1.0,0.6602854673132816,0.08,0.68,0.24,0.8
all_phase_points,raw_one_photon_density,raw,complex_mixture_with_smear,1.475,0.6605811694699506,1.0,0.6605811694699506,0.08,0.68,0.24,0.8
all_phase_points,raw_one_photon_density,raw,complex_mixture_with_smear,1.4775,0.6608740666177857,1.0,0.6608740666177857,0.08,0.68,0.24,0.8
all_phase_points,raw_one_photon_density,raw,complex_mixture_with_smear,1.48,0.66116414150436,1.0,0.66116414150436,0.08,0.68,0.24,0.8
all_phase_points,raw_one_photon_density,raw,complex_mixture_with_smear,1.4825,0.661451376620578,1.0,0.661451376620578,0.08,0.68,0.24,0.8
all_phase_points,raw_one_photon_density,raw,complex_mixture_with_smear,1.485,0.6617357541960488,1.0,0.6617357541960488,0.08,0.68,0.24,0.8
all_phase_points,raw_one_photon_density,raw,complex_mixture_with_smear,1.4875,0.6620172561943518,1.0,0.6620172561943518,0.08,0.68,0.24,0.8
all_phase_points,raw_one_photon_density,raw,complex_mixture_with_smear,1.49,0.6622958643081878,1.0,0.6622958643081878,0.08,0.68,0.24,0.8
all_phase_points,raw_one_photon_density,raw,complex_mixture_with_smear,1.4925,0.6625715599544137,1.0,0.6625715599544137,0.08,0.68,0.24,0.8
all_phase_points,raw_one_photon_density,raw,complex_mixture_with_smear,1.495,0.6628443242689591,1.0,0.6628443242689591,0.08,0.68,0.24,0.8
all_phase_points,raw_one_photon_density,raw,complex_mixture_with_smear,1.4975,0.6631141381016183,1.0,0.6631141381016183,0.08,0.68,0.24,0.8
all_phase_points,raw_one_photon_density,raw,complex_mixture_with_smear,1.5,0.6633809820107169,1.0,0.6633809820107169,0.08,0.68,0.24,0.8
all_phase_points,raw_one_photon_density,raw,complex_mixture_with_smear,1.5025,0.6636448362576469,1.0,0.6636448362576469,0.08,0.68,0.24,0.8
all_phase_points,raw_one_photon_density,raw,complex_mixture_with_smear,1.5050000000000001,0.6639056808012699,1.0,0.6639056808012699,0.08,0.68,0.24,0.8
all_phase_points,raw_one_photon_density,raw,complex_mixture_with_smear,1.5075,0.6641634952921787,1.0,0.6641634952921787,0.08,0.68,0.24,0.8
all_phase_points,raw_one_photon_density,raw,complex_mixture_with_smear,1.51,0.6644182590668208,1.0,0.6644182590668208,0.08,0.68,0.24,0.8
all_phase_points,raw_one_photon_density,raw,complex_mixture_with_smear,1.5125,0.6646699511414723,1.0,0.6646699511414723,0.08,0.68,0.24,0.8
all_phase_points,raw_one_photon_density,raw,complex_mixture_with_smear,1.5150000000000001,0.6649185502060618,1.0,0.6649185502060618,0.08,0.68,0.24,0.8
all_phase_points,raw_one_photon_density,raw,complex_mixture_with_smear,1.5175,0.6651640346178407,1.0,0.6651640346178407,0.08,0.68,0.24,0.8
all_phase_points,raw_one_photon_density,raw,complex_mixture_with_smear,1.52,0.6654063823948906,1.0,0.6654063823948906,0.08,0.68,0.24,0.8
all_phase_points,raw_one_photon_density,raw,complex_mixture_with_smear,1.5225,0.6656455712094678,1.0,0.6656455712094678,0.08,0.68,0.24,0.8
all_phase_points,raw_one_photon_density,raw,complex_mixture_with_smear,1.5250000000000001,0.6658815783811769,1.0,0.6658815783811769,0.08,0.68,0.24,0.8
all_phase_points,raw_one_photon_density,raw,complex_mixture_with_smear,1.5275,0.66611438086997,1.0,0.66611438086997,0.08,0.68,0.24,0.8
all_phase_points,raw_one_photon_density,raw,complex_mixture_with_smear,1.53,0.6663439552689637,1.0,0.6663439552689637,0.08,0.68,0.24,0.8
all_phase_points,raw_one_photon_density,raw,complex_mixture_with_smear,1.5325,0.6665702777970712,1.0,0.6665702777970712,0.08,0.68,0.24,0.8
all_phase_points,raw_one_photon_density,raw,complex_mixture_with_smear,1.5350000000000001,0.6667933242914423,1.0,0.6667933242914423,0.08,0.68,0.24,0.8
all_phase_points,raw_one_photon_density,raw,complex_mixture_with_smear,1.5375,0.6670130701997035,1.0,0.6670130701997035,0.08,0.68,0.24,0.8
all_phase_points,raw_one_photon_density,raw,complex_mixture_with_smear,1.54,0.6672294905719955,1.0,0.6672294905719955,0.08,0.68,0.24,0.8
all_phase_points,raw_one_photon_density,raw,complex_mixture_with_smear,1.5425,0.6674425600527998,1.0,0.6674425600527998,0.08,0.68,0.24,0.8
all_phase_points,raw_one_photon_density,raw,complex_mixture_with_smear,1.545,0.6676522528725454,1.0,0.6676522528725454,0.08,0.68,0.24,0.8
all_phase_points,raw_one_photon_density,raw,complex_mixture_with_smear,1.5475,0.6678585428389934,1.0,0.6678585428389934,0.08,0.68,0.24,0.8
all_phase_points,raw_one_photon_density,raw,complex_mixture_with_smear,1.55,0.6680614033283876,1.0,0.6680614033283876,0.08,0.68,0.24,0.8
all_phase_points,raw_one_photon_density,raw,complex_mixture_with_smear,1.5525,0.6682608072763673,1.0,0.6682608072763673,0.08,0.68,0.24,0.8
all_phase_points,raw_one_photon_density,raw,complex_mixture_with_smear,1.555,0.6684567271686309,1.0,0.6684567271686309,0.08,0.68,0.24,0.8
all_phase_points,raw_one_photon_density,raw,complex_mixture_with_smear,1.5575,0.6686491350313453,1.0,0.6686491350313453,0.08,0.68,0.24,0.8
all_phase_points,raw_one_photon_density,raw,complex_mixture_with_smear,1.56,0.6688380024212909,1.0,0.6688380024212909,0.08,0.68,0.24,0.8
all_phase_points,raw_one_photon_density,raw,complex_mixture_with_smear,1.5625,0.6690233004157331,1.0,0.6690233004157331,0.08,0.68,0.24,0.8
all_phase_points,raw_one_photon_density,raw,complex_mixture_with_smear,1.565,0.6692049996020136,1.0,0.6692049996020136,0.08,0.68,0.24,0.8
all_phase_points,raw_one_photon_density,raw,complex_mixture_with_smear,1.5675000000000001,0.6693830700668484,1.0,0.6693830700668484,0.08,0.68,0.24,0.8
all_phase_points,raw_one_photon_density,raw,complex_mixture_with_smear,1.57,0.6695574813853257,1.0,0.6695574813853257,0.08,0.68,0.24,0.8
all_phase_points,raw_one_photon_density,raw,complex_mixture_with_smear,1.5725,0.6697282026095911,1.0,0.6697282026095911,0.08,0.68,0.24,0.8
all_phase_points,raw_one_photon_density,raw,complex_mixture_with_smear,1.575,0.6698952022572122,1.0,0.6698952022572122,0.08,0.68,0.24,0.8
all_phase_points,raw_one_photon_density,raw,complex_mixture_with_smear,1.5775000000000001,0.6700584482992087,1.0,0.6700584482992087,0.08,0.68,0.24,0.8
all_phase_points,raw_one_photon_density,raw,complex_mixture_with_smear,1.58,0.6702179081477374,1.0,0.6702179081477374,0.08,0.68,0.24,0.8
all_phase_points,raw_one_photon_density,raw,complex_mixture_with_smear,1.5825,0.6703735486434208,1.0,0.6703735486434208,0.08,0.68,0.24,0.8
all_phase_points,raw_one_photon_density,raw,complex_mixture_with_smear,1.585,0.6705253360423056,1.0,0.6705253360423056,0.08,0.68,0.24,0.8
all_phase_points,raw_one_photon_density,raw,complex_mixture_with_smear,1.5875000000000001,0.6706732360024401,1.0,0.6706732360024401,0.08,0.68,0.24,0.8
all_phase_points,raw_one_photon_density,raw,complex_mixture_with_smear,1.59,0.6708172135700531,1.0,0.6708172135700531,0.08,0.68,0.24,0.8
all_phase_points,raw_one_photon_density,raw,complex_mixture_with_smear,1.5925,0.6709572331653241,1.0,0.6709572331653241,0.08,0.68,0.24,0.8
all_phase_points,raw_one_photon_density,raw,complex_mixture_with_smear,1.595,0.6710932585677291,1.0,0.6710932585677291,0.08,0.68,0.24,0.8
all_phase_points,raw_one_photon_density,raw,complex_mixture_with_smear,1.5975000000000001,0.6712252529009426,1.0,0.6712252529009426,0.08,0.68,0.24,0.8
all_phase_points,raw_one_photon_density,raw,complex_mixture_with_smear,1.6,0.6713531786172875,1.0,0.6713531786172875,0.08,0.68,0.24,0.8
all_phase_points,raw_one_photon_density,raw,complex_mixture_with_smear,1.6025,0.6714769974817075,1.0,0.6714769974817075,0.08,0.68,0.24,0.8
all_phase_points,raw_one_photon_density,raw,complex_mixture_with_smear,1.605,0.6715966705552529,1.0,0.6715966705552529,0.08,0.68,0.24,0.8
all_phase_points,raw_one_photon_density,raw,complex_mixture_with_smear,1.6075,0.6717121581780529,1.0,0.6717121581780529,0.08,0.68,0.24,0.8
all_phase_points,raw_one_photon_density,raw,complex_mixture_with_smear,1.61,0.6718234199517639,1.0,0.6718234199517639,0.08,0.68,0.24,0.8
all_phase_points,raw_one_photon_density,raw,complex_mixture_with_smear,1.6125,0.6719304147214675,1.0,0.6719304147214675,0.08,0.68,0.24,0.8
all_phase_points,raw_one_photon_density,raw,complex_mixture_with_smear,1.615,0.6720331005570008,1.0,0.6720331005570008,0.08,0.68,0.24,0.8
all_phase_points,raw_one_photon_density,raw,complex_mixture_with_smear,1.6175,0.6721314347336966,1.0,0.6721314347336966,0.08,0.68,0.24,0.8
all_phase_points,raw_one_photon_density,raw,complex_mixture_with_smear,1.62,0.6722253737125088,1.0,0.6722253737125088,0.08,0.68,0.24,0.8
all_phase_points,raw_one_photon_density,raw,complex_mixture_with_smear,1.6225,0.672314873119505,1.0,0.672314873119505,0.08,0.68,0.24,0.8
all_phase_points,raw_one_photon_density,raw,complex_mixture_with_smear,1.625,0.6723998877246938,1.0,0.6723998877246938,0.08,0.68,0.24,0.8
all_phase_points,raw_one_photon_density,raw,complex_mixture_with_smear,1.6275,0.6724803714201668,1.0,0.6724803714201668,0.08,0.68,0.24,0.8
all_phase_points,raw_one_photon_density,raw,complex_mixture_with_smear,1.6300000000000001,0.6725562771975261,1.0,0.6725562771975261,0.08,0.68,0.24,0.8
all_phase_points,raw_one_photon_density,raw,complex_mixture_with_smear,1.6325,0.672627557124569,1.0,0.672627557124569,0.08,0.68,0.24,0.8
all_phase_points,raw_one_photon_density,raw,complex_mixture_with_smear,1.635,0.6726941623212007,1.0,0.6726941623212007,0.08,0.68,0.24,0.8
all_phase_points,raw_one_photon_density,raw,complex_mixture_with_smear,1.6375,0.6727560429345426,1.0,0.6727560429345426,0.08,0.68,0.24,0.8
all_phase_points,raw_one_photon_density,raw,complex_mixture_with_smear,1.6400000000000001,0.672813148113206,1.0,0.672813148113206,0.08,0.68,0.24,0.8
all_phase_points,raw_one_photon_density,raw,complex_mixture_with_smear,1.6425,0.672865425980695,1.0,0.672865425980695,0.08,0.68,0.24,0.8
all_phase_points,raw_one_photon_density,raw,complex_mixture_with_smear,1.645,0.6729128236079035,1.0,0.6729128236079035,0.08,0.68,0.24,0.8
all_phase_points,raw_one_photon_density,raw,complex_mixture_with_smear,1.6475,0.6729552869846698,1.0,0.6729552869846698,0.08,0.68,0.24,0.8
all_phase_points,raw_one_photon_density,raw,complex_mixture_with_smear,1.6500000000000001,0.6729927609903475,1.0,0.6729927609903475,0.08,0.68,0.24,0.8
all_phase_points,raw_one_photon_density,raw,complex_mixture_with_smear,1.6525,0.6730251893633545,1.0,0.6730251893633545,0.08,0.68,0.24,0.8
all_phase_points,raw_one_photon_density,raw,complex_mixture_with_smear,1.655,0.6730525146696527,1.0,0.6730525146696527,0.08,0.68,0.24,0.8
all_phase_points,raw_one_photon_density,raw,complex_mixture_with_smear,1.6575,0.673074678270117,1.0,0.673074678270117,0.08,0.68,0.24,0.8
all_phase_points,raw_one_photon_density,raw,complex_mixture_with_smear,1.6600000000000001,0.6730916202867439,1.0,0.6730916202867439,0.08,0.68,0.24,0.8
all_phase_points,raw_one_photon_density,raw,complex_mixture_with_smear,1.6625,0.6731032795676487,1.0,0.6731032795676487,0.08,0.68,0.24,0.8
all_phase_points,raw_one_photon_density,raw,complex_mixture_with_smear,1.665,0.6731095936508019,1.0,0.6731095936508019,0.08,0.68,0.24,0.8
all_phase_points,raw_one_photon_density,raw,complex_mixture_with_smear,1.6675,0.6731104987264448,1.0,0.6731104987264448,0.08,0.68,0.24,0.8
all_phase_points,raw_one_photon_density,raw,complex_mixture_with_smear,1.67,0.6731059295981312,1.0,0.6731059295981312,0.08,0.68,0.24,0.8
all_phase_points,raw_one_photon_density,raw,complex_mixture_with_smear,1.6725,0.6730958196423282,1.0,0.6730958196423282,0.08,0.68,0.24,0.8
all_phase_points,raw_one_photon_density,raw,complex_mixture_with_smear,1.675,0.6730801007665181,1.0,0.6730801007665181,0.08,0.68,0.24,0.8
all_phase_points,raw_one_photon_density,raw,complex_mixture_with_smear,1.6775,0.6730587033657273,1.0,0.6730587033657273,0.08,0.68,0.24,0.8
all_phase_points,raw_one_photon_density,raw,complex_mixture_with_smear,1.68,0.6730315562774145,1.0,0.6730315562774145,0.08,0.68,0.24,0.8
all_phase_points,raw_one_photon_density,raw,complex_mixture_with_smear,1.6825,0.6729985867346417,1.0,0.6729985867346417,0.08,0.68,0.24,0.8
all_phase_points,raw_one_photon_density,raw,complex_mixture_with_smear,1.685,0.6729597203174484,1.0,0.6729597203174484,0.08,0.68,0.24,0.8
all_phase_points,raw_one_photon_density,raw,complex_mixture_with_smear,1.6875,0.6729148809023451,1.0,0.6729148809023451,0.08,0.68,0.24,0.8
all_phase_points,raw_one_photon_density,raw,complex_mixture_with_smear,1.69,0.6728639906098383,1.0,0.6728639906098383,0.08,0.68,0.24,0.8
all_phase_points,raw_one_photon_density,raw,complex_mixture_with_smear,1.6925000000000001,0.6728069697498925,1.0,0.6728069697498925,0.08,0.68,0.24,0.8
all_phase_points,raw_one_photon_density,raw,complex_mixture_with_smear,1.695,0.672743736765232,1.0,0.672743736765232,0.08,0.68,0.24,0.8
all_phase_points,raw_one_photon_density,raw,complex_mixture_with_smear,1.6975,0.6726742081723767,1.0,0.6726742081723767,0.08,0.68,0.24,0.8
all_phase_points,raw_one_photon_density,raw,complex_mixture_with_smear,1.7,0.6725982985003038,1.0,0.6725982985003038,0.08,0.68,0.24,0.8
all_phase_points,raw_one_photon_density,raw,complex_mixture_with_smear,1.7025000000000001,0.6725159202266177,1.0,0.6725159202266177,0.08,0.68,0.24,0.8
all_phase_points,raw_one_photon_density,raw,complex_mixture_with_smear,1.705,0.6724269837111038,1.0,0.6724269837111038,0.08,0.68,0.24,0.8
all_phase_points,raw_one_photon_density,raw,complex_mixture_with_smear,1.7075,0.6723313971265397,1.0,0.6723313971265397,0.08,0.68,0.24,0.8
all_phase_points,raw_one_photon_density,raw,complex_mixture_with_smear,1.71,0.6722290663866212,1.0,0.6722290663866212,0.08,0.68,0.24,0.8
all_phase_points,raw_one_photon_density,raw,complex_mixture_with_smear,1.7125000000000001,0.6721198950708605,1.0,0.6721198950708605,0.08,0.68,0.24,0.8
all_phase_points,raw_one_photon_density,raw,complex_mixture_with_smear,1.715,0.6720037843462988,1.0,0.6720037843462988,0.08,0.68,0.24,0.8
all_phase_points,raw_one_photon_density,raw,complex_mixture_with_smear,1.7175,0.6718806328858726,1.0,0.6718806328858726,0.08,0.68,0.24,0.8
all_phase_points,raw_one_photon_density,raw,complex_mixture_with_smear,1.72,0.671750336783254,1.0,0.671750336783254,0.08,0.68,0.24,0.8
all_phase_points,raw_one_photon_density,raw,complex_mixture_with_smear,1.7225000000000001,0.6716127894639864,1.0,0.6716127894639864,0.08,0.68,0.24,0.8
all_phase_points,raw_one_photon_density,raw,complex_mixture_with_smear,1.725,0.6714678815927131,1.0,0.6714678815927131,0.08,0.68,0.24,0.8
all_phase_points,raw_one_photon_density,raw,complex_mixture_with_smear,1.7275,0.6713155009762937,1.0,0.6713155009762937,0.08,0.68,0.24,0.8
all_phase_points,raw_one_photon_density,raw,complex_mixture_with_smear,1.73,0.6711555324625849,1.0,0.6711555324625849,0.08,0.68,0.24,0.8
all_phase_points,raw_one_photon_density,raw,complex_mixture_with_smear,1.7325,0.6709878578346491,1.0,0.6709878578346491,0.08,0.68,0.24,0.8
all_phase_points,raw_one_photon_density,raw,complex_mixture_with_smear,1.735,0.670812355700141,1.0,0.670812355700141,0.08,0.68,0.24,0.8
all_phase_points,raw_one_photon_density,raw,complex_mixture_with_smear,1.7375,0.6706289013756013,1.0,0.6706289013756013,0.08,0.68,0.24,0.8
all_phase_points,raw_one_photon_density,raw,complex_mixture_with_smear,1.74,0.670437366765375,1.0,0.670437366765375,0.08,0.68,0.24,0.8
all_phase_points,raw_one_photon_density,raw,complex_mixture_with_smear,1.7425,0.6702376202348495,1.0,0.6702376202348495,0.08,0.68,0.24,0.8
all_phase_points,raw_one_photon_density,raw,complex_mixture_with_smear,1.745,0.670029526477685,1.0,0.670029526477685,0.08,0.68,0.24,0.8
all_phase_points,raw_one_photon_density,raw,complex_mixture_with_smear,1.7475,0.6698129463766956,1.0,0.6698129463766956,0.08,0.68,0.24,0.8
all_phase_points,raw_one_photon_density,raw,complex_mixture_with_smear,1.75,0.6695877368580048,1.0,0.6695877368580048,0.08,0.68,0.24,0.8
all_phase_points,raw_one_photon_density,raw,complex_mixture_with_smear,1.7525,0.6693537507380847,1.0,0.6693537507380847,0.08,0.68,0.24,0.8
all_phase_points,raw_one_photon_density,raw,complex_mixture_with_smear,1.7550000000000001,0.6691108365632523,1.0,0.6691108365632523,0.08,0.68,0.24,0.8
all_phase_points,raw_one_photon_density,raw,complex_mixture_with_smear,1.7575,0.6688588384411716,1.0,0.6688588384411716,0.08,0.68,0.24,0.8
all_phase_points,raw_one_photon_density,raw,complex_mixture_with_smear,1.76,0.668597595863873,1.0,0.668597595863873,0.08,0.68,0.24,0.8
all_phase_points,raw_one_photon_density,raw,complex_mixture_with_smear,1.7625,0.6683269435217745,1.0,0.6683269435217745,0.08,0.68,0.24,0.8
all_phase_points,raw_one_photon_density,raw,complex_mixture_with_smear,1.7650000000000001,0.6680467111081408,1.0,0.6680467111081408,0.08,0.68,0.24,0.8
all_phase_points,raw_one_photon_density,raw,complex_mixture_with_smear,1.7675,0.6677567231133869,1.0,0.6677567231133869,0.08,0.68,0.24,0.8
all_phase_points,raw_one_photon_density,raw,complex_mixture_with_smear,1.77,0.6674567986085768,1.0,0.6674567986085768,0.08,0.68,0.24,0.8
all_phase_points,raw_one_photon_density,raw,complex_mixture_with_smear,1.7725,0.6671467510174314,1.0,0.6671467510174314,0.08,0.68,0.24,0.8
all_phase_points,raw_one_photon_density,raw,complex_mixture_with_smear,1.7750000000000001,0.6668263878760963,1.0,0.6668263878760963,0.08,0.68,0.24,0.8
all_phase_points,raw_one_photon_density,raw,complex_mixture_with_smear,1.7775,0.6664955105798708,1.0,0.6664955105798708,0.08,0.68,0.24,0.8
all_phase_points,raw_one_photon_density,raw,complex_mixture_with_smear,1.78,0.6661539141160341,1.0,0.6661539141160341,0.08,0.68,0.24,0.8
all_phase_points,raw_one_photon_density,raw,complex_mixture_with_smear,1.7825,0.6658013867818376,1.0,0.6658013867818376,0.08,0.68,0.24,0.8
all_phase_points,raw_one_photon_density,raw,complex_mixture_with_smear,1.7850000000000001,0.6654377098866567,1.0,0.6654377098866567,0.08,0.68,0.24,0.8
all_phase_points,raw_one_photon_density,raw,complex_mixture_with_smear,1.7875,0.665062657437219,1.0,0.665062657437219,0.08,0.68,0.24,0.8
all_phase_points,raw_one_photon_density,raw,complex_mixture_with_smear,1.79,0.6646759958047317,1.0,0.6646759958047317,0.08,0.68,0.24,0.8
all_phase_points,raw_one_photon_density,raw,complex_mixture_with_smear,1.7925,0.6642774833726406,1.0,0.6642774833726406,0.08,0.68,0.24,0.8
all_phase_points,raw_one_photon_density,raw,complex_mixture_with_smear,1.795,0.6638668701636431,1.0,0.6638668701636431,0.08,0.68,0.24,0.8
all_phase_points,raw_one_photon_density,raw,complex_mixture_with_smear,1.7975,0.6634438974444625,1.0,0.6634438974444625,0.08,0.68,0.24,0.8
all_phase_points,raw_one_photon_density,raw,complex_mixture_with_smear,1.8,0.6630082973067658,1.0,0.6630082973067658,0.08,0.68,0.24,0.8
all_phase_points,raw_one_photon_density,raw,complex_mixture_with_smear,1.8025,0.6625597922224646,1.0,0.6625597922224646,0.08,0.68,0.24,0.8
all_phase_points,raw_one_photon_density,raw,complex_mixture_with_smear,1.805,0.6620980945714868,1.0,0.6620980945714868,0.08,0.68,0.24,0.8
all_phase_points,raw_one_photon_density,raw,complex_mixture_with_smear,1.8075,0.6616229061399374,1.0,0.6616229061399374,0.08,0.68,0.24,0.8
all_phase_points,raw_one_photon_density,raw,complex_mixture_with_smear,1.81,0.6611339175863762,1.0,0.6611339175863762,0.08,0.68,0.24,0.8
all_phase_points,raw_one_photon_density,raw,complex_mixture_with_smear,1.8125,0.6606308078737434,1.0,0.6606308078737434,0.08,0.68,0.24,0.8
all_phase_points,raw_one_photon_density,raw,complex_mixture_with_smear,1.815,0.6601132436642205,1.0,0.6601132436642205,0.08,0.68,0.24,0.8
all_phase_points,raw_one_photon_density,raw,complex_mixture_with_smear,1.8175000000000001,0.6595808786740786,1.0,0.6595808786740786,0.08,0.68,0.24,0.8
all_phase_points,raw_one_photon_density,raw,complex_mixture_with_smear,1.82,0.659033352985274,1.0,0.659033352985274,0.08,0.68,0.24,0.8
all_phase_points,raw_one_photon_density,raw,complex_mixture_with_smear,1.8225,0.6584702923102451,1.0,0.6584702923102451,0.08,0.68,0.24,0.8
all_phase_points,raw_one_photon_density,raw,complex_mixture_with_smear,1.825,0.6578913072060197,1.0,0.6578913072060197,0.08,0.68,0.24,0.8
