analysis_scope,distribution,branch,q,density,acceptance,effective_density
all_phase_points,accepted_beta_recoil_complex,case_I_forward,0.5750000000000001,0.5440712154598426,0.5672726112612005,1.0581680791822188
all_phase_points,accepted_beta_recoil_complex,case_I_forward,0.5775,0.5448698611007734,0.5644769606938845,1.0544988190235716
all_phase_points,accepted_beta_recoil_complex,case_I_forward,0.58,0.5456638918960786,0.5616830487927691,1.0508086146563684
all_phase_points,accepted_beta_recoil_complex,case_I_forward,0.5825,0.5464533259331705,0.5588909864210043,1.0470978552608707
all_phase_points,accepted_beta_recoil_complex,case_I_forward,0.585,0.5472381810729309,0.5561008837732088,1.0433669286671778
all_phase_points,accepted_beta_recoil_complex,case_I_forward,0.5875,0.5480184749528084,0.5533128503693684,1.0396162213352678
all_phase_points,accepted_beta_recoil_complex,case_I_forward,0.59,0.5487942249898539,0.5505269950488391,1.0358461183351102
all_phase_points,accepted_beta_recoil_complex,case_I_forward,0.5925,0.5495654483836991,0.5477434259644506,1.0320570033268583
all_phase_points,accepted_beta_recoil_complex,case_I_forward,0.595,0.5503321621194744,0.5449622505767148,1.0282492585411251
all_phase_points,accepted_beta_recoil_complex,case_I_forward,0.5975,0.5510943829706724,0.542183575648136,1.0244232647593545
all_phase_points,accepted_beta_recoil_complex,case_I_forward,0.6,0.5518521275019542,0.5394075072376268,1.0205794012942926
all_phase_points,accepted_beta_recoil_complex,case_I_forward,0.6025,0.5526054120719052,0.5366341506950236,1.0167180459705623
all_phase_points,accepted_beta_recoil_complex,case_I_forward,0.605,0.5533542528357333,0.5338636106557109,1.0128395751053527
all_phase_points,accepted_beta_recoil_complex,case_I_forward,0.6075,0.5540986657479188,0.5310959910353452,1.0089443634892235
all_phase_points,accepted_beta_recoil_complex,case_I_forward,0.61,0.5548386665648134,0.5283313950246862,1.0050327843670381
all_phase_points,accepted_beta_recoil_complex,case_I_forward,0.6125,0.5555742708471888,0.5255699250845296,1.001105209419023
all_phase_points,accepted_beta_recoil_complex,case_I_forward,0.615,0.5563054939627374,0.5228116829407469,0.997162008741965
all_phase_points,accepted_beta_recoil_complex,case_I_forward,0.6175,0.5570323510885263,0.5200567695794269,0.9932035508305479
all_phase_points,accepted_beta_recoil_complex,case_I_forward,0.62,0.5577548572134039,0.5173052852421244,0.9892302025588368
all_phase_points,accepted_beta_recoil_complex,case_I_forward,0.6225,0.5584730271403631,0.5145573294212107,0.9852423291619141
all_phase_points,accepted_beta_recoil_complex,case_I_forward,0.625,0.5591868754888579,0.5118130008553317,0.9812402942176728
all_phase_points,accepted_beta_recoil_complex,case_I_forward,0.6275000000000001,0.5598964166970789,0.5090723975249679,0.9772244596287685
all_phase_points,accepted_beta_recoil_complex,case_I_forward,0.63,0.5606016650241847,0.5063356166481007,0.9731951856047407
all_phase_points,accepted_beta_recoil_complex,case_I_forward,0.6325000000000001,0.5613026345524935,0.5036027546759828,0.9691528306443056
all_phase_points,accepted_beta_recoil_complex,case_I_forward,0.635,0.5619993391896316,0.5008739072890139,0.9650977515178208
all_phase_points,accepted_beta_recoil_complex,case_I_forward,0.6375000000000001,0.5626917926706454,0.4981491693927195,0.961030303249934
all_phase_points,accepted_beta_recoil_complex,case_I_forward,0.64,0.5633800085600713,0.4954286351138361,0.9569508391024129
all_phase_points,accepted_beta_recoil_complex,case_I_forward,0.6425,0.5640640002539697,0.49271239779649956,0.9528597105571655
all_phase_points,accepted_beta_recoil_complex,case_I_forward,0.645,0.5647437809819205,0.49000054999853804,0.9487572672994493
all_phase_points,accepted_beta_recoil_complex,case_I_forward,0.6475,0.5654193638089826,0.4872931834878705,0.9446438572012825
all_phase_points,accepted_beta_recoil_complex,case_I_forward,0.65,0.5660907616376171,0.48459038923900727,0.9405198263050474
all_phase_points,accepted_beta_recoil_complex,case_I_forward,0.6525,0.5667579872095757,0.48189225742965697,0.9363855188073044
all_phase_points,accepted_beta_recoil_complex,case_I_forward,0.655,0.567421053107755,0.47919887743743517,0.9322412770428072
all_phase_points,accepted_beta_recoil_complex,case_I_forward,0.6575,0.5680799717580164,0.4765103378366792,0.9280874414687339
all_phase_points,accepted_beta_recoil_complex,case_I_forward,0.66,0.5687347554309735,0.4738267263953641,0.9239243506491258
all_phase_points,accepted_beta_recoil_complex,case_I_forward,0.6625,0.5693854162437474,0.471148130072124,0.9197523412395484
all_phase_points,accepted_beta_recoil_complex,case_I_forward,0.665,0.5700319661616894,0.46847463501337566,0.9155717479719682
all_phase_points,accepted_beta_recoil_complex,case_I_forward,0.6675,0.5706744170000733,0.4658063265505457,0.9113829036398554
all_phase_points,accepted_beta_recoil_complex,case_I_forward,0.67,0.5713127804257571,0.4631432891973996,0.9071861390835092
all_phase_points,accepted_beta_recoil_complex,case_I_forward,0.6725,0.5719470679588151,0.46048560664747484,0.9029817831756163
all_phase_points,accepted_beta_recoil_complex,case_I_forward,0.675,0.5725772909741403,0.45783336177161427,0.898770162807033
all_phase_points,accepted_beta_recoil_complex,case_I_forward,0.6775,0.5732034607030178,0.4551866366156039,0.8945516028728089
all_phase_points,accepted_beta_recoil_complex,case_I_forward,0.68,0.5738255882346709,0.45254551239791024,0.8903264262584414
all_phase_points,accepted_beta_recoil_complex,case_I_forward,0.6825,0.5744436845177787,0.44991006950752077,0.8860949538263696
all_phase_points,accepted_beta_recoil_complex,case_I_forward,0.685,0.5750577603619678,0.447280387501884,0.88185750440271
all_phase_points,accepted_beta_recoil_complex,case_I_forward,0.6875,0.5756678264392758,0.4446565451049525,0.8776143947642354
all_phase_points,accepted_beta_recoil_complex,case_I_forward,0.6900000000000001,0.5762738932855901,0.44203862020532353,0.8733659396255941
all_phase_points,accepted_beta_recoil_complex,case_I_forward,0.6925,0.5768759713020599,0.43942668985448285,0.8691124516267814
all_phase_points,accepted_beta_recoil_complex,case_I_forward,0.6950000000000001,0.5774740707564848,0.43682083026514584,0.8648542413208575
all_phase_points,accepted_beta_recoil_complex,case_I_forward,0.6975,0.5780682017846769,0.43422111680969955,0.8605916171619145
all_phase_points,accepted_beta_recoil_complex,case_I_forward,0.7000000000000001,0.5786583743917997,0.43162762401874283,0.8563248854932959
all_phase_points,accepted_beta_recoil_complex,case_I_forward,0.7025,0.5792445984536833,0.4290404255797261,0.8520543505360724
all_phase_points,accepted_beta_recoil_complex,case_I_forward,0.705,0.5798268837181161,0.42645959433568825,0.8477803143777695
all_phase_points,accepted_beta_recoil_complex,case_I_forward,0.7075,0.5804052398061131,0.4238852022840916,0.8435030769613516
all_phase_points,accepted_beta_recoil_complex,case_I_forward,0.71,0.5809796762131632,0.421317320575755,0.8392229360744679
all_phase_points,accepted_beta_recoil_complex,case_I_forward,0.7125,0.5815502023104521,0.41875601951388247,0.8349401873389519
all_phase_points,accepted_beta_recoil_complex,case_I_forward,0.715,0.5821168273460663,0.4162013685531897,0.8306551242005862
all_phase_points,accepted_beta_recoil_complex,case_I_forward,0.7175,0.5826795604461733,0.41365343629912504,0.8263680379191242
all_phase_points,accepted_beta_recoil_complex,case_I_forward,0.72,0.5832384106161832,0.41111229050718745,0.8220792175585794
all_phase_points,accepted_beta_recoil_complex,case_I_forward,0.7225,0.5837933867418874,0.4085779980823381,0.8177889499777717
all_phase_points,accepted_beta_recoil_complex,case_I_forward,0.725,0.5843444975905789,0.40605062507850753,0.8134975198211436
all_phase_points,accepted_beta_recoil_complex,case_I_forward,0.7275,0.5848917518121522,0.4035302366981958,0.8092052095098372
all_phase_points,accepted_beta_recoil_complex,case_I_forward,0.73,0.5854351579401836,0.40101689729216705,0.8049122992330395
all_phase_points,accepted_beta_recoil_complex,case_I_forward,0.7325,0.5859747243929924,0.3985106703592357,0.8006190669395918
all_phase_points,accepted_beta_recoil_complex,case_I_forward,0.735,0.5865104594746828,0.39601161854614697,0.7963257883298684
all_phase_points,accepted_beta_recoil_complex,case_I_forward,0.7375,0.5870423713761697,0.39351980364754646,0.79203273684792
all_phase_points,accepted_beta_recoil_complex,case_I_forward,0.74,0.5875704681761815,0.39103528660604375,0.7877401836738853
all_phase_points,accepted_beta_recoil_complex,case_I_forward,0.7425,0.588094757842251,0.3885581275123641,0.7834483977166727
all_phase_points,accepted_beta_recoil_complex,case_I_forward,0.745,0.588615248231683,0.38608838560559267,0.7791576456069071
all_phase_points,accepted_beta_recoil_complex,case_I_forward,0.7475,0.5891319470925093,0.38362611927350565,0.7748681916901478
all_phase_points,accepted_beta_recoil_complex,case_I_forward,0.75,0.5896448620644233,0.3811713860529925,0.7705802980203729
all_phase_points,accepted_beta_recoil_complex,case_I_forward,0.7525000000000001,0.5901540006797003,0.3787242426305646,0.7662942243537334
all_phase_points,accepted_beta_recoil_complex,case_I_forward,0.755,0.5906593703640991,0.37628474484295305,0.7620102281425776
all_phase_points,accepted_beta_recoil_complex,case_I_forward,0.7575000000000001,0.5911609784377495,0.37385294767779165,0.7577285645297385
all_phase_points,accepted_beta_recoil_complex,case_I_forward,0.76,0.5916588321160224,0.37142890527438827,0.7534494863430969
all_phase_points,accepted_beta_recoil_complex,case_I_forward,0.7625000000000001,0.5921529385103852,0.36901267092457996,0.7491732440904076
all_phase_points,accepted_beta_recoil_complex,case_I_forward,0.765,0.5926433046292409,0.36660429707367387,0.7449000859543948
all_phase_points,accepted_beta_recoil_complex,case_I_forward,0.7675000000000001,0.5931299373787523,0.3642038353214731,0.7406302577881161
all_phase_points,accepted_beta_recoil_complex,case_I_forward,0.77,0.5936128435636517,0.361811336423385,0.7363640031105928
all_phase_points,accepted_beta_recoil_complex,case_I_forward,0.7725,0.5940920298880357,0.35942685029161314,0.732101563102708
all_phase_points,accepted_beta_recoil_complex,case_I_forward,0.775,0.5945675029561446,0.357050425996431,0.7278431766033684
all_phase_points,accepted_beta_recoil_complex,case_I_forward,0.7775,0.5950392692731291,0.3546821117675384,0.7235890801059371
all_phase_points,accepted_beta_recoil_complex,case_I_forward,0.78,0.5955073352458014,0.35232195499549696,0.7193395077549252
all_phase_points,accepted_beta_recoil_complex,case_I_forward,0.7825,0.5959717071833731,0.3499700022332474,0.7150946913429523
all_phase_points,accepted_beta_recoil_complex,case_I_forward,0.785,0.5964323912981804,0.3476262991977048,0.7108548603079698
all_phase_points,accepted_beta_recoil_complex,case_I_forward,0.7875,0.5968893937063937,0.34529089077143393,0.7066202417307469
all_phase_points,accepted_beta_recoil_complex,case_I_forward,0.79,0.597342720428716,0.3429638210044007,0.7023910603326169
all_phase_points,accepted_beta_recoil_complex,case_I_forward,0.7925,0.5977923773910669,0.34064513311580336,0.6981675384734904
all_phase_points,accepted_beta_recoil_complex,case_I_forward,0.795,0.598238370425255,0.33833486949597685,0.6939498961501216
all_phase_points,accepted_beta_recoil_complex,case_I_forward,0.7975,0.5986807052696356,0.3360330717083759,0.689738350994639
all_phase_points,accepted_beta_recoil_complex,case_I_forward,0.8,0.5991193875697585,0.33373978049163083,0.6855331182733337
all_phase_points,accepted_beta_recoil_complex,case_I_forward,0.8025,0.5995544228790012,0.3314550357616792,0.6813344108857041
all_phase_points,accepted_beta_recoil_complex,case_I_forward,0.805,0.5999858166591913,0.32917887661396866,0.677142439363756
all_phase_points,accepted_beta_recoil_complex,case_I_forward,0.8075,0.6004135742812158,0.32691134132573507,0.67295741187156
all_phase_points,accepted_beta_recoil_complex,case_I_forward,0.81,0.6008377010256202,0.32465246735834974,0.6687795342050613
all_phase_points,accepted_beta_recoil_complex,case_I_forward,0.8125,0.6012582020831941,0.32240229135973947,0.6646090097921419
all_phase_points,accepted_beta_recoil_complex,case_I_forward,0.8150000000000001,0.6016750825555468,0.3201608491668759,0.6604460396929347
all_phase_points,accepted_beta_recoil_complex,case_I_forward,0.8175,0.6020883474556694,0.31792817580833493,0.6562908226003865
all_phase_points,accepted_beta_recoil_complex,case_I_forward,0.8200000000000001,0.6024980017084897,0.3157043055069235,0.6521435548410717
all_phase_points,accepted_beta_recoil_complex,case_I_forward,0.8225,0.6029040501514105,0.3134892716823758,0.6480044303762501
all_phase_points,accepted_beta_recoil_complex,case_I_forward,0.8250000000000001,0.6033064975348422,0.3112831069541144,0.6438736408031721
all_phase_points,accepted_beta_recoil_complex,case_I_forward,0.8275,0.6037053485227213,0.30908584314408,0.639751375356629
all_phase_points,accepted_beta_recoil_complex,case_I_forward,0.8300000000000001,0.6041006076930189,0.3068975112796238,0.6356378209107421
all_phase_points,accepted_beta_recoil_complex,case_I_forward,0.8325,0.6044922795382401,0.3047181415964663,0.631533161980998
all_phase_points,accepted_beta_recoil_complex,case_I_forward,0.835,0.6048803684659113,0.3025477635417188,0.627437580726518
all_phase_points,accepted_beta_recoil_complex,case_I_forward,0.8375,0.6052648787990574,0.3003864057769677,0.6233512569525688
all_phase_points,accepted_beta_recoil_complex,case_I_forward,0.84,0.6056458147766705,0.29823409618142166,0.6192743681133088
all_phase_points,accepted_beta_recoil_complex,case_I_forward,0.8425,0.606023180554166,0.2960908618551183,0.6152070893147663
all_phase_points,accepted_beta_recoil_complex,case_I_forward,0.845,0.6063969802038313,0.2939567291221925,0.6111495933180524
all_phase_points,accepted_beta_recoil_complex,case_I_forward,0.8475,0.6067672177152623,0.29183172353420356,0.6071020505428036
all_phase_points,accepted_beta_recoil_complex,case_I_forward,0.85,0.607133896995793,0.2897158698735209,0.6030646290708552
all_phase_points,accepted_beta_recoil_complex,case_I_forward,0.8525,0.6074970218709129,0.2876091921567671,0.5990374946501373
all_phase_points,accepted_beta_recoil_complex,case_I_forward,0.855,0.6078565960846758,0.2855117136383192,0.5950208106988011
all_phase_points,accepted_beta_recoil_complex,case_I_forward,0.8575,0.6082126233001002,0.2834234568138637,0.591014738309564
all_phase_points,accepted_beta_recoil_complex,case_I_forward,0.86,0.6085651070995589,0.2813444434240092,0.58701943625428
all_phase_points,accepted_beta_recoil_complex,case_I_forward,0.8625,0.6089140509851606,0.2792746944579509,0.5830350609887247
all_phase_points,accepted_beta_recoil_complex,case_I_forward,0.865,0.6092594583791217,0.2772142301571903,0.579061766657602
all_phase_points,accepted_beta_recoil_complex,case_I_forward,0.8675,0.6096013326241296,0.2751630700193061,0.575099705099762
all_phase_points,accepted_beta_recoil_complex,case_I_forward,0.87,0.6099396769836964,0.2731212328017786,0.5711490258536368
all_phase_points,accepted_beta_recoil_complex,case_I_forward,0.8725,0.6102744946425052,0.27108873652586163,0.5672098761628812
all_phase_points,accepted_beta_recoil_complex,case_I_forward,0.875,0.6106057887067448,0.26906559848050854,0.5632824009822275
all_phase_points,accepted_beta_recoil_complex,case_I_forward,0.8775000000000001,0.6109335622044395,0.26705183522634335,0.5593667429835444
all_phase_points,accepted_beta_recoil_complex,case_I_forward,0.88,0.6112578180857681,0.2650474625996828,0.555463042562102
all_phase_points,accepted_beta_recoil_complex,case_I_forward,0.8825000000000001,0.6115785592233742,0.263052495716604,0.5515714378430374
all_phase_points,accepted_beta_recoil_complex,case_I_forward,0.885,0.6118957884126689,0.2610669489770597,0.5476920646880223
all_phase_points,accepted_beta_recoil_complex,case_I_forward,0.8875000000000001,0.612209508372125,0.25909083606903766,0.5438250567021268
all_phase_points,accepted_beta_recoil_complex,case_I_forward,0.89,0.6125197217435631,0.25712416997276677,0.5399705452408816
all_phase_points,accepted_beta_recoil_complex,case_I_forward,0.8925000000000001,0.6128264310924285,0.2551669629649644,0.5361286594175297
all_phase_points,accepted_beta_recoil_complex,case_I_forward,0.895,0.6131296389080618,0.2532192266231288,0.5322995261104734
all_phase_points,accepted_beta_recoil_complex,case_I_forward,0.8975,0.6134293476039596,0.25128097182987247,0.5284832699709073
all_phase_points,accepted_beta_recoil_complex,case_I_forward,0.9,0.6137255595180278,0.24935220877729627,0.5246800134306377
all_phase_points,accepted_beta_recoil_complex,case_I_forward,0.9025,0.6140182769128275,0.24743294697140575,0.5208898767100899
all_phase_points,accepted_beta_recoil_complex,case_I_forward,0.905,0.6143075019758129,0.24552319523656416,0.5171129778264921
all_phase_points,accepted_beta_recoil_complex,case_I_forward,0.9075,0.6145932368195605,0.24362296171998646,0.513349432602243
all_phase_points,accepted_beta_recoil_complex,case_I_forward,0.91,0.6148754834819912,0.241732253896269,0.5095993546734525
all_phase_points,accepted_beta_recoil_complex,case_I_forward,0.9125,0.6151542439265848,0.23985107857195775,0.5058628554986616
all_phase_points,accepted_beta_recoil_complex,case_I_forward,0.915,0.6154295200425868,0.23797944189015088,0.5021400443677307
all_phase_points,accepted_beta_recoil_complex,case_I_forward,0.9175,0.6157013136452069,0.23611734933513767,0.49843102841089953
all_phase_points,accepted_beta_recoil_complex,case_I_forward,0.92,0.6159696264758108,0.23426480573707045,0.4947359126080133
all_phase_points,accepted_beta_recoil_complex,case_I_forward,0.9225,0.6162344602021039,0.23242181527667108,0.4910547997979155
all_phase_points,accepted_beta_recoil_complex,case_I_forward,0.925,0.6164958164183081,0.23058838148996866,0.48738779068800103
all_phase_points,accepted_beta_recoil_complex,case_I_forward,0.9275,0.6167536966453305,0.22876450727306996,0.48373498386393154
all_phase_points,accepted_beta_recoil_complex,case_I_forward,0.93,0.6170081023309251,0.22695019488695942,0.4800964757995045
all_phase_points,accepted_beta_recoil_complex,case_I_forward,0.9325,0.6172590348498467,0.2251454459623302,0.47647236086668227
all_phase_points,accepted_beta_recoil_complex,case_I_forward,0.935,0.6175064955039984,0.22335026150444318,0.47286273134576884
all_phase_points,accepted_beta_recoil_complex,case_I_forward,0.9375,0.617750485522571,0.22156464189801536,0.46926767743574044
all_phase_points,accepted_beta_recoil_complex,case_I_forward,0.9400000000000001,0.617991006062175,0.21978858691213382,0.46568728726471964
all_phase_points,accepted_beta_recoil_complex,case_I_forward,0.9425,0.6182280582069666,0.2180220957051983,0.46212164690059837
all_phase_points,accepted_beta_recoil_complex,case_I_forward,0.9450000000000001,0.6184616429687648,0.2162651668298873,0.4585708403617998
all_phase_points,accepted_beta_recoil_complex,case_I_forward,0.9475,0.618691761287163,0.21451779823815062,0.455034949628182
all_phase_points,accepted_beta_recoil_complex,case_I_forward,0.9500000000000001,0.6189184140296318,0.2127799872862248,0.4515140546520783
all_phase_points,accepted_beta_recoil_complex,case_I_forward,0.9525,0.6191416019916159,0.21105173073967223,0.4480082333694721
all_phase_points,accepted_beta_recoil_complex,case_I_forward,0.9550000000000001,0.6193613258966247,0.20933302477844218,0.4445175617113047
all_phase_points,accepted_beta_recoil_complex,case_I_forward,0.9575,0.6195775863963127,0.20762386500195376,0.4410421136149113
all_phase_points,accepted_beta_recoil_complex,case_I_forward,0.96,0.6197903840705563,0.20592424643419874,0.43758196103558533
all_phase_points,accepted_beta_recoil_complex,case_I_forward,0.9625,0.6199997194275222,0.2042341635288649,0.43413717395826634
all_phase_points,accepted_beta_recoil_complex,case_I_forward,0.965,0.6202055929037275,0.2025536101744782,0.43070782040935063
all_phase_points,accepted_beta_recoil_complex,case_I_forward,0.9675,0.6204080048640954,0.20088257969956252,0.4272939664686197
all_phase_points,accepted_beta_recoil_complex,case_I_forward,0.97,0.6206069556020017,0.19922106487781788,0.42389567628128794
all_phase_points,accepted_beta_recoil_complex,case_I_forward,0.9725,0.6208024453393166,0.19756905793331397,0.4205130120701622
all_phase_points,accepted_beta_recoil_complex,case_I_forward,0.975,0.6209944742264359,0.1959265505457006,0.41714603414791385
all_phase_points,accepted_beta_recoil_complex,case_I_forward,0.9775,0.6211830423423093,0.19429353385543197,0.41379480092945997
all_phase_points,accepted_beta_recoil_complex,case_I_forward,0.98,0.6213681496944591,0.19266999846900626,0.4104593689444516
all_phase_points,accepted_beta_recoil_complex,case_I_forward,0.9825,0.621549796218994,0.19105593446421743,0.4071397928498645
all_phase_points,accepted_beta_recoil_complex,case_I_forward,0.985,0.6217279817806133,0.18945133139542078,0.4038361254426931
all_phase_points,accepted_beta_recoil_complex,case_I_forward,0.9875,0.6219027061726066,0.18785617829880905,0.40054841767274096
all_phase_points,accepted_beta_recoil_complex,case_I_forward,0.99,0.6220739691168458,0.18627046369770095,0.39727671865551095
all_phase_points,accepted_beta_recoil_complex,case_I_forward,0.9925,0.6222417702637694,0.18469417560783855,0.3940210756851848
all_phase_points,accepted_beta_recoil_complex,case_I_forward,0.995,0.6224061091923612,0.18312730154269544,0.3907815342476984
all_phase_points,accepted_beta_recoil_complex,case_I_forward,0.9975,0.6225669854101216,0.18156982851879275,0.3875581380339027
all_phase_points,accepted_beta_recoil_complex,case_I_forward,1.0,0.6227243983530303,0.1800217430610233,0.38435092895281053
all_phase_points,accepted_beta_recoil_complex,case_I_forward,1.0025,0.6228783473855054,0.1784830312079836,0.3811599471449302
all_phase_points,accepted_beta_recoil_complex,case_I_forward,1.0050000000000001,0.6230288318003533,0.1769536785173112,0.3779852309956766
all_phase_points,accepted_beta_recoil_complex,case_I_forward,1.0075,0.623175850818711,0.17543367007102945,0.3748268171488639
all_phase_points,accepted_beta_recoil_complex,case_I_forward,1.01,0.6233194035899834,0.17392299048089527,0.371684740520271
all_phase_points,accepted_beta_recoil_complex,case_I_forward,1.0125,0.6234594891917731,0.17242162389375287,0.3685590343112843
all_phase_points,accepted_beta_recoil_complex,case_I_forward,1.0150000000000001,0.6235961066298016,0.17092955399689003,0.3654497300226081
all_phase_points,accepted_beta_recoil_complex,case_I_forward,1.0175,0.623729254837826,0.16944676402339828,0.3623568574680475
all_phase_points,accepted_beta_recoil_complex,case_I_forward,1.02,0.6238589326775468,0.16797323675753362,0.35928044478835286
all_phase_points,accepted_beta_recoil_complex,case_I_forward,1.0225,0.6239851389385094,0.16650895454008033,0.35622051846513214
all_phase_points,accepted_beta_recoil_complex,case_I_forward,1.025,0.6241078723379979,0.16505389927371447,0.35317710333482144
all_phase_points,accepted_beta_recoil_complex,case_I_forward,1.0275,0.6242271315209238,0.16360805242836768,0.3501502226027166
all_phase_points,accepted_beta_recoil_complex,case_I_forward,1.03,0.6243429150597046,0.1621713950465911,0.34713989785706073
all_phase_points,accepted_beta_recoil_complex,case_I_forward,1.0325,0.6244552214541373,0.16074390774891623,0.34414614908318353
all_phase_points,accepted_beta_recoil_complex,case_I_forward,1.035,0.6245640491312647,0.15932557073921544,0.34116899467769496
all_phase_points,accepted_beta_recoil_complex,case_I_forward,1.0375,0.624669396445234,0.15791636381005913,0.33820845146272743
all_phase_points,accepted_beta_recoil_complex,case_I_forward,1.04,0.6247712616771477,0.15651626634806995,0.33526453470022416
all_phase_points,accepted_beta_recoil_complex,case_I_forward,1.0425,0.6248696430349076,0.15512525733927196,0.33233725810627107
all_phase_points,accepted_beta_recoil_complex,case_I_forward,1.045,0.6249645386530535,0.1537433153744366,0.32942663386547405
all_phase_points,accepted_beta_recoil_complex,case_I_forward,1.0475,0.6250559465925903,0.15237041865442227,0.32653267264537145
all_phase_points,accepted_beta_recoil_complex,case_I_forward,1.05,0.6251438648408127,0.15100654499550906,0.32365538361088925
all_phase_points,accepted_beta_recoil_complex,case_I_forward,1.0525,0.6252282913111183,0.14965167183472533,0.3207947744388254
all_phase_points,accepted_beta_recoil_complex,case_I_forward,1.055,0.6253092238428164,0.14830577623516894,0.31795085133237255
all_phase_points,accepted_beta_recoil_complex,case_I_forward,1.0575,0.6253866602009261,0.14696883489131923,0.3151236190356665
all_phase_points,accepted_beta_recoil_complex,case_I_forward,1.06,0.6254605980759717,0.14564082413434196,0.3123130808483683
all_phase_points,accepted_beta_recoil_complex,case_I_forward,1.0625,0.6255310350837646,0.1443217199373836,0.30951923864026587
all_phase_points,accepted_beta_recoil_complex,case_I_forward,1.065,0.6255979687651825,0.14301149792085752,0.30674209286590465
all_phase_points,accepted_beta_recoil_complex,case_I_forward,1.0675000000000001,0.625661396585939,0.14171013335771926,0.3039816425792382
all_phase_points,accepted_beta_recoil_complex,case_I_forward,1.07,0.6257213159363441,0.14041760117873128,0.3012378854482967
all_phase_points,accepted_beta_recoil_complex,case_I_forward,1.0725,0.6257777241310604,0.1391338759777159,0.2985108177698745
all_phase_points,accepted_beta_recoil_complex,case_I_forward,1.075,0.6258306184088481,0.13785893201679716,0.295800434484232
all_phase_points,accepted_beta_recoil_complex,case_I_forward,1.0775000000000001,0.6258799959323038,0.13659274323162912,0.29310672918980896
all_phase_points,accepted_beta_recoil_complex,case_I_forward,1.08,0.6259258537875918,0.1353352832366127,0.2904296941579528
all_phase_points,accepted_beta_recoil_complex,case_I_forward,1.0825,0.6259681889841658,0.13408652533009682,0.28776932034764885
all_phase_points,accepted_beta_recoil_complex,case_I_forward,1.085,0.626006998454484,0.1328464424995672,0.28512559742026283
all_phase_points,accepted_beta_recoil_complex,case_I_forward,1.0875000000000001,0.6260422790537155,0.1316150074268199,0.2824985137542854
all_phase_points,accepted_beta_recoil_complex,case_I_forward,1.09,0.6260740275594382,0.13039219249311948,0.2798880564600788
all_phase_points,accepted_beta_recoil_complex,case_I_forward,1.0925,0.62610224067133,0.12917796978434176,0.27729421139462473
all_phase_points,accepted_beta_recoil_complex,case_I_forward,1.095,0.6261269150108488,0.12797231109609983,0.2747169631762684
all_phase_points,accepted_beta_recoil_complex,case_I_forward,1.0975,0.6261480471209077,0.12677518793885437,0.2721562951994629
all_phase_points,accepted_beta_recoil_complex,case_I_forward,1.1,0.6261656334655379,0.1255865715430053,0.26961218964950195
all_phase_points,accepted_beta_recoil_complex,case_I_forward,1.1025,0.626179670429547,0.12440643286396788,0.2670846275172525
all_phase_points,accepted_beta_recoil_complex,case_I_forward,1.105,0.6261901543181656,0.12323474258722736,0.2645735886138683
all_phase_points,accepted_beta_recoil_complex,case_I_forward,1.1075,0.6261970813566865,0.12207147113337873,0.26207905158550165
all_phase_points,accepted_beta_recoil_complex,case_I_forward,1.11,0.6262004476900951,0.12091658866314398,0.2596009939279932
all_phase_points,accepted_beta_recoil_complex,case_I_forward,1.1125,0.6262002493826905,0.11977006508237263,0.25713939200155306
all_phase_points,accepted_beta_recoil_complex,case_I_forward,1.115,0.6261964824176985,0.1186318700470194,0.254694221045419
all_phase_points,accepted_beta_recoil_complex,case_I_forward,1.1175,0.6261891426968745,0.11750197296810408,0.25226545519250054
all_phase_points,accepted_beta_recoil_complex,case_I_forward,1.12,0.6261782260400982,0.11638034301664806,0.2498530674839975
all_phase_points,accepted_beta_recoil_complex,case_I_forward,1.1225,0.6261637281849579,0.11526694912859138,0.24745702988399942
all_phase_points,accepted_beta_recoil_complex,case_I_forward,1.125,0.6261456447863271,0.114161760009687,0.245077313294059
all_phase_points,accepted_beta_recoil_complex,case_I_forward,1.1275,0.6261239714159297,0.11306474414037262,0.24271388756773765
all_phase_points,accepted_beta_recoil_complex,case_I_forward,1.1300000000000001,0.6260987035618983,0.11197586978062089,0.24036672152512678
all_phase_points,accepted_beta_recoil_complex,case_I_forward,1.1325,0.6260698366283198,0.11089510497476547,0.23803578296733502
all_phase_points,accepted_beta_recoil_complex,case_I_forward,1.135,0.6260373659347732,0.1098224175563047,0.23572103869094743
all_phase_points,accepted_beta_recoil_complex,case_I_forward,1.1375,0.6260012867158578,0.10875777515268005,0.23342245450244858
all_phase_points,accepted_beta_recoil_complex,case_I_forward,1.1400000000000001,0.6259615941207096,0.10770114519003211,0.2311399952326136
all_phase_points,accepted_beta_recoil_complex,case_I_forward,1.1425,0.62591828321251,0.10665249489793074,0.22887362475086123
all_phase_points,accepted_beta_recoil_complex,case_I_forward,1.145,0.625871348967982,0.10561179131408065,0.22662330597956834
all_phase_points,accepted_beta_recoil_complex,case_I_forward,1.1475,0.6258207862768778,0.10457900128900145,0.22438900090834543
all_phase_points,accepted_beta_recoil_complex,case_I_forward,1.1500000000000001,0.6257665899414548,0.10355409149068276,0.22217067060827161
all_phase_points,accepted_beta_recoil_complex,case_I_forward,1.1525,0.6257087546759423,0.1025370284092126,0.21996827524608595
all_phase_points,accepted_beta_recoil_complex,case_I_forward,1.155,0.6256472751059957,0.10152777836137927,0.21778177409833316
