sample_id,raw_rmse_exponential,raw_rmse_gaussian_kernel,raw_rmse_sinc_fourier,raw_sinc_minus_exp_rmse,raw_sinc_beats_exp,raw_sinc_width,raw_sinc_first_zero,case_I_sinc_width,case_III_sinc_width,conditioned_widths_narrower_than_raw,peak_recoverable_loss_x,peak_recoverable_loss,peak_recovery_fraction_x,peak_recovery_fraction,raw_zero_to_peak_loss_distance,recovery_window_aligns_with_raw_zero
556,0.06967789057100476,0.06967793413877373,0.03672274129426437,-0.03295514927674039,True,1.9481944444444446,0.5132957866970842,1.0748055555555556,1.461027777777778,True,0.5,0.6699506280061867,0.0,0.8187909669808822,0.0132957866970842,True
557,0.08685031243274123,0.08685035454562584,0.04012335329669352,-0.04672695913604771,True,1.930638888888889,0.5179632533847459,0.9190000000000002,1.4588333333333334,True,0.4,0.6039158882739453,0.4,0.7752908562746615,0.11796325338474589,True
558,0.08079903526598052,0.08079907094509531,0.0459693746128245,-0.03482966065315602,True,2.0315833333333333,0.49222691660855655,0.8926666666666667,1.8648055555555558,True,0.5,0.5561341344958547,0.4,0.6881908170460582,0.007773083391443447,True
559,0.06303022428791943,0.06303021738307815,0.03251014128265584,-0.03052008300526359,True,2.071083333333333,0.4828390938719672,1.0660277777777778,1.8670000000000002,True,0.5,0.5387201776399093,0.4,0.6809228864644902,0.017160906128032782,True
560,0.07534341732264326,0.07534339315783585,0.04263429080925225,-0.03270912651339101,True,2.0666944444444444,0.48386446418730933,0.8707222222222223,1.500527777777778,True,0.5,0.5969839309858092,0.0,1.0,0.01613553581269067,True
561,0.07337249243212511,0.07337248064765588,0.03087244642521302,-0.042500046006912096,True,1.9789166666666669,0.5053269886722532,0.9102222222222224,1.4785833333333336,True,0.5,0.6253877105446699,0.5,0.6886069900656953,0.00532698867225323,True
562,0.07550003907830921,0.07550004037070203,0.035648639471319396,-0.039851399606989815,True,1.9262500000000002,0.5191434133679428,0.8948611111111112,3.0146944444444443,False,0.5,0.5507890868431282,0.0,1.0,0.019143413367942785,True
563,0.0833821515825114,0.08338214299955767,0.039476241050689614,-0.04390591053182179,True,1.9174722222222225,0.5215199408944067,0.9124166666666668,1.4851666666666667,True,0.4,0.5830967698787575,0.4,0.7431709158265847,0.12151994089440665,True
564,0.07492499884964074,0.07492499540879123,0.042990667322992546,-0.031934331526648194,True,1.9460000000000002,0.513874614594039,0.8751111111111112,2.9203333333333332,False,0.5,0.6887705052594828,0.5,0.7225232976486314,0.013874614594039048,True
565,0.07140205253350461,0.07140211497075387,0.040238452798043334,-0.031163599735461275,True,1.9021111111111113,0.5257316432034581,0.8663333333333334,3.036638888888889,False,0.5,0.6459361355220635,0.0,1.0,0.02573164320345811,True
566,0.05975153402020732,0.0597514873980237,0.028672053038047155,-0.031079480982160162,True,2.0315833333333333,0.49222691660855655,0.7917222222222223,1.476388888888889,True,0.4,0.5352633971780493,0.4,0.7178065195935822,0.09222691660855653,True
567,0.07684315678307718,0.07684322698283526,0.03626860053280373,-0.04057455625027345,True,1.9130833333333335,0.522716382802631,0.9475277777777779,1.4632222222222224,True,0.5,0.6058036158154435,0.0,1.0,0.022716382802630997,True
568,0.07820783416678828,0.07820784599611698,0.039198842131068376,-0.039008992035719905,True,1.9503888888888892,0.5127182613154071,0.9211944444444445,1.5224722222222224,True,0.5,0.672822481514875,0.0,1.0,0.012718261315407098,True
569,0.08370198504983783,0.08370195854739136,0.04065416271099831,-0.043047822338839525,True,1.9218611111111112,0.5203289635336118,0.8904722222222223,1.3798333333333335,True,0.5,0.6143597067198842,0.0,1.0,0.0203289635336118,True
570,0.0799365341322314,0.0799365603516157,0.04305658507948449,-0.036879949052746906,True,1.9481944444444446,0.5132957866970842,0.8773055555555557,1.476388888888889,True,0.5,0.6532670270320992,0.0,1.0,0.0132957866970842,True
571,0.07032385731883678,0.07032392549463547,0.028330967209656235,-0.041992890109180545,True,1.9284444444444446,0.5185526619036643,0.7895277777777778,1.1011388888888891,True,0.5,0.6032494999799293,0.0,1.0,0.018552661903664336,True
572,0.08206632059154333,0.08206633567810741,0.05442788363213563,-0.027638436959407695,True,1.9240555555555559,0.5197355123725925,0.7763611111111112,1.4873611111111114,True,0.5,0.6612058198501121,0.4,0.7698910459910089,0.019735512372592523,True
573,0.08160633218917897,0.08160633669942398,0.0327282836205027,-0.048878048568676266,True,1.9416111111111114,0.5150361955993018,0.9058333333333335,1.515888888888889,True,0.5,0.7078912228604625,0.0,1.0,0.015036195599301805,True
