scale,sample_id,calculated_independent_kappa_rmse,rmse_ratio_to_refit,passes_absolute_rmse_lt_005,passes_refit_ratio_lte_15,passes_joint_gate
0.0,115,0.02398311074013498,1.2413588440106615,True,True,True
0.0,116,0.02398311074013498,1.2413588440106615,True,True,True
0.0,117,0.02398311074013498,1.2413588440106615,True,True,True
0.0,118,0.02398311074013498,1.2413588440106615,True,True,True
0.0,119,0.02398311074013498,1.2413588440106615,True,True,True
0.0,120,0.02398311074013498,1.2413588440106615,True,True,True
0.0,121,0.02398311074013498,1.2413588440106615,True,True,True
0.0,122,0.02398311074013498,1.2413588440106615,True,True,True
0.0,123,0.02398311074013498,1.2413588440106615,True,True,True
0.0,124,0.02398311074013498,1.2413588440106615,True,True,True
0.0,125,0.02398311074013498,1.2413588440106615,True,True,True
0.0,126,0.02398311074013498,1.2413588440106615,True,True,True
0.0,127,0.02398311074013498,1.2413588440106615,True,True,True
0.0,128,0.02398311074013498,1.2413588440106615,True,True,True
0.0,129,0.02398311074013498,1.2413588440106615,True,True,True
0.0,130,0.02398311074013498,1.2413588440106615,True,True,True
0.0,131,0.02398311074013498,1.2413588440106615,True,True,True
0.0,132,0.02398311074013498,1.2413588440106615,True,True,True
0.0,133,0.02398311074013498,1.2413588440106615,True,True,True
0.0,134,0.02398311074013498,1.2413588440106615,True,True,True
0.0,135,0.02398311074013498,1.2413588440106615,True,True,True
0.0,136,0.02398311074013498,1.2413588440106615,True,True,True
0.0,137,0.02398311074013498,1.2413588440106615,True,True,True
0.0,138,0.02398311074013498,1.2413588440106615,True,True,True
0.0,139,0.02398311074013498,1.2413588440106615,True,True,True
0.0,140,0.02398311074013498,1.2413588440106615,True,True,True
0.0,141,0.02398311074013498,1.2413588440106615,True,True,True
0.0,142,0.02398311074013498,1.2413588440106615,True,True,True
0.0,143,0.02398311074013498,1.2413588440106615,True,True,True
0.0,144,0.02398311074013498,1.2413588440106615,True,True,True
0.0,145,0.02398311074013498,1.2413588440106615,True,True,True
0.0,146,0.02398311074013498,1.2413588440106615,True,True,True
0.0,147,0.02398311074013498,1.2413588440106615,True,True,True
0.0,148,0.02398311074013498,1.2413588440106615,True,True,True
0.0,149,0.02398311074013498,1.2413588440106615,True,True,True
0.0,150,0.02398311074013498,1.2413588440106615,True,True,True
0.0,151,0.02398311074013498,1.2413588440106615,True,True,True
0.0,152,0.02398311074013498,1.2413588440106615,True,True,True
0.0,153,0.02398311074013498,1.2413588440106615,True,True,True
0.0,154,0.02398311074013498,1.2413588440106615,True,True,True
0.0,155,0.02398311074013498,1.2413588440106615,True,True,True
0.0,156,0.02398311074013498,1.2413588440106615,True,True,True
0.0,157,0.02398311074013498,1.2413588440106615,True,True,True
0.0,158,0.02398311074013498,1.2413588440106615,True,True,True
0.0,159,0.02398311074013498,1.2413588440106615,True,True,True
0.0,160,0.02398311074013498,1.2413588440106615,True,True,True
0.0,161,0.02398311074013498,1.2413588440106615,True,True,True
0.0,162,0.02398311074013498,1.2413588440106615,True,True,True
0.0,163,0.02398311074013498,1.2413588440106615,True,True,True
0.0,164,0.02398311074013498,1.2413588440106615,True,True,True
0.0,165,0.02398311074013498,1.2413588440106615,True,True,True
0.0,166,0.02398311074013498,1.2413588440106615,True,True,True
0.0,167,0.02398311074013498,1.2413588440106615,True,True,True
0.0,168,0.02398311074013498,1.2413588440106615,True,True,True
0.0,169,0.02398311074013498,1.2413588440106615,True,True,True
0.0,170,0.02398311074013498,1.2413588440106615,True,True,True
0.0,171,0.02398311074013498,1.2413588440106615,True,True,True
0.0,172,0.02398311074013498,1.2413588440106615,True,True,True
0.0,173,0.02398311074013498,1.2413588440106615,True,True,True
0.0,174,0.02398311074013498,1.2413588440106615,True,True,True
0.0,175,0.02398311074013498,1.2413588440106615,True,True,True
0.0,176,0.02398311074013498,1.2413588440106615,True,True,True
0.0,177,0.02398311074013498,1.2413588440106615,True,True,True
0.0,178,0.02398311074013498,1.2413588440106615,True,True,True
0.0,179,0.02398311074013498,1.2413588440106615,True,True,True
0.0,180,0.02398311074013498,1.2413588440106615,True,True,True
0.0,181,0.02398311074013498,1.2413588440106615,True,True,True
0.0,182,0.02398311074013498,1.2413588440106615,True,True,True
0.0,183,0.02398311074013498,1.2413588440106615,True,True,True
0.0,184,0.02398311074013498,1.2413588440106615,True,True,True
0.0,185,0.02398311074013498,1.2413588440106615,True,True,True
0.0,186,0.02398311074013498,1.2413588440106615,True,True,True
0.0,187,0.02398311074013498,1.2413588440106615,True,True,True
0.0,188,0.02398311074013498,1.2413588440106615,True,True,True
0.0,189,0.02398311074013498,1.2413588440106615,True,True,True
0.0,190,0.02398311074013498,1.2413588440106615,True,True,True
0.0,191,0.02398311074013498,1.2413588440106615,True,True,True
0.0,192,0.02398311074013498,1.2413588440106615,True,True,True
0.0,193,0.02398311074013498,1.2413588440106615,True,True,True
0.0,194,0.02398311074013498,1.2413588440106615,True,True,True
0.0,195,0.02398311074013498,1.2413588440106615,True,True,True
